language,newusers,totalusers,conversions,property_id,totalrevenue,engagementrate,engagedsessions,date
Spanish,1,1,0,353783484,0,0,0,28/01/24
Telugu,1,1,0,353783484,0,1,1,28/01/24
Turkish,1,1,0,353783484,0,1,1,28/01/24
Ukrainian,1,2,0,353783484,0,0.666666667,2,28/01/24
Vietnamese,2,2,0,353783484,0,0,0,28/01/24
Chinese,4,6,0,353783484,0,0.5,3,29/01/24
Dutch,2,2,0,353783484,0,0.5,1,29/01/24
English,666,736,0,353783484,0,0.682619647,542,29/01/24
French,6,6,0,353783484,0,0.833333333,5,29/01/24
Italian,1,1,0,353783484,0,0,0,29/01/24
Polish,3,3,0,353783484,0,0.666666667,2,29/01/24
Portuguese,2,2,0,353783484,0,0.5,1,29/01/24
Romanian,1,1,0,353783484,0,1,1,29/01/24
Russian,1,1,0,353783484,0,1,1,29/01/24
Serbian,1,1,0,353783484,0,1,3,29/01/24
Spanish,2,2,0,353783484,0,0.5,1,29/01/24
Turkish,1,1,0,353783484,0,0,0,29/01/24
Chinese,1,1,0,353783484,0,1,1,30/01/24
Dutch,1,1,0,353783484,0,1,1,30/01/24
English,609,681,0,353783484,0,0.677197802,493,30/01/24
French,6,6,0,353783484,0,0.833333333,5,30/01/24
Italian,1,1,0,353783484,0,1,1,30/01/24
Persian,1,1,0,353783484,0,1,1,30/01/24
Polish,1,1,0,353783484,0,1,1,30/01/24
Portuguese,2,2,0,353783484,0,0,0,30/01/24
Russian,1,1,0,353783484,0,1,1,30/01/24
Spanish,2,2,0,353783484,0,0,0,30/01/24
Ukrainian,1,2,0,353783484,0,0.5,1,30/01/24
Chinese,4,4,0,353783484,0,0.75,3,31/01/24
Danish,1,1,0,353783484,0,1,1,31/01/24
English,582,661,0,353783484,0,0.673103448,488,31/01/24
French,7,8,0,353783484,0,0.875,7,31/01/24
Norwegian Bokmål,1,1,0,353783484,0,1,1,31/01/24
Polish,1,1,0,353783484,0,1,1,31/01/24
Portuguese,2,2,0,353783484,0,0.5,1,31/01/24
Russian,1,1,0,353783484,0,0,0,31/01/24
Slovak,1,1,0,353783484,0,1,1,31/01/24
Spanish,1,2,0,353783484,0,0.5,1,31/01/24
Chinese,3,3,0,353783484,0,1,3,01/02/24
Croatian,1,1,0,353783484,0,1,1,01/02/24
Danish,1,1,0,353783484,0,1,1,01/02/24
English,597,663,0,353783484,0,0.624823695,443,01/02/24
French,8,9,0,353783484,0,0.666666667,6,01/02/24
German,1,1,0,353783484,0,1,1,01/02/24
Italian,0,1,0,353783484,0,0,0,01/02/24
Korean,2,2,0,353783484,0,1,2,01/02/24
Norwegian Bokmål,1,1,0,353783484,0,1,1,01/02/24
Polish,1,1,0,353783484,0,1,1,01/02/24
Portuguese,2,2,0,353783484,0,0.666666667,2,01/02/24
Swedish,1,1,0,353783484,0,0,0,01/02/24
Ukrainian,1,1,0,353783484,0,1,1,01/02/24
Arabic,1,1,0,353783484,0,0,0,02/02/24
Chinese,3,4,0,353783484,0,0.6,3,02/02/24
English,679,749,0,353783484,0,0.605425401,491,02/02/24
French,12,12,0,353783484,0,0.833333333,10,02/02/24
Italian,0,1,0,353783484,0,0,0,02/02/24
Russian,1,1,0,353783484,0,0,0,02/02/24
Spanish,5,6,0,353783484,0,0.166666667,1,02/02/24
Swedish,1,1,0,353783484,0,1,1,02/02/24
Ukrainian,1,1,0,353783484,0,1,1,02/02/24
Vietnamese,2,2,0,353783484,0,0.5,1,02/02/24
Arabic,2,2,0,353783484,0,0.5,1,03/02/24
Chinese,2,2,0,353783484,0,0,0,03/02/24
Danish,1,1,0,353783484,0,1,1,03/02/24
English,726,803,0,353783484,0,0.633059789,540,03/02/24
French,15,15,0,353783484,0,0.3125,5,03/02/24
Indonesian,1,1,0,353783484,0,0,0,03/02/24
Italian,2,2,0,353783484,0,0,0,03/02/24
Korean,1,1,0,353783484,0,0,0,03/02/24
Lithuanian,1,1,0,353783484,0,0,0,03/02/24
Panjabi,1,1,0,353783484,0,0,0,03/02/24
Portuguese,1,1,0,353783484,0,1,1,03/02/24
Russian,2,2,0,353783484,0,1,2,03/02/24
Slovak,1,1,0,353783484,0,1,1,03/02/24
Slovenian,1,1,0,353783484,0,1,1,03/02/24
Spanish,4,4,0,353783484,0,0.25,1,03/02/24
Chinese,1,1,0,353783484,0,0,0,04/02/24
Czech,1,1,0,353783484,0,1,1,04/02/24
Dutch,1,1,0,353783484,0,1,1,04/02/24
English,763,827,0,353783484,0,0.563841808,499,04/02/24
French,20,20,0,353783484,0,0.619047619,13,04/02/24
German,5,5,0,353783484,0,0.8,4,04/02/24
Hebrew,1,1,0,353783484,0,1,1,04/02/24
Japanese,1,1,0,353783484,0,1,1,04/02/24
Norwegian Bokmål,1,1,0,353783484,0,1,1,04/02/24
Panjabi,1,1,0,353783484,0,0,0,04/02/24
Portuguese,1,3,0,353783484,0,0.666666667,2,04/02/24
Russian,2,2,0,353783484,0,0,0,04/02/24
Slovenian,1,1,0,353783484,0,1,1,04/02/24
Spanish,2,2,0,353783484,0,0.5,1,04/02/24
Arabic,1,1,0,353783484,0,1,1,05/02/24
Chinese,3,4,0,353783484,0,0.75,3,05/02/24
Czech,1,1,0,353783484,0,1,1,05/02/24
English,785,870,0,353783484,0,0.583599574,548,05/02/24
French,12,13,0,353783484,0,0.428571429,6,05/02/24
Georgian,1,1,0,353783484,0,1,1,05/02/24
German,3,3,0,353783484,0,0.333333333,1,05/02/24
Greek,1,1,0,353783484,0,1,1,05/02/24
Indonesian,1,1,0,353783484,0,0,0,05/02/24
Italian,1,1,0,353783484,0,1,1,05/02/24
Korean,2,2,0,353783484,0,0.5,1,05/02/24
Portuguese,3,4,0,353783484,0,0.75,3,05/02/24
Russian,1,1,0,353783484,0,0,0,05/02/24
Slovak,1,1,0,353783484,0,0.5,2,05/02/24
Spanish,3,3,0,353783484,0,0,0,05/02/24
Swedish,1,1,0,353783484,0,1,1,05/02/24
Tamil,1,1,0,353783484,0,0,0,05/02/24
Turkish,1,1,0,353783484,0,1,1,05/02/24
Ukrainian,1,1,0,353783484,0,1,1,05/02/24
Vietnamese,1,1,0,353783484,0,1,1,05/02/24
Arabic,2,2,0,353783484,0,0,0,06/02/24
Chinese,1,3,0,353783484,0,0.666666667,2,06/02/24
Czech,1,1,0,353783484,0,1,1,06/02/24
English,717,786,0,353783484,0,0.591549296,504,06/02/24
French,21,23,0,353783484,0,0.541666667,13,06/02/24
German,1,1,0,353783484,0,0,0,06/02/24
Hebrew,1,1,0,353783484,0,0,0,06/02/24
Hungarian,2,2,0,353783484,0,1,2,06/02/24
Japanese,2,2,0,353783484,0,0.5,1,06/02/24
Korean,2,2,0,353783484,0,0,0,06/02/24
Polish,1,1,0,353783484,0,1,1,06/02/24
Portuguese,0,1,0,353783484,0,1,1,06/02/24
Russian,1,1,0,353783484,0,0,0,06/02/24
Serbian,1,1,0,353783484,0,0.5,1,06/02/24
Spanish,5,5,0,353783484,0,0.6,3,06/02/24
Swedish,1,1,0,353783484,0,1,1,06/02/24
Chinese,3,4,0,353783484,0,0.2,1,07/02/24
Dutch,2,2,0,353783484,0,0.5,1,07/02/24
English,773,838,0,353783484,0,0.560220994,507,07/02/24
French,12,13,0,353783484,0,0.384615385,5,07/02/24
German,1,1,0,353783484,0,1,1,07/02/24
Greek,1,1,0,353783484,0,0.5,1,07/02/24
Hindi,0,1,0,353783484,0,0,0,07/02/24
Polish,1,1,0,353783484,0,1,1,07/02/24
Portuguese,2,2,0,353783484,0,1,2,07/02/24
Romanian,2,2,0,353783484,0,1,3,07/02/24
Russian,2,2,0,353783484,0,0.5,1,07/02/24
Spanish,2,2,0,353783484,0,0,0,07/02/24
Turkish,2,2,0,353783484,0,0.5,1,07/02/24
Ukrainian,2,2,0,353783484,0,0.5,1,07/02/24
Chinese,3,3,0,353783484,0,0.333333333,1,08/02/24
Croatian,2,2,0,353783484,0,0.333333333,1,08/02/24
English,734,805,0,353783484,0,0.573696145,506,08/02/24
French,14,16,0,353783484,0,0.529411765,9,08/02/24
German,1,1,0,353783484,0,1,1,08/02/24
Hungarian,1,1,0,353783484,0,1,1,08/02/24
Japanese,3,4,0,353783484,0,0.75,3,08/02/24
Korean,2,2,0,353783484,0,0.5,1,08/02/24
Portuguese,1,1,0,353783484,0,0,0,08/02/24
Russian,3,3,0,353783484,0,0,0,08/02/24
Serbian,1,1,0,353783484,0,1,1,08/02/24
Spanish,3,3,0,353783484,0,0.333333333,1,08/02/24
Turkish,1,1,0,353783484,0,1,1,08/02/24
Urdu,1,1,0,353783484,0,0,0,08/02/24
Arabic,1,2,0,353783484,0,0,0,09/02/24
Armenian,1,1,0,353783484,0,1,1,09/02/24
Chinese,3,3,0,353783484,0,0.333333333,1,09/02/24
Croatian,1,1,0,353783484,0,1,1,09/02/24
Czech,1,1,0,353783484,0,0,0,09/02/24
Dutch,1,1,0,353783484,0,1,1,09/02/24
English,675,757,0,353783484,0,0.56127451,458,09/02/24
French,12,14,0,353783484,0,0.428571429,6,09/02/24
Latvian,1,1,0,353783484,0,0,0,09/02/24
Lithuanian,1,1,0,353783484,0,1,1,09/02/24
Persian,1,1,0,353783484,0,0,0,09/02/24
Polish,1,1,0,353783484,0,1,1,09/02/24
Portuguese,1,1,0,353783484,0,1,1,09/02/24
Russian,2,3,0,353783484,0,1,3,09/02/24
Serbian,1,1,0,353783484,0,0,0,09/02/24
Slovenian,1,1,0,353783484,0,0,0,09/02/24
Spanish,4,4,0,353783484,0,0.2,1,09/02/24
Ukrainian,2,2,0,353783484,0,0,0,09/02/24
Arabic,1,1,0,353783484,0,0,0,10/02/24
Chinese,5,6,0,353783484,0,0.666666667,4,10/02/24
Danish,1,1,0,353783484,0,1,1,10/02/24
English,710,772,0,353783484,0,0.610500611,500,10/02/24
French,8,8,0,353783484,0,0.666666667,6,10/02/24
German,1,1,0,353783484,0,1,1,10/02/24
Greek,1,1,0,353783484,0,1,1,10/02/24
Hindi,1,1,0,353783484,0,0,0,10/02/24
Indonesian,1,1,0,353783484,0,1,1,10/02/24
Japanese,1,2,0,353783484,0,0.5,1,10/02/24
Korean,1,1,0,353783484,0,0,0,10/02/24
Panjabi,1,1,0,353783484,0,0,0,10/02/24
Portuguese,2,3,0,353783484,0,0.333333333,1,10/02/24
Russian,3,3,0,353783484,0,0.333333333,1,10/02/24
Spanish,3,3,0,353783484,0,0.333333333,1,10/02/24
Ukrainian,1,1,0,353783484,0,1,1,10/02/24
Arabic,1,1,0,353783484,0,0,0,11/02/24
Bulgarian,1,1,0,353783484,0,1,1,11/02/24
Chinese,4,5,0,353783484,0,0.166666667,1,11/02/24
English,609,662,0,353783484,0,0.573676681,401,11/02/24
French,10,10,0,353783484,0,0.4,4,11/02/24
Hungarian,0,1,0,353783484,0,0,0,11/02/24
Polish,3,3,0,353783484,0,1,3,11/02/24
Russian,0,1,0,353783484,0,0,0,11/02/24
Spanish,2,2,0,353783484,0,0,0,11/02/24
Ukrainian,1,1,0,353783484,0,1,2,11/02/24
(other),1,1,0,353783484,0,1,1,12/02/24
Chinese,4,4,0,353783484,0,0.5,2,12/02/24
Croatian,1,2,0,353783484,0,0.5,1,12/02/24
Dutch,1,1,0,353783484,0,1,1,12/02/24
English,680,758,0,353783484,0,0.639618138,536,12/02/24
French,9,9,0,353783484,0,0.4,4,12/02/24
Korean,1,1,0,353783484,0,1,1,12/02/24
Norwegian Bokmål,1,1,0,353783484,0,0,0,12/02/24
Portuguese,2,2,0,353783484,0,0.5,1,12/02/24
Russian,3,4,0,353783484,0,0.25,1,12/02/24
Spanish,1,2,0,353783484,0,0.5,1,12/02/24
Chinese,3,3,0,353783484,0,0.666666667,2,13/02/24
Croatian,1,1,0,353783484,0,0,0,13/02/24
English,698,773,0,353783484,0,0.606807512,517,13/02/24
French,7,9,0,353783484,0,0.6,6,13/02/24
German,2,2,0,353783484,0,1,2,13/02/24
Polish,1,1,0,353783484,0,1,1,13/02/24
Russian,3,3,0,353783484,0,0.666666667,2,13/02/24
Serbian,1,1,0,353783484,0,0,0,13/02/24
Spanish,3,3,0,353783484,0,0.333333333,1,13/02/24
Swedish,1,1,0,353783484,0,1,1,13/02/24
Vietnamese,2,2,0,353783484,0,1,2,13/02/24
Bulgarian,1,1,0,353783484,0,0,0,14/02/24
Central Khmer,1,1,0,353783484,0,0,0,14/02/24
Chinese,1,1,0,353783484,0,0.5,1,14/02/24
Croatian,1,1,0,353783484,0,1,1,14/02/24
Dutch,1,1,0,353783484,0,1,1,14/02/24
English,612,687,0,353783484,0,0.622770919,454,14/02/24
French,8,9,0,353783484,0,0.888888889,8,14/02/24
German,1,1,0,353783484,0,1,1,14/02/24
Japanese,1,1,0,353783484,0,1,1,14/02/24
Korean,1,1,0,353783484,0,1,1,14/02/24
Latvian,1,1,0,353783484,0,1,1,14/02/24
Norwegian Bokmål,1,1,0,353783484,0,0.5,1,14/02/24
Portuguese,1,1,0,353783484,0,1,1,14/02/24
Russian,0,1,0,353783484,0,1,1,14/02/24
Spanish,5,5,0,353783484,0,0.4,2,14/02/24
Swedish,1,1,0,353783484,0,0,0,14/02/24
Ukrainian,1,1,0,353783484,0,1,1,14/02/24
Vietnamese,0,2,0,353783484,0,0.5,1,14/02/24
Arabic,1,1,0,353783484,0,0,0,15/02/24
Chinese,2,3,0,353783484,0,1,3,15/02/24
Croatian,1,1,0,353783484,0,0,0,15/02/24
Czech,1,1,0,353783484,0,1,1,15/02/24
Dutch,1,1,0,353783484,0,1,1,15/02/24
English,612,683,0,353783484,0,0.641509434,476,15/02/24
French,4,5,0,353783484,0,0.8,4,15/02/24
Italian,1,1,0,353783484,0,0,0,15/02/24
Polish,1,1,0,353783484,0,0,0,15/02/24
Portuguese,1,1,0,353783484,0,1,1,15/02/24
Russian,0,1,0,353783484,0,1,1,15/02/24
Spanish,5,6,0,353783484,0,0.666666667,4,15/02/24
Thai,1,1,0,353783484,0,1,1,15/02/24
Vietnamese,1,1,0,353783484,0,0,0,15/02/24
Arabic,1,1,0,353783484,0,0,0,16/02/24
Bulgarian,1,1,0,353783484,0,1,1,16/02/24
Chinese,2,2,0,353783484,0,0.333333333,1,16/02/24
Danish,1,1,0,353783484,0,1,1,16/02/24
English,652,729,0,353783484,0,0.579949239,457,16/02/24
French,8,8,0,353783484,0,0.375,3,16/02/24
Hindi,0,1,0,353783484,0,0,0,16/02/24
Hungarian,1,1,0,353783484,0,0,0,16/02/24
Japanese,1,1,0,353783484,0,1,1,16/02/24
Korean,1,1,0,353783484,0,1,1,16/02/24
Panjabi,1,1,0,353783484,0,0,0,16/02/24
Polish,1,1,0,353783484,0,1,1,16/02/24
Portuguese,1,1,0,353783484,0,1,1,16/02/24
Romanian,1,1,0,353783484,0,0,0,16/02/24
Serbian,1,1,0,353783484,0,0,0,16/02/24
Spanish,2,2,0,353783484,0,0,0,16/02/24
Swedish,1,1,0,353783484,0,1,1,16/02/24
Turkish,1,1,0,353783484,0,1,1,16/02/24
Ukrainian,2,2,0,353783484,0,0.5,1,16/02/24
Albanian,1,1,0,353783484,0,0,0,17/02/24
Chinese,4,4,0,353783484,0,0.5,2,17/02/24
Croatian,1,1,0,353783484,0,1,1,17/02/24
English,743,786,0,353783484,0,0.619565217,513,17/02/24
Finnish,1,1,0,353783484,0,1,1,17/02/24
French,3,4,0,353783484,0,0.4,2,17/02/24
German,1,1,0,353783484,0,0,0,17/02/24
Greek,1,1,0,353783484,0,1,1,17/02/24
Gujarati,1,1,0,353783484,0,0,0,17/02/24
Hungarian,1,1,0,353783484,0,1,1,17/02/24
Polish,1,1,0,353783484,0,0,0,17/02/24
Portuguese,0,1,0,353783484,0,1,2,17/02/24
Russian,1,1,0,353783484,0,0,0,17/02/24
Spanish,2,2,0,353783484,0,0,0,17/02/24
Ukrainian,1,1,0,353783484,0,1,1,17/02/24
Arabic,0,1,0,353783484,0,0,0,18/02/24
Bosnian,1,1,0,353783484,0,1,1,18/02/24
Bulgarian,1,1,0,353783484,0,0,0,18/02/24
Chinese,1,1,0,353783484,0,1,1,18/02/24
Dutch,1,1,0,353783484,0,0.5,1,18/02/24
English,703,756,0,353783484,0,0.622971286,499,18/02/24
French,3,3,0,353783484,0,0.666666667,2,18/02/24
German,1,1,0,353783484,0,1,1,18/02/24
Japanese,1,1,0,353783484,0,1,1,18/02/24
Korean,1,1,0,353783484,0,1,1,18/02/24
Panjabi,1,1,0,353783484,0,0,0,18/02/24
Portuguese,1,1,0,353783484,0,1,1,18/02/24
Russian,1,1,0,353783484,0,0,0,18/02/24
Serbian,1,1,0,353783484,0,1,1,18/02/24
Spanish,5,5,0,353783484,0,0,0,18/02/24
Chinese,2,2,0,353783484,0,0.666666667,2,19/02/24
English,741,811,0,353783484,0,0.637400228,559,19/02/24
French,6,6,0,353783484,0,0.333333333,2,19/02/24
Hungarian,1,1,0,353783484,0,1,1,19/02/24
Japanese,0,1,0,353783484,0,0,0,19/02/24
Korean,1,1,0,353783484,0,1,1,19/02/24
Portuguese,2,2,0,353783484,0,0.5,1,19/02/24
Russian,1,1,0,353783484,0,0,0,19/02/24
Serbian,1,1,0,353783484,0,1,1,19/02/24
Spanish,8,8,0,353783484,0,0.625,5,19/02/24
Albanian,1,1,0,353783484,0,0,0,20/02/24
Arabic,1,1,0,353783484,0,0,0,20/02/24
Chinese,6,6,0,353783484,0,0.375,3,20/02/24
Croatian,1,1,0,353783484,0,0,0,20/02/24
English,697,786,0,353783484,0,0.609263658,513,20/02/24
French,12,12,0,353783484,0,0.916666667,11,20/02/24
German,1,1,0,353783484,0,1,1,20/02/24
Greek,0,1,0,353783484,0,1,1,20/02/24
Korean,3,3,0,353783484,0,0.666666667,2,20/02/24
Polish,1,1,0,353783484,0,1,1,20/02/24
Russian,2,2,0,353783484,0,0.5,1,20/02/24
Serbian,1,1,0,353783484,0,1,1,20/02/24
Spanish,2,3,0,353783484,0,0.333333333,1,20/02/24
Turkish,1,1,0,353783484,0,1,1,20/02/24
Arabic,1,1,0,353783484,0,1,1,21/02/24
Chinese,5,6,0,353783484,0,0.833333333,5,21/02/24
English,705,780,0,353783484,0,0.6152019,518,21/02/24
French,10,10,0,353783484,0,0.5,5,21/02/24
Hungarian,0,1,0,353783484,0,1,1,21/02/24
Italian,1,1,0,353783484,0,0,0,21/02/24
Korean,2,3,0,353783484,0,0,0,21/02/24
Norwegian Bokmål,1,1,0,353783484,0,0,0,21/02/24
Polish,1,1,0,353783484,0,1,1,21/02/24
Portuguese,3,3,0,353783484,0,0.25,1,21/02/24
Russian,0,1,0,353783484,0,1,1,21/02/24
Spanish,6,7,0,353783484,0,0.444444444,4,21/02/24
Swedish,1,1,0,353783484,0,1,1,21/02/24
Turkish,1,1,0,353783484,0,1,1,21/02/24
Bulgarian,1,1,0,353783484,0,1,2,22/02/24
Chinese,2,2,0,353783484,0,0.666666667,2,22/02/24
Danish,3,3,0,353783484,0,0.666666667,2,22/02/24
English,694,761,0,353783484,0,0.596871239,496,22/02/24
French,9,10,0,353783484,0,0.4,4,22/02/24
German,1,1,0,353783484,0,1,1,22/02/24
Greek,1,1,0,353783484,0,1,1,22/02/24
Hungarian,0,1,0,353783484,0,1,1,22/02/24
Korean,3,3,0,353783484,0,0.333333333,1,22/02/24
Portuguese,2,2,0,353783484,0,0.5,1,22/02/24
Russian,1,1,0,353783484,0,0,0,22/02/24
Spanish,3,4,0,353783484,0,0.4,2,22/02/24
Turkish,1,1,0,353783484,0,0,0,22/02/24
Ukrainian,2,2,0,353783484,0,0.5,1,22/02/24
Bulgarian,1,1,0,353783484,0,1,1,23/02/24
Chinese,3,3,0,353783484,0,0.666666667,2,23/02/24
Dutch,3,3,0,353783484,0,1,3,23/02/24
English,652,743,0,353783484,0,0.594627595,487,23/02/24
French,16,16,0,353783484,0,0.294117647,5,23/02/24
German,3,3,0,353783484,0,0.333333333,1,23/02/24
Greek,1,1,0,353783484,0,1,1,23/02/24
Hungarian,1,1,0,353783484,0,0,0,23/02/24
Italian,1,1,0,353783484,0,0,0,23/02/24
Japanese,1,1,0,353783484,0,1,1,23/02/24
Korean,1,2,0,353783484,0,0,0,23/02/24
Polish,1,1,0,353783484,0,1,1,23/02/24
Russian,5,5,0,353783484,0,0.714285714,5,23/02/24
Serbian,1,1,0,353783484,0,0,0,23/02/24
Spanish,1,3,0,353783484,0,0,0,23/02/24
Turkish,1,1,0,353783484,0,0,0,23/02/24
Ukrainian,1,1,0,353783484,0,1,1,23/02/24
Vietnamese,1,1,0,353783484,0,0,0,23/02/24
Arabic,3,3,0,353783484,0,0.333333333,1,24/02/24
Chinese,1,1,0,353783484,0,0,0,24/02/24
Dutch,2,2,0,353783484,0,0.5,1,24/02/24
English,824,896,0,353783484,0,0.578076525,559,24/02/24
French,16,17,0,353783484,0,0.294117647,5,24/02/24
Hebrew,1,1,0,353783484,0,0,0,24/02/24
Japanese,1,1,0,353783484,0,0,0,24/02/24
Korean,0,1,0,353783484,0,0,0,24/02/24
Norwegian Bokmål,1,1,0,353783484,0,1,1,24/02/24
Polish,0,1,0,353783484,0,1,1,24/02/24
Spanish,2,2,0,353783484,0,0,0,24/02/24
Ukrainian,1,1,0,353783484,0,1,1,24/02/24
Arabic,1,1,0,353783484,0,1,1,25/02/24
English,800,873,0,353783484,0,0.575531915,541,25/02/24
French,19,19,0,353783484,0,0.315789474,6,25/02/24
German,1,1,0,353783484,0,1,1,25/02/24
Hindi,1,1,0,353783484,0,0,0,25/02/24
Hungarian,0,1,0,353783484,0,1,1,25/02/24
Italian,1,1,0,353783484,0,1,1,25/02/24
Korean,1,1,0,353783484,0,0,0,25/02/24
Persian,1,1,0,353783484,0,0,0,25/02/24
Polish,1,1,0,353783484,0,0,0,25/02/24
Russian,4,4,0,353783484,0,1,4,25/02/24
Spanish,0,2,0,353783484,0,0.5,1,25/02/24
Vietnamese,1,1,0,353783484,0,0,0,25/02/24
Bulgarian,1,1,0,353783484,0,1,1,26/02/24
Chinese,1,2,0,353783484,0,0,0,26/02/24
English,762,852,0,353783484,0,0.626849894,593,26/02/24
French,12,13,0,353783484,0,0.615384615,8,26/02/24
Italian,2,2,0,353783484,0,0.5,1,26/02/24
Norwegian Bokmål,1,1,0,353783484,0,1,1,26/02/24
Polish,2,2,0,353783484,0,1,2,26/02/24
Portuguese,1,1,0,353783484,0,1,1,26/02/24
Romanian,1,1,0,353783484,0,0,0,26/02/24
Russian,0,3,0,353783484,0,0.75,3,26/02/24
Serbian,0,1,0,353783484,0,1,1,26/02/24
Slovak,1,1,0,353783484,0,0,0,26/02/24
Spanish,2,3,0,353783484,0,0.666666667,2,26/02/24
Swedish,1,1,0,353783484,0,1,1,26/02/24
Turkish,1,1,0,353783484,0,1,1,26/02/24
Vietnamese,1,1,0,353783484,0,0,0,26/02/24
(other),1,1,0,353783484,0,0,0,27/02/24
Arabic,1,1,0,353783484,0,0,0,27/02/24
Chinese,6,9,0,353783484,0,0.222222222,2,27/02/24
English,701,785,0,353783484,0,0.62454435,514,27/02/24
French,10,9,0,353783484,0,0.666666667,2,27/02/24
German,3,3,0,353783484,0,0,0,27/02/24
Hungarian,0,1,0,353783484,0,1,1,27/02/24
Indonesian,5,5,0,353783484,0,0,0,27/02/24
Italian,3,3,0,353783484,0,0,0,27/02/24
Japanese,1,1,0,353783484,0,0,0,27/02/24
Korean,4,4,0,353783484,0,1,2,27/02/24
Polish,1,1,0,353783484,0,0,0,27/02/24
Portuguese,1,1,0,353783484,0,0,0,27/02/24
Russian,0,2,0,353783484,0,0.5,1,27/02/24
Spanish,9,10,0,353783484,0,0.333333333,2,27/02/24
Turkish,2,2,0,353783484,0,0,0,27/02/24
Vietnamese,1,1,0,353783484,0,0,0,27/02/24
Arabic,1,1,0,353783484,0,1,1,28/02/24
Bulgarian,2,2,0,353783484,0,0.5,1,28/02/24
Chinese,5,5,0,353783484,0,0.857142857,6,28/02/24
Croatian,1,1,0,353783484,0,1,1,28/02/24
Czech,1,1,0,353783484,0,0,0,28/02/24
Dutch,1,1,0,353783484,0,1,1,28/02/24
English,640,723,0,353783484,0,0.617073171,506,28/02/24
French,6,6,0,353783484,0,0.833333333,5,28/02/24
German,0,1,0,353783484,0,0,0,28/02/24
Greek,1,1,0,353783484,0,1,1,28/02/24
Italian,1,1,0,353783484,0,0,0,28/02/24
Korean,0,1,0,353783484,0,1,2,28/02/24
Russian,1,2,0,353783484,0,0.333333333,1,28/02/24
Spanish,1,1,0,353783484,0,1,1,28/02/24
Turkish,1,1,0,353783484,0,0,0,28/02/24
Bulgarian,1,1,0,353783484,0,1,1,29/02/24
Chinese,7,7,0,353783484,0,0.714285714,5,29/02/24
Czech,1,1,0,353783484,0,1,1,29/02/24
English,736,842,0,353783484,0,0.592476489,567,29/02/24
French,6,6,0,353783484,0,0.833333333,5,29/02/24
Lithuanian,1,1,0,353783484,0,1,1,29/02/24
Polish,1,1,0,353783484,0,0,0,29/02/24
Russian,3,4,0,353783484,0,0.5,2,29/02/24
Serbian,0,1,0,353783484,0,0,0,29/02/24
Slovenian,1,1,0,353783484,0,1,1,29/02/24
Somali,1,1,0,353783484,0,0,0,29/02/24
Spanish,2,3,0,353783484,0,0.666666667,2,29/02/24
Turkish,2,2,0,353783484,0,0.5,1,29/02/24
Arabic,0,1,0,353783484,0,0,0,01/03/24
Chinese,4,5,0,353783484,0,1,5,01/03/24
Croatian,1,1,0,353783484,0,0,0,01/03/24
Czech,1,1,0,353783484,0,0,0,01/03/24
Danish,1,1,0,353783484,0,1,1,01/03/24
English,604,702,0,353783484,0,0.608695652,476,01/03/24
Finnish,1,1,0,353783484,0,1,1,01/03/24
French,4,5,0,353783484,0,0.6,3,01/03/24
German,1,1,0,353783484,0,0,0,01/03/24
Hungarian,0,1,0,353783484,0,0,0,01/03/24
Icelandic,1,1,0,353783484,0,0,0,01/03/24
Portuguese,2,2,0,353783484,0,0.25,1,01/03/24
Russian,2,3,0,353783484,0,0.333333333,1,01/03/24
Spanish,4,4,0,353783484,0,0,0,01/03/24
Swedish,1,1,0,353783484,0,1,1,01/03/24
Tamil,1,1,0,353783484,0,0,0,01/03/24
Turkish,3,4,0,353783484,0,0.2,1,01/03/24
Vietnamese,1,1,0,353783484,0,0,0,01/03/24
Chinese,1,1,0,353783484,0,1,1,02/03/24
English,762,867,0,353783484,0,0.561052632,533,02/03/24
French,4,4,0,353783484,0,0.5,2,02/03/24
German,2,2,0,353783484,0,0,0,02/03/24
Hungarian,0,1,0,353783484,0,1,1,02/03/24
Italian,4,4,0,353783484,0,0.25,1,02/03/24
Korean,1,1,0,353783484,0,0,0,02/03/24
Macedonian,1,1,0,353783484,0,0,0,02/03/24
Polish,2,2,0,353783484,0,0,0,02/03/24
Portuguese,1,1,0,353783484,0,1,1,02/03/24
Romanian,2,2,0,353783484,0,0.5,1,02/03/24
Spanish,2,2,0,353783484,0,0,0,02/03/24
Turkish,1,1,0,353783484,0,0,0,02/03/24
Ukrainian,2,2,0,353783484,0,1,3,02/03/24
Arabic,1,1,0,353783484,0,0,0,03/03/24
Chinese,6,6,0,353783484,0,0.454545455,5,03/03/24
Danish,1,1,0,353783484,0,1,1,03/03/24
Dutch,2,2,0,353783484,0,0.5,1,03/03/24
English,732,829,0,353783484,0,0.610188261,551,03/03/24
Estonian,1,1,0,353783484,0,1,1,03/03/24
French,9,9,0,353783484,0,0.888888889,8,03/03/24
German,3,3,0,353783484,0,0,0,03/03/24
Hebrew,1,1,0,353783484,0,0,0,03/03/24
Hungarian,0,1,0,353783484,0,0,0,03/03/24
Indonesian,1,1,0,353783484,0,0,0,03/03/24
Italian,1,1,0,353783484,0,0,0,03/03/24
Japanese,1,1,0,353783484,0,0,0,03/03/24
Portuguese,5,5,0,353783484,0,0.166666667,1,03/03/24
