newusers,eventcount,totalusers,conversions,totalrevenue,engagementrate,engagedsessions,operatingsystem,date
289,1787,298,0,0,0.634969325,207,iOS,13/01/24
4,23,4,0,0,0.75,3,Linux,13/01/24
73,565,81,0,0,0.534090909,47,Macintosh,13/01/24
83,890,99,0,0,0.718181818,79,Windows,13/01/24
169,1165,190,0,0,0.685279188,135,Android,14/01/24
4,32,6,0,0,0.857142857,6,Chrome OS,14/01/24
286,1527,300,0,0,0.609090909,201,iOS,14/01/24
3,17,5,0,0,0.166666667,1,Linux,14/01/24
75,762,79,0,0,0.697674419,60,Macintosh,14/01/24
58,709,75,0,0,0.780487805,64,Windows,14/01/24
162,869,173,0,0,0.634831461,113,Android,15/01/24
6,47,7,0,0,0.875,7,Chrome OS,15/01/24
267,1551,284,0,0,0.616883117,190,iOS,15/01/24
2,13,3,0,0,0.666666667,2,Linux,15/01/24
86,900,105,0,0,0.663793103,77,Macintosh,15/01/24
181,1806,213,0,0,0.717299578,170,Windows,15/01/24
168,922,175,0,0,0.642458101,115,Android,16/01/24
5,44,6,0,0,1,6,Chrome OS,16/01/24
218,1489,231,0,0,0.648979592,159,iOS,16/01/24
5,26,5,0,0,0.4,2,Linux,16/01/24
92,803,108,0,0,0.591304348,68,Macintosh,16/01/24
149,1199,182,0,0,0.655502392,137,Windows,16/01/24
134,807,144,0,0,0.649006623,98,Android,17/01/24
3,17,4,0,0,0.6,3,Chrome OS,17/01/24
251,1389,260,0,0,0.545126354,151,iOS,17/01/24
3,11,3,0,0,0.666666667,2,Linux,17/01/24
74,509,84,0,0,0.724137931,63,Macintosh,17/01/24
136,1421,165,0,0,0.740540541,137,Windows,17/01/24
162,780,168,0,0,0.568181818,100,Android,18/01/24
4,25,5,0,0,0.8,4,Chrome OS,18/01/24
220,1423,234,0,0,0.546816479,146,iOS,18/01/24
3,80,4,0,0,0.8,4,Linux,18/01/24
63,410,71,0,0,0.74025974,57,Macintosh,18/01/24
129,1362,160,0,0,0.723404255,136,Windows,18/01/24
151,747,161,0,0,0.642424242,106,Android,19/01/24
6,83,6,0,0,1,6,Chrome OS,19/01/24
246,1469,266,0,0,0.550877193,157,iOS,19/01/24
2,8,2,0,0,1,2,Linux,19/01/24
80,453,85,0,0,0.611111111,55,Macintosh,19/01/24
133,1112,157,0,0,0.663043478,122,Windows,19/01/24
187,1093,202,0,0,0.68115942,141,Android,20/01/24
5,27,5,0,0,0.833333333,5,Chrome OS,20/01/24
280,1500,295,0,0,0.598705502,185,iOS,20/01/24
1,3,1,0,0,0,0,Linux,20/01/24
83,444,91,0,0,0.655913978,61,Macintosh,20/01/24
84,793,101,0,0,0.683760684,80,Windows,20/01/24
184,885,193,0,0,0.579207921,117,Android,21/01/24
3,24,3,0,0,0.666666667,4,Chrome OS,21/01/24
260,1388,271,0,0,0.633802817,180,iOS,21/01/24
0,4,1,0,0,1,1,Linux,21/01/24
78,676,84,0,0,0.747126437,65,Macintosh,21/01/24
92,824,109,0,0,0.752066116,91,Windows,21/01/24
164,843,176,0,0,0.610526316,116,Android,22/01/24
2,9,2,0,0,1,2,Chrome OS,22/01/24
244,1488,263,0,0,0.590747331,166,iOS,22/01/24
5,31,5,0,0,0.8,4,Linux,22/01/24
95,974,111,0,0,0.685483871,85,Macintosh,22/01/24
191,1904,215,0,0,0.688976378,175,Windows,22/01/24
165,962,187,0,0,0.678947368,129,Android,23/01/24
6,28,6,0,0,1,6,Chrome OS,23/01/24
212,1361,228,0,0,0.640495868,155,iOS,23/01/24
1,3,1,0,0,0,0,Linux,23/01/24
101,805,111,0,0,0.633333333,76,Macintosh,23/01/24
142,1284,170,0,0,0.638190955,127,Windows,23/01/24
152,869,162,0,0,0.589285714,99,Android,24/01/24
1,3,1,0,0,0,0,Chrome OS,24/01/24
217,1156,227,0,0,0.58436214,142,iOS,24/01/24
3,15,3,0,0,0.2,1,Linux,24/01/24
90,762,102,0,0,0.660869565,76,Macintosh,24/01/24
131,1096,155,0,0,0.738636364,130,Windows,24/01/24
181,1094,189,0,0,0.616161616,122,Android,25/01/24
4,23,4,0,0,0.75,3,Chrome OS,25/01/24
222,1152,233,0,0,0.561264822,142,iOS,25/01/24
4,13,4,0,0,0.25,1,Linux,25/01/24
61,519,69,0,0,0.688311688,53,Macintosh,25/01/24
139,1308,165,0,0,0.71875,138,Windows,25/01/24
138,829,151,0,0,0.588607595,93,Android,26/01/24
1,5,1,0,0,1,1,Chrome OS,26/01/24
225,1293,239,0,0,0.582677165,148,iOS,26/01/24
71,610,83,0,0,0.571428571,52,Macintosh,26/01/24
119,976,136,0,0,0.723684211,110,Windows,26/01/24
194,1190,215,0,0,0.572052402,131,Android,27/01/24
2,11,3,0,0,0.666666667,2,Chrome OS,27/01/24
268,1444,282,0,0,0.60738255,181,iOS,27/01/24
6,68,6,0,0,0.5,3,Linux,27/01/24
75,779,91,0,0,0.701030928,68,Macintosh,27/01/24
114,978,126,0,0,0.748251748,107,Windows,27/01/24
183,1025,197,0,0,0.599033816,124,Android,28/01/24
2,8,2,0,0,0.5,1,Chrome OS,28/01/24
323,1812,335,0,0,0.520775623,188,iOS,28/01/24
5,25,6,0,0,0.571428571,4,Linux,28/01/24
89,650,96,0,0,0.788461538,82,Macintosh,28/01/24
92,732,100,0,0,0.720720721,80,Windows,28/01/24
170,912,190,0,0,0.664974619,131,Android,29/01/24
6,111,7,0,0,0.571428571,4,Chrome OS,29/01/24
265,1549,279,0,0,0.58,174,iOS,29/01/24
64,785,78,0,0,0.797619048,67,Macintosh,29/01/24
185,2147,208,0,0,0.782978723,184,Windows,29/01/24
161,1030,176,0,0,0.615384615,112,Android,30/01/24
3,14,3,0,0,0.666666667,2,Chrome OS,30/01/24
222,1443,240,0,0,0.62055336,157,iOS,30/01/24
2,8,2,0,0,0.5,1,Linux,30/01/24
82,768,89,0,0,0.842105263,80,Macintosh,30/01/24
156,1825,189,0,0,0.724299065,155,Windows,30/01/24
141,789,160,0,0,0.602339181,103,Android,31/01/24
9,40,9,0,0,0.777777778,7,Chrome OS,31/01/24
220,1351,235,0,0,0.671875,172,iOS,31/01/24
3,16,3,0,0,1,3,Linux,31/01/24
86,779,102,0,0,0.654867257,74,Macintosh,31/01/24
142,1950,174,0,0,0.746192893,147,Windows,31/01/24
167,987,192,0,0,0.602040816,118,Android,01/02/24
6,56,6,0,0,0.75,6,Chrome OS,01/02/24
231,1326,245,0,0,0.593023256,153,iOS,01/02/24
1,6,2,0,0,0.5,1,Linux,01/02/24
92,950,102,0,0,0.64957265,76,Macintosh,01/02/24
122,1897,140,0,0,0.705882353,108,Windows,01/02/24
200,1252,218,0,0,0.578947368,132,Android,02/02/24
2,11,2,0,0,1,2,Chrome OS,02/02/24
280,1667,294,0,0,0.575079872,180,iOS,02/02/24
2,16,2,0,0,0.5,1,Linux,02/02/24
85,552,100,0,0,0.532110092,58,Macintosh,02/02/24
136,1436,163,0,0,0.71657754,134,Windows,02/02/24
191,1145,214,0,0,0.65158371,144,Android,03/02/24
6,26,6,0,0,0.833333333,5,Chrome OS,03/02/24
388,2176,410,0,0,0.544622426,238,iOS,03/02/24
3,12,3,0,0,1,3,Linux,03/02/24
89,675,101,0,0,0.672897196,72,Macintosh,03/02/24
84,1176,104,0,0,0.758333333,91,Windows,03/02/24
215,1320,236,0,0,0.654471545,161,Android,04/02/24
3,13,3,0,0,0.666666667,2,Chrome OS,04/02/24
408,2157,426,0,0,0.474501109,214,iOS,04/02/24
1,4,2,0,0,0.5,1,Linux,04/02/24
80,621,88,0,0,0.604166667,58,Macintosh,04/02/24
94,1037,113,0,0,0.6953125,89,Windows,04/02/24
189,1185,210,0,0,0.55,121,Android,05/02/24
6,25,6,0,0,0.833333333,5,Chrome OS,05/02/24
360,2362,372,0,0,0.497512438,200,iOS,05/02/24
2,11,3,0,0,0.666666667,2,Linux,05/02/24
107,868,126,0,0,0.658914729,85,Macintosh,05/02/24
160,1561,195,0,0,0.714285714,160,Windows,05/02/24
172,966,186,0,0,0.544041451,105,Android,06/02/24
10,67,11,0,0,0.833333333,10,Chrome OS,06/02/24
315,1467,335,0,0,0.492836676,172,iOS,06/02/24
5,18,5,0,0,0.4,2,Linux,06/02/24
93,832,106,0,0,0.7,84,Macintosh,06/02/24
164,1681,190,0,0,0.713636364,157,Windows,06/02/24
185,1074,199,0,0,0.626213592,129,Android,07/02/24
2,13,2,0,0,1,2,Chrome OS,07/02/24
381,1960,397,0,0,0.436450839,182,iOS,07/02/24
2,20,2,0,0,0.5,1,Linux,07/02/24
93,670,102,0,0,0.585585586,65,Macintosh,07/02/24
142,1476,171,0,0,0.710784314,145,Windows,07/02/24
168,886,182,0,0,0.623036649,119,Android,08/02/24
20,185,21,0,0,0.80952381,17,Chrome OS,08/02/24
323,1674,343,0,0,0.410326087,151,iOS,08/02/24
4,15,4,0,0,0.5,2,Linux,08/02/24
91,917,103,0,0,0.672413793,78,Macintosh,08/02/24
164,1870,191,0,0,0.714932127,158,Windows,08/02/24
186,1076,206,0,0,0.595348837,128,Android,09/02/24
4,58,5,0,0,1,5,Chrome OS,09/02/24
279,1520,310,0,0,0.480122324,157,iOS,09/02/24
6,31,8,0,0,0.333333333,3,Linux,09/02/24
108,682,123,0,0,0.546153846,71,Macintosh,09/02/24
127,1190,144,0,0,0.647058824,110,Windows,09/02/24
215,1388,233,0,0,0.614754098,150,Android,10/02/24
4,34,5,0,0,0.6,3,Chrome OS,10/02/24
337,2022,355,0,0,0.57712766,217,iOS,10/02/24
7,26,7,0,0,0.428571429,3,Linux,10/02/24
88,576,98,0,0,0.539215686,55,Macintosh,10/02/24
90,945,108,0,0,0.758333333,91,Windows,10/02/24
164,1165,184,0,0,0.602040816,118,Android,11/02/24
3,13,3,0,0,0.666666667,2,Chrome OS,11/02/24
281,1510,289,0,0,0.569536424,172,iOS,11/02/24
4,13,4,0,0,0.25,1,Linux,11/02/24
102,625,121,0,0,0.417322835,53,Macintosh,11/02/24
77,675,86,0,0,0.706521739,65,Windows,11/02/24
202,1331,221,0,0,0.613445378,146,Android,12/02/24
4,35,5,0,0,0.5,3,Chrome OS,12/02/24
217,1749,232,0,0,0.609561753,153,iOS,12/02/24
5,47,5,0,0,0.5,3,Linux,12/02/24
110,776,124,0,0,0.503875969,65,Macintosh,12/02/24
166,2243,198,0,0,0.760683761,178,Windows,12/02/24
192,1036,210,0,0,0.617117117,137,Android,13/02/24
9,43,9,0,0,0.666666667,6,Chrome OS,13/02/24
268,1619,278,0,0,0.555921053,169,iOS,13/02/24
4,25,4,0,0,0.4,2,Linux,13/02/24
95,756,111,0,0,0.571428571,68,Macintosh,13/02/24
154,1845,188,0,0,0.690909091,152,Windows,13/02/24
143,807,161,0,0,0.55952381,94,Android,14/02/24
5,24,5,0,0,0.833333333,5,Chrome OS,14/02/24
240,1393,256,0,0,0.556390977,148,iOS,14/02/24
1,11,2,0,0,0.5,1,Linux,14/02/24
105,1066,123,0,0,0.598484848,79,Macintosh,14/02/24
144,1681,170,0,0,0.79144385,148,Windows,14/02/24
155,941,177,0,0,0.568306011,104,Android,15/02/24
3,15,4,0,0,1,4,Chrome OS,15/02/24
232,1311,237,0,0,0.616,154,iOS,15/02/24
2,8,2,0,0,0.5,1,Linux,15/02/24
102,716,117,0,0,0.546875,70,Macintosh,15/02/24
138,2506,170,0,0,0.798994975,159,Windows,15/02/24
189,1172,208,0,0,0.598173516,131,Android,16/02/24
4,17,4,0,0,1,4,Chrome OS,16/02/24
240,1251,249,0,0,0.564885496,148,iOS,16/02/24
9,45,9,0,0,0.666666667,6,Linux,16/02/24
123,738,136,0,0,0.455782313,67,Macintosh,16/02/24
114,1263,151,0,0,0.642045455,113,Windows,16/02/24
216,1142,231,0,0,0.613168724,149,Android,17/02/24
6,34,6,0,0,0.625,5,Chrome OS,17/02/24
1,3,1,0,0,0,0,Fuchsia,17/02/24
323,2242,333,0,0,0.60755814,209,iOS,17/02/24
6,25,6,0,0,0.666666667,4,Linux,17/02/24
125,1036,133,0,0,0.549295775,78,Macintosh,17/02/24
85,1033,97,0,0,0.752380952,79,Windows,17/02/24
223,1220,245,0,0,0.649606299,165,Android,18/02/24
4,22,4,0,0,1,4,Chrome OS,18/02/24
300,1878,314,0,0,0.59347181,200,iOS,18/02/24
2,6,2,0,0,0,0,Linux,18/02/24
106,683,115,0,0,0.516666667,62,Macintosh,18/02/24
87,652,96,0,0,0.740384615,77,Windows,18/02/24
175,1065,192,0,0,0.660098522,134,Android,19/02/24
1,5,1,0,0,1,1,Chrome OS,19/02/24
298,1903,311,0,0,0.619195046,200,iOS,19/02/24
5,24,6,0,0,0.571428571,4,Linux,19/02/24
134,1033,150,0,0,0.524390244,86,Macintosh,19/02/24
150,1485,174,0,0,0.727722772,147,Windows,19/02/24
181,1129,210,0,0,0.577272727,127,Android,20/02/24
3,50,4,0,0,1,4,Chrome OS,20/02/24
269,1483,285,0,0,0.593959732,177,iOS,20/02/24
3,21,4,0,0,0.75,3,Linux,20/02/24
116,849,128,0,0,0.577777778,78,Macintosh,20/02/24
157,1654,190,0,0,0.685185185,148,Windows,20/02/24
196,1182,220,0,0,0.62173913,143,Android,21/02/24
3,18,3,0,0,1,3,Chrome OS,21/02/24
279,1567,294,0,0,0.518867925,165,iOS,21/02/24
3,65,4,0,0,0.75,3,Linux,21/02/24
96,675,105,0,0,0.584070796,66,Macintosh,21/02/24
160,1558,191,0,0,0.739534884,159,Windows,21/02/24
152,1081,166,0,0,0.625698324,112,Android,22/02/24
9,59,9,0,0,0.888888889,8,Chrome OS,22/02/24
273,1576,290,0,0,0.503267974,154,iOS,22/02/24
5,22,6,0,0,0.666666667,4,Linux,22/02/24
132,923,145,0,0,0.576687117,94,Macintosh,22/02/24
152,1432,178,0,0,0.706467662,142,Windows,22/02/24
200,1353,221,0,0,0.578059072,137,Android,23/02/24
4,33,4,0,0,0.833333333,5,Chrome OS,23/02/24
261,1464,279,0,0,0.496598639,146,iOS,23/02/24
1,9,2,0,0,0.333333333,1,Linux,23/02/24
94,867,111,0,0,0.588709677,73,Macintosh,23/02/24
134,1839,171,0,0,0.722772277,146,Windows,23/02/24
232,1379,264,0,0,0.580645161,162,Android,24/02/24
6,53,7,0,0,1,7,Chrome OS,24/02/24
397,2191,414,0,0,0.495515695,221,iOS,24/02/24
1,50,1,0,0,1,3,Linux,24/02/24
123,1256,133,0,0,0.650684932,95,Macintosh,24/02/24
93,824,108,0,0,0.686440678,81,Windows,24/02/24
236,1412,266,0,0,0.558718861,157,Android,25/02/24
7,33,7,0,0,0.5,4,Chrome OS,25/02/24
388,2259,405,0,0,0.531177829,230,iOS,25/02/24
2,11,2,0,0,1,2,Linux,25/02/24
99,891,110,0,0,0.621848739,74,Macintosh,25/02/24
99,1069,117,0,0,0.671755725,88,Windows,25/02/24
189,1110,209,0,0,0.615740741,133,Android,26/02/24
2,18,2,0,0,1,2,Chrome OS,26/02/24
316,1869,332,0,0,0.58423913,215,iOS,26/02/24
5,17,6,0,0,0,0,Linux,26/02/24
91,955,110,0,0,0.666666667,78,Macintosh,26/02/24
186,1964,227,0,0,0.684981685,187,Windows,26/02/24
161,970,175,0,0,0.524064171,98,Android,27/02/24
23,547,86,0,0,0.571428571,4,Chrome OS,27/02/24
247,1433,269,0,0,0.544520548,159,iOS,27/02/24
14,541,81,0,0,0.333333333,1,Linux,27/02/24
102,1415,181,0,0,0.658119658,77,Macintosh,27/02/24
202,2869,286,0,0,0.75708502,187,Windows,27/02/24
171,1319,190,0,0,0.623188406,129,Android,28/02/24
5,21,5,0,0,0.666666667,4,Chrome OS,28/02/24
254,1837,279,0,0,0.561290323,174,iOS,28/02/24
2,13,2,0,0,1,2,Linux,28/02/24
73,596,88,0,0,0.598039216,61,Macintosh,28/02/24
157,1958,184,0,0,0.702702703,156,Windows,28/02/24
182,1150,208,0,0,0.597285068,132,Android,29/02/24
9,50,9,0,0,0.888888889,8,Chrome OS,29/02/24
299,1970,326,0,0,0.536986301,196,iOS,29/02/24
2,37,3,0,0,0.5,2,Linux,29/02/24
99,771,117,0,0,0.532846715,73,Macintosh,29/02/24
171,2440,209,0,0,0.701195219,176,Windows,29/02/24
188,1076,209,0,0,0.532751092,122,Android,01/03/24
17,105,18,0,0,0.894736842,17,Chrome OS,01/03/24
226,1654,255,0,0,0.564748201,157,iOS,01/03/24
5,20,5,0,0,0.6,3,Linux,01/03/24
71,749,84,0,0,0.621052632,59,Macintosh,01/03/24
125,1426,165,0,0,0.683937824,132,Windows,01/03/24
220,1392,248,0,0,0.560150376,149,Android,02/03/24
2,9,2,0,0,0.333333333,1,Chrome OS,02/03/24
1,3,1,0,0,0,0,Fuchsia,02/03/24
363,2133,398,0,0,0.51011236,227,iOS,02/03/24
5,15,5,0,0,0,0,Linux,02/03/24
95,850,112,0,0,0.580645161,72,Macintosh,02/03/24
99,1158,125,0,0,0.705882353,96,Windows,02/03/24
244,1542,284,0,0,0.570491803,174,Android,03/03/24
5,36,6,0,0,1,6,Chrome OS,03/03/24
339,1853,365,0,0,0.574626866,231,iOS,03/03/24
3,21,5,0,0,0.8,4,Linux,03/03/24
104,1029,119,0,0,0.637795276,81,Macintosh,03/03/24
82,896,96,0,0,0.684684685,76,Windows,03/03/24
242,1455,272,0,0,0.530821918,155,Android,04/03/24
7,44,7,0,0,1,7,Chrome OS,04/03/24
289,1739,311,0,0,0.520348837,179,iOS,04/03/24
43,143,44,0,0,0.272727273,12,Linux,04/03/24
97,924,115,0,0,0.622222222,84,Macintosh,04/03/24
140,2128,180,0,0,0.728110599,158,Windows,04/03/24
151,1061,175,0,0,0.536458333,103,Android,05/03/24
4,37,4,0,0,1,4,Chrome OS,05/03/24
238,1361,263,0,0,0.47,141,iOS,05/03/24
5,19,5,0,0,0.6,3,Linux,05/03/24
67,577,86,0,0,0.616161616,61,Macintosh,05/03/24
148,1763,180,0,0,0.671171171,149,Windows,05/03/24
146,858,165,0,0,0.573863636,101,Android,06/03/24
6,42,6,0,0,0.833333333,5,Chrome OS,06/03/24
222,1228,244,0,0,0.488636364,129,iOS,06/03/24
5,20,5,0,0,0.8,4,Linux,06/03/24
63,685,71,0,0,0.725,58,Macintosh,06/03/24
150,1866,189,0,0,0.707207207,157,Windows,06/03/24
116,775,143,0,0,0.54248366,83,Android,07/03/24
1,6,1,0,0,1,1,Chrome OS,07/03/24
188,1240,221,0,0,0.462809917,112,iOS,07/03/24
1,3,1,0,0,0,0,Linux,07/03/24
62,625,73,0,0,0.670731707,55,Macintosh,07/03/24
115,1634,157,0,0,0.691542289,139,Windows,07/03/24
118,701,135,0,0,0.527027027,78,Android,08/03/24
1,4,1,0,0,0,0,Chrome OS,08/03/24
196,1186,213,0,0,0.512605042,122,iOS,08/03/24
2,7,2,0,0,0.5,1,Linux,08/03/24
56,592,78,0,0,0.528735632,46,Macintosh,08/03/24
99,1642,131,0,0,0.701219512,115,Windows,08/03/24
158,1060,185,0,0,0.625,120,Android,09/03/24
4,56,5,0,0,1,5,Chrome OS,09/03/24
230,1460,248,0,0,0.508833922,144,iOS,09/03/24
4,19,4,0,0,0.75,3,Linux,09/03/24
66,462,71,0,0,0.662337662,51,Macintosh,09/03/24
68,764,79,0,0,0.674157303,60,Windows,09/03/24
154,1000,174,0,0,0.654255319,123,Android,10/03/24
2,18,2,0,0,1,2,Chrome OS,10/03/24
213,1360,231,0,0,0.542510121,134,iOS,10/03/24
2,10,2,0,0,0.5,1,Linux,10/03/24
56,579,65,0,0,0.704225352,50,Macintosh,10/03/24
61,594,68,0,0,0.719512195,59,Windows,10/03/24
109,734,127,0,0,0.544776119,73,Android,11/03/24
3,91,3,0,0,1,3,Chrome OS,11/03/24
211,1530,235,0,0,0.547169811,145,iOS,11/03/24
2,9,2,0,0,0.5,1,Linux,11/03/24
60,615,77,0,0,0.720930233,62,Macintosh,11/03/24
125,1676,163,0,0,0.732673267,148,Windows,11/03/24
107,646,136,0,0,0.434482759,63,Android,12/03/24
5,30,5,0,0,1,5,Chrome OS,12/03/24
153,1309,180,0,0,0.537037037,116,iOS,12/03/24
4,12,4,0,0,0,0,Linux,12/03/24
43,558,61,0,0,0.594202899,41,Macintosh,12/03/24
94,1470,133,0,0,0.694610778,116,Windows,12/03/24
103,640,115,0,0,0.496,62,Android,13/03/24
3,38,3,0,0,1,3,Chrome OS,13/03/24
157,1059,178,0,0,0.479591837,94,iOS,13/03/24
0,1,1,0,0,1,1,Linux,13/03/24
61,585,72,0,0,0.56097561,46,Macintosh,13/03/24
88,1223,112,0,0,0.718518519,97,Windows,13/03/24
104,802,126,0,0,0.544117647,74,Android,14/03/24
1,42,3,0,0,0.5,2,Chrome OS,14/03/24
165,1022,184,0,0,0.55721393,112,iOS,14/03/24
1,3,1,0,0,0,0,Linux,14/03/24
43,374,52,0,0,0.568965517,33,Macintosh,14/03/24
102,1300,127,0,0,0.668918919,99,Windows,14/03/24
106,710,125,0,0,0.492753623,68,Android,15/03/24
4,32,4,0,0,1,4,Chrome OS,15/03/24
169,1113,194,0,0,0.470319635,103,iOS,15/03/24
14,67,21,0,0,0.095238095,2,Linux,15/03/24
38,319,46,0,0,0.70212766,33,Macintosh,15/03/24
86,1368,111,0,0,0.694029851,93,Windows,15/03/24
97,666,111,0,0,0.550847458,65,Android,16/03/24
2,35,2,0,0,0.666666667,2,Chrome OS,16/03/24
1,4,1,0,0,1,1,Fuchsia,16/03/24
217,1387,235,0,0,0.55984556,145,iOS,16/03/24
5,17,5,0,0,0.2,1,Linux,16/03/24
49,465,55,0,0,0.728813559,43,Macintosh,16/03/24
48,578,65,0,0,0.714285714,50,Windows,16/03/24
119,836,133,0,0,0.521126761,74,Android,17/03/24
4,67,4,0,0,0.75,3,Chrome OS,17/03/24
164,946,168,0,0,0.545454545,96,iOS,17/03/24
8,32,9,0,0,0.222222222,2,Linux,17/03/24
50,395,60,0,0,0.579710145,40,Macintosh,17/03/24
51,588,64,0,0,0.723684211,55,Windows,17/03/24
105,865,130,0,0,0.557971014,77,Android,18/03/24
6,35,6,0,0,0.666666667,4,Chrome OS,18/03/24
177,1237,193,0,0,0.538461538,119,iOS,18/03/24
3,25,3,0,0,0.6,3,Linux,18/03/24
57,1071,72,0,0,0.738095238,62,Macintosh,18/03/24
134,1655,168,0,0,0.712195122,146,Windows,18/03/24
109,656,123,0,0,0.54887218,73,Android,19/03/24
8,89,10,0,0,0.7,7,Chrome OS,19/03/24
150,992,168,0,0,0.577777778,104,iOS,19/03/24
5,44,6,0,0,0.5,3,Linux,19/03/24
49,556,58,0,0,0.80952381,51,Macintosh,19/03/24
103,1460,131,0,0,0.76,114,Windows,19/03/24
89,650,108,0,0,0.483050847,57,Android,20/03/24
3,15,3,0,0,1,3,Chrome OS,20/03/24
174,1085,193,0,0,0.487922705,101,iOS,20/03/24
4,16,4,0,0,0.75,3,Linux,20/03/24
64,692,80,0,0,0.692307692,63,Macintosh,20/03/24
97,1140,127,0,0,0.641025641,100,Windows,20/03/24
95,664,110,0,0,0.550847458,65,Android,21/03/24
2,7,2,0,0,0.5,1,Chrome OS,21/03/24
140,1178,164,0,0,0.567708333,109,iOS,21/03/24
3,24,9,0,0,0.7,7,Linux,21/03/24
66,867,76,0,0,0.61627907,53,Macintosh,21/03/24
109,1468,147,0,0,0.685082873,124,Windows,21/03/24
93,813,118,0,0,0.550387597,71,Android,22/03/24
1,23,2,0,0,1,2,Chrome OS,22/03/24
142,1139,168,0,0,0.552083333,106,iOS,22/03/24
3,11,4,0,0,0,0,Linux,22/03/24
86,768,100,0,0,0.508928571,57,Macintosh,22/03/24
153,2058,192,0,0,0.641434263,161,Windows,22/03/24
121,780,140,0,0,0.553333333,83,Android,23/03/24
3,40,3,0,0,0.75,3,Chrome OS,23/03/24
200,1460,235,0,0,0.578358209,155,iOS,23/03/24
1,3,1,0,0,0,0,Linux,23/03/24
69,705,77,0,0,0.609195402,53,Macintosh,23/03/24
68,864,92,0,0,0.648648649,72,Windows,23/03/24
94,858,113,0,0,0.523809524,66,Android,24/03/24
3,51,6,0,0,0.5,4,Chrome OS,24/03/24
177,1151,198,0,0,0.535211268,114,iOS,24/03/24
8,96,8,0,0,0.375,3,Linux,24/03/24
65,526,74,0,0,0.55952381,47,Macintosh,24/03/24
75,1050,95,0,0,0.790909091,87,Windows,24/03/24
112,922,133,0,0,0.579310345,84,Android,25/03/24
4,45,7,0,0,0.714285714,5,Chrome OS,25/03/24
145,1174,175,0,0,0.574257426,116,iOS,25/03/24
1,14,1,0,0,1,3,Linux,25/03/24
60,653,78,0,0,0.652173913,60,Macintosh,25/03/24
110,1606,152,0,0,0.656084656,124,Windows,25/03/24
84,815,95,0,0,0.631067961,65,Android,26/03/24
121,751,141,0,0,0.503225806,78,iOS,26/03/24
1,14,2,0,0,0.5,1,Linux,26/03/24
51,659,65,0,0,0.701298701,54,Macintosh,26/03/24
114,1672,150,0,0,0.721311475,132,Windows,26/03/24
82,584,102,0,0,0.47706422,52,Android,27/03/24
1,5,1,0,0,0,0,Chrome OS,27/03/24
117,929,136,0,0,0.601351351,89,iOS,27/03/24
12,67,13,0,0,0.214285714,3,Linux,27/03/24
50,477,69,0,0,0.487804878,40,Macintosh,27/03/24
89,1448,125,0,0,0.673611111,97,Windows,27/03/24
106,780,120,0,0,0.562962963,76,Android,28/03/24
2,10,3,0,0,0.333333333,1,Chrome OS,28/03/24
138,999,159,0,0,0.620111732,111,iOS,28/03/24
3,22,4,0,0,0.5,2,Linux,28/03/24
54,538,67,0,0,0.565789474,43,Macintosh,28/03/24
83,1162,111,0,0,0.744186047,96,Windows,28/03/24
87,637,108,0,0,0.660869565,76,Android,29/03/24
1,16,2,0,0,0.5,1,Chrome OS,29/03/24
153,915,168,0,0,0.588888889,106,iOS,29/03/24
4,18,4,0,0,0.5,2,Linux,29/03/24
72,677,89,0,0,0.606382979,57,Macintosh,29/03/24
66,843,84,0,0,0.742574257,75,Windows,29/03/24
111,704,125,0,0,0.643939394,85,Android,30/03/24
1,6,1,0,0,0.5,1,Chrome OS,30/03/24
203,1327,219,0,0,0.6125,147,iOS,30/03/24
2,6,2,0,0,0,0,Linux,30/03/24
60,543,68,0,0,0.586666667,44,Macintosh,30/03/24
67,672,76,0,0,0.728395062,59,Windows,30/03/24
112,742,129,0,0,0.582733813,81,Android,31/03/24
4,29,4,0,0,0.8,4,Chrome OS,31/03/24
149,1052,162,0,0,0.642458101,115,iOS,31/03/24
3,13,3,0,0,1,3,Linux,31/03/24
47,401,56,0,0,0.573770492,35,Macintosh,31/03/24
54,837,64,0,0,0.698630137,51,Windows,31/03/24
129,893,149,0,0,0.59375,95,Android,01/04/24
3,27,3,0,0,1,3,Chrome OS,01/04/24
197,1317,222,0,0,0.524193548,130,iOS,01/04/24
2,29,2,0,0,1,3,Linux,01/04/24
67,685,79,0,0,0.597826087,55,Macintosh,01/04/24
122,2122,157,0,0,0.689814815,149,Windows,01/04/24
104,933,126,0,0,0.605839416,83,Android,02/04/24
4,37,4,0,0,0.4,2,Chrome OS,02/04/24
161,1006,180,0,0,0.599009901,121,iOS,02/04/24
2,6,2,0,0,0,0,Linux,02/04/24
77,653,92,0,0,0.6,63,Macintosh,02/04/24
156,2399,198,0,0,0.721568627,184,Windows,02/04/24
126,850,150,0,0,0.55952381,94,Android,03/04/24
2,106,4,0,0,1,5,Chrome OS,03/04/24
194,1230,207,0,0,0.545851528,125,iOS,03/04/24
1,4,1,0,0,1,1,Linux,03/04/24
82,1106,97,0,0,0.694915254,82,Macintosh,03/04/24
117,1667,163,0,0,0.683486239,149,Windows,03/04/24
111,896,134,0,0,0.557142857,78,Android,04/04/24
3,14,3,0,0,1,3,Chrome OS,04/04/24
197,1274,223,0,0,0.532520325,131,iOS,04/04/24
