newusers,eventcount,totalusers,conversions,totalrevenue,engagementrate,engagedsessions,operatingsystem,date
68,574,85,0,0,0.64516129,60,Windows,22/10/23
155,911,166,0,0,0.687861272,119,Android,23/10/23
7,34,7,0,0,0.857142857,6,Chrome OS,23/10/23
273,1641,286,0,0,0.618892508,190,iOS,23/10/23
5,24,5,0,0,0.4,2,Linux,23/10/23
71,677,86,0,0,0.666666667,62,Macintosh,23/10/23
171,1864,190,0,0,0.737327189,160,Windows,23/10/23
145,819,155,0,0,0.624242424,103,Android,24/10/23
4,86,5,0,0,0.666666667,4,Chrome OS,24/10/23
256,1341,272,0,0,0.580985915,165,iOS,24/10/23
2,8,2,0,0,0.5,1,Linux,24/10/23
77,677,91,0,0,0.677083333,65,Macintosh,24/10/23
142,1620,176,0,0,0.660377358,140,Windows,24/10/23
135,701,141,0,0,0.55704698,83,Android,25/10/23
1,8,3,0,0,0.333333333,1,Chrome OS,25/10/23
260,1490,272,0,0,0.605536332,175,iOS,25/10/23
7,30,7,0,0,0.428571429,3,Linux,25/10/23
75,710,86,0,0,0.765957447,72,Macintosh,25/10/23
161,1709,184,0,0,0.704225352,150,Windows,25/10/23
153,839,163,0,0,0.608187135,104,Android,26/10/23
4,18,5,0,0,0.4,2,Chrome OS,26/10/23
221,1209,233,0,0,0.555555556,135,iOS,26/10/23
2,10,2,0,0,0.333333333,1,Linux,26/10/23
59,669,78,0,0,0.643678161,56,Macintosh,26/10/23
137,1494,168,0,0,0.717171717,142,Windows,26/10/23
161,1017,173,0,0,0.588888889,106,Android,27/10/23
10,76,11,0,0,0.909090909,10,Chrome OS,27/10/23
210,1317,224,0,0,0.588709677,146,iOS,27/10/23
2,10,2,0,0,0.5,1,Linux,27/10/23
72,671,83,0,0,0.733333333,66,Macintosh,27/10/23
123,1247,172,0,0,0.684729064,139,Windows,27/10/23
153,894,169,0,0,0.645714286,113,Android,28/10/23
1,9,2,0,0,0.333333333,1,Chrome OS,28/10/23
267,1668,276,0,0,0.646666667,194,iOS,28/10/23
3,9,3,0,0,0,0,Linux,28/10/23
52,639,66,0,0,0.743243243,55,Macintosh,28/10/23
71,727,84,0,0,0.647058824,66,Windows,28/10/23
160,868,165,0,0,0.65497076,112,Android,29/10/23
5,26,5,0,0,0.8,4,Chrome OS,29/10/23
268,1484,281,0,0,0.600671141,179,iOS,29/10/23
2,8,2,0,0,1,2,Linux,29/10/23
64,702,76,0,0,0.825,66,Macintosh,29/10/23
81,1012,92,0,0,0.724770642,79,Windows,29/10/23
152,1037,165,0,0,0.637426901,109,Android,30/10/23
8,42,8,0,0,0.777777778,7,Chrome OS,30/10/23
269,1683,289,0,0,0.61237785,188,iOS,30/10/23
4,56,4,0,0,0.75,3,Linux,30/10/23
93,1495,107,0,0,0.724137931,84,Macintosh,30/10/23
188,2077,225,0,0,0.697318008,182,Windows,30/10/23
187,1150,200,0,0,0.636363636,133,Android,31/10/23
6,39,6,0,0,1,6,Chrome OS,31/10/23
216,1378,228,0,0,0.564705882,144,iOS,31/10/23
4,30,5,0,0,0.714285714,5,Linux,31/10/23
73,660,88,0,0,0.791666667,76,Macintosh,31/10/23
143,1493,174,0,0,0.676767677,134,Windows,31/10/23
160,969,173,0,0,0.622222222,112,Android,01/11/23
7,36,7,0,0,0.857142857,6,Chrome OS,01/11/23
1,3,1,0,0,0,0,Fuchsia,01/11/23
263,1623,289,0,0,0.558064516,173,iOS,01/11/23
1,4,1,0,0,0,0,Linux,01/11/23
69,661,81,0,0,0.64516129,60,Macintosh,01/11/23
147,1816,179,0,0,0.70531401,146,Windows,01/11/23
141,891,156,0,0,0.595238095,100,Android,02/11/23
10,62,12,0,0,0.571428571,8,Chrome OS,02/11/23
245,1669,265,0,0,0.576923077,165,iOS,02/11/23
3,13,3,0,0,1,3,Linux,02/11/23
65,571,75,0,0,0.705882353,60,Macintosh,02/11/23
131,1436,164,0,0,0.705263158,134,Windows,02/11/23
176,1011,191,0,0,0.616504854,127,Android,03/11/23
4,24,4,0,0,1,4,Chrome OS,03/11/23
280,1581,295,0,0,0.592356688,186,iOS,03/11/23
2,8,2,0,0,1,2,Linux,03/11/23
65,612,81,0,0,0.641304348,59,Macintosh,03/11/23
146,1862,181,0,0,0.772093023,166,Windows,03/11/23
204,1172,210,0,0,0.563636364,124,Android,04/11/23
1,3,1,0,0,0,0,Chrome OS,04/11/23
339,2150,353,0,0,0.632124352,244,iOS,04/11/23
3,15,3,0,0,1,3,Linux,04/11/23
60,641,69,0,0,0.763157895,58,Macintosh,04/11/23
72,795,91,0,0,0.714285714,70,Windows,04/11/23
180,975,191,0,0,0.62244898,122,Android,05/11/23
7,54,7,0,0,0.714285714,5,Chrome OS,05/11/23
274,1866,291,0,0,0.608974359,190,iOS,05/11/23
5,68,5,0,0,0.8,4,Linux,05/11/23
65,619,71,0,0,0.779220779,60,Macintosh,05/11/23
71,730,87,0,0,0.731958763,71,Windows,05/11/23
158,1004,172,0,0,0.634408602,118,Android,06/11/23
1,5,1,0,0,1,1,Chrome OS,06/11/23
279,1779,299,0,0,0.574468085,189,iOS,06/11/23
7,24,7,0,0,0.142857143,1,Linux,06/11/23
75,730,91,0,0,0.721649485,70,Macintosh,06/11/23
160,1489,193,0,0,0.742081448,164,Windows,06/11/23
159,1051,174,0,0,0.614973262,115,Android,07/11/23
4,30,4,0,0,0.75,3,Chrome OS,07/11/23
253,1512,272,0,0,0.530821918,155,iOS,07/11/23
4,14,4,0,0,0.5,2,Linux,07/11/23
61,758,81,0,0,0.663043478,61,Macintosh,07/11/23
153,1406,176,0,0,0.691919192,137,Windows,07/11/23
146,807,159,0,0,0.579881657,98,Android,08/11/23
1,3,1,0,0,0,0,BlackBerry,08/11/23
15,72,15,0,0,0.933333333,14,Chrome OS,08/11/23
263,1743,281,0,0,0.579124579,172,iOS,08/11/23
2,9,3,0,0,0.666666667,2,Linux,08/11/23
74,689,89,0,0,0.690721649,67,Macintosh,08/11/23
142,1435,175,0,0,0.696969697,138,Windows,08/11/23
136,746,147,0,0,0.572327044,91,Android,09/11/23
19,138,22,0,0,0.826086957,19,Chrome OS,09/11/23
216,1251,232,0,0,0.517509728,133,iOS,09/11/23
3,14,4,0,0,0.5,2,Linux,09/11/23
67,564,76,0,0,0.705882353,60,Macintosh,09/11/23
154,1669,197,0,0,0.659192825,147,Windows,09/11/23
190,970,198,0,0,0.55721393,112,Android,10/11/23
14,77,14,0,0,0.666666667,10,Chrome OS,10/11/23
236,1561,255,0,0,0.56043956,153,iOS,10/11/23
6,27,6,0,0,0.428571429,3,Linux,10/11/23
72,510,77,0,0,0.717647059,61,Macintosh,10/11/23
147,1802,172,0,0,0.717821782,145,Windows,10/11/23
169,1013,182,0,0,0.594736842,113,Android,11/11/23
6,31,7,0,0,1,7,Chrome OS,11/11/23
276,1565,297,0,0,0.624615385,203,iOS,11/11/23
4,20,4,0,0,0.75,3,Linux,11/11/23
61,525,67,0,0,0.797101449,55,Macintosh,11/11/23
1,4,1,0,0,0,0,Tizen,11/11/23
92,968,110,0,0,0.705882353,84,Windows,11/11/23
186,1194,201,0,0,0.68627451,140,Android,12/11/23
5,43,5,0,0,0.666666667,4,Chrome OS,12/11/23
1,3,1,0,0,0,0,Fuchsia,12/11/23
290,1735,308,0,0,0.594512195,195,iOS,12/11/23
4,18,5,0,0,0.6,3,Linux,12/11/23
64,564,72,0,0,0.797297297,59,Macintosh,12/11/23
63,516,78,0,0,0.759036145,63,Windows,12/11/23
176,888,188,0,0,0.626943005,121,Android,13/11/23
3,12,3,0,0,0.666666667,2,Chrome OS,13/11/23
229,1372,251,0,0,0.627376426,165,iOS,13/11/23
2,17,4,0,0,0.75,3,Linux,13/11/23
75,908,92,0,0,0.711538462,74,Macintosh,13/11/23
210,2130,244,0,0,0.688811189,197,Windows,13/11/23
168,814,176,0,0,0.610810811,113,Android,14/11/23
2,10,2,0,0,1,2,Chrome OS,14/11/23
239,1341,251,0,0,0.590038314,154,iOS,14/11/23
3,9,3,0,0,0,0,Linux,14/11/23
75,766,90,0,0,0.723809524,76,Macintosh,14/11/23
158,1641,180,0,0,0.684210526,143,Windows,14/11/23
155,851,166,0,0,0.603448276,105,Android,15/11/23
7,33,7,0,0,0.75,6,Chrome OS,15/11/23
231,1370,246,0,0,0.605072464,167,iOS,15/11/23
6,22,7,0,0,0.285714286,2,Linux,15/11/23
65,605,76,0,0,0.655555556,59,Macintosh,15/11/23
141,1463,166,0,0,0.726315789,138,Windows,15/11/23
142,713,151,0,0,0.574074074,93,Android,16/11/23
1,3,1,0,0,0,0,BlackBerry,16/11/23
6,26,6,0,0,0.666666667,4,Chrome OS,16/11/23
220,1321,232,0,0,0.5951417,147,iOS,16/11/23
3,11,3,0,0,0.333333333,1,Linux,16/11/23
70,539,77,0,0,0.7,56,Macintosh,16/11/23
120,1249,149,0,0,0.715083799,128,Windows,16/11/23
151,778,162,0,0,0.596385542,99,Android,17/11/23
5,72,6,0,0,0.714285714,5,Chrome OS,17/11/23
214,1192,228,0,0,0.543933054,130,iOS,17/11/23
3,9,3,0,0,0,0,Linux,17/11/23
74,636,84,0,0,0.666666667,60,Macintosh,17/11/23
149,1604,179,0,0,0.632075472,134,Windows,17/11/23
165,986,183,0,0,0.626943005,121,Android,18/11/23
3,15,3,0,0,0.666666667,2,Chrome OS,18/11/23
301,1782,310,0,0,0.567251462,194,iOS,18/11/23
8,30,8,0,0,0.5,4,Linux,18/11/23
70,590,79,0,0,0.821428571,69,Macintosh,18/11/23
89,705,99,0,0,0.769230769,80,Windows,18/11/23
175,1025,184,0,0,0.601036269,116,Android,19/11/23
3,12,3,0,0,1,3,Chrome OS,19/11/23
287,1595,305,0,0,0.523219814,169,iOS,19/11/23
3,14,4,0,0,0.5,2,Linux,19/11/23
67,481,77,0,0,0.646341463,53,Macintosh,19/11/23
84,831,103,0,0,0.752293578,82,Windows,19/11/23
170,1010,193,0,0,0.597087379,123,Android,20/11/23
8,65,8,0,0,0.625,5,Chrome OS,20/11/23
293,1820,311,0,0,0.589665653,194,iOS,20/11/23
8,42,8,0,0,0.5,4,Linux,20/11/23
86,789,96,0,0,0.663636364,73,Macintosh,20/11/23
161,1953,202,0,0,0.68442623,167,Windows,20/11/23
177,918,188,0,0,0.62755102,123,Android,21/11/23
3,15,3,0,0,1,3,Chrome OS,21/11/23
287,1689,301,0,0,0.531914894,175,iOS,21/11/23
5,23,7,0,0,0.142857143,1,Linux,21/11/23
70,637,86,0,0,0.701030928,68,Macintosh,21/11/23
143,1752,188,0,0,0.689655172,160,Windows,21/11/23
171,1484,183,0,0,0.653061224,128,Android,22/11/23
6,27,6,0,0,0.833333333,5,Chrome OS,22/11/23
263,1412,284,0,0,0.515151515,153,iOS,22/11/23
60,542,74,0,0,0.701298701,54,Macintosh,22/11/23
152,1822,192,0,0,0.739726027,162,Windows,22/11/23
111,714,121,0,0,0.7,84,Android,23/11/23
3,14,3,0,0,0.25,1,Chrome OS,23/11/23
261,1507,274,0,0,0.54109589,158,iOS,23/11/23
3,13,4,0,0,0.75,3,Linux,23/11/23
63,611,72,0,0,0.725,58,Macintosh,23/11/23
115,1323,148,0,0,0.722891566,120,Windows,23/11/23
130,860,143,0,0,0.705479452,103,Android,24/11/23
4,26,4,0,0,0.333333333,2,Chrome OS,24/11/23
243,1534,263,0,0,0.604316547,168,iOS,24/11/23
3,9,3,0,0,0,0,Linux,24/11/23
55,509,64,0,0,0.767123288,56,Macintosh,24/11/23
128,1720,159,0,0,0.786885246,144,Windows,24/11/23
166,1052,191,0,0,0.625615764,127,Android,25/11/23
2,10,2,0,0,0.666666667,2,Chrome OS,25/11/23
260,1693,290,0,0,0.606918239,193,iOS,25/11/23
2,16,2,0,0,0.5,1,Linux,25/11/23
62,699,83,0,0,0.711111111,64,Macintosh,25/11/23
72,696,94,0,0,0.681818182,75,Windows,25/11/23
160,1058,172,0,0,0.617486339,113,Android,26/11/23
9,63,9,0,0,1,10,Chrome OS,26/11/23
251,1445,260,0,0,0.538461538,147,iOS,26/11/23
3,13,3,0,0,0.666666667,2,Linux,26/11/23
58,498,70,0,0,0.613333333,46,Macintosh,26/11/23
90,873,103,0,0,0.766666667,92,Windows,26/11/23
162,898,179,0,0,0.64171123,120,Android,27/11/23
4,26,4,0,0,0.5,2,Chrome OS,27/11/23
224,1218,238,0,0,0.543726236,143,iOS,27/11/23
3,18,5,0,0,0.5,3,Linux,27/11/23
59,648,76,0,0,0.709302326,61,Macintosh,27/11/23
134,1279,160,0,0,0.768361582,136,Windows,27/11/23
173,971,186,0,0,0.614583333,118,Android,28/11/23
11,64,12,0,0,0.769230769,10,Chrome OS,28/11/23
229,1547,246,0,0,0.612546125,166,iOS,28/11/23
2,6,2,0,0,0,0,Linux,28/11/23
81,773,92,0,0,0.708737864,73,Macintosh,28/11/23
143,1464,167,0,0,0.743589744,145,Windows,28/11/23
128,816,142,0,0,0.72972973,108,Android,29/11/23
9,43,9,0,0,0.777777778,7,Chrome OS,29/11/23
203,1234,218,0,0,0.643478261,148,iOS,29/11/23
2,20,2,0,0,1,2,Linux,29/11/23
52,580,62,0,0,0.746478873,53,Macintosh,29/11/23
142,1305,179,0,0,0.652173913,135,Windows,29/11/23
134,816,150,0,0,0.688311688,106,Android,30/11/23
4,17,4,0,0,0.75,3,Chrome OS,30/11/23
167,1053,177,0,0,0.615789474,117,iOS,30/11/23
3,10,3,0,0,0.333333333,1,Linux,30/11/23
54,425,63,0,0,0.633802817,45,Macintosh,30/11/23
127,1203,158,0,0,0.677419355,126,Windows,30/11/23
133,745,144,0,0,0.588607595,93,Android,01/12/23
6,42,6,0,0,0.833333333,5,Chrome OS,01/12/23
162,1006,173,0,0,0.611398964,118,iOS,01/12/23
3,16,3,0,0,0.333333333,1,Linux,01/12/23
65,548,72,0,0,0.716049383,58,Macintosh,01/12/23
123,1050,154,0,0,0.658959538,114,Windows,01/12/23
147,861,159,0,0,0.662721893,112,Android,02/12/23
5,24,5,0,0,1,5,Chrome OS,02/12/23
232,1306,246,0,0,0.572519084,150,iOS,02/12/23
2,12,3,0,0,1,3,Linux,02/12/23
68,680,78,0,0,0.760869565,70,Macintosh,02/12/23
73,600,91,0,0,0.65625,63,Windows,02/12/23
173,1037,185,0,0,0.605128205,118,Android,03/12/23
4,20,5,0,0,0.6,3,Chrome OS,03/12/23
233,1087,243,0,0,0.619047619,156,iOS,03/12/23
1,3,1,0,0,0,0,Linux,03/12/23
52,341,60,0,0,0.609375,39,Macintosh,03/12/23
73,889,89,0,0,0.757281553,78,Windows,03/12/23
158,1069,173,0,0,0.620879121,113,Android,04/12/23
1,4,1,0,0,0,0,Chrome OS,04/12/23
214,1224,225,0,0,0.611111111,143,iOS,04/12/23
2,9,2,0,0,1,2,Linux,04/12/23
54,597,66,0,0,0.68,51,Macintosh,04/12/23
153,1576,188,0,0,0.725118483,153,Windows,04/12/23
145,1095,164,0,0,0.577142857,101,Android,05/12/23
5,22,5,0,0,0.8,4,Chrome OS,05/12/23
222,1303,237,0,0,0.592885375,150,iOS,05/12/23
4,14,4,0,0,0.25,1,Linux,05/12/23
71,710,83,0,0,0.688888889,62,Macintosh,05/12/23
131,1327,159,0,0,0.674033149,122,Windows,05/12/23
120,733,130,0,0,0.649635036,89,Android,06/12/23
6,41,6,0,0,1,6,Chrome OS,06/12/23
1,3,1,0,0,0,0,Fuchsia,06/12/23
196,1157,204,0,0,0.634615385,132,iOS,06/12/23
1,3,1,0,0,0,0,Linux,06/12/23
67,454,79,0,0,0.638554217,53,Macintosh,06/12/23
116,1322,148,0,0,0.642857143,108,Windows,06/12/23
125,775,141,0,0,0.585526316,89,Android,07/12/23
2,8,2,0,0,0.5,1,Chrome OS,07/12/23
208,1153,217,0,0,0.539419087,130,iOS,07/12/23
2,7,2,0,0,0.5,1,Linux,07/12/23
56,605,68,0,0,0.671232877,49,Macintosh,07/12/23
114,1434,144,0,0,0.736842105,126,Windows,07/12/23
163,793,173,0,0,0.601123596,107,Android,08/12/23
6,25,6,0,0,0.666666667,4,Chrome OS,08/12/23
206,1033,213,0,0,0.584415584,135,iOS,08/12/23
8,32,9,0,0,0.444444444,4,Linux,08/12/23
65,684,71,0,0,0.725,58,Macintosh,08/12/23
116,1354,140,0,0,0.737179487,115,Windows,08/12/23
146,955,159,0,0,0.534482759,93,Android,09/12/23
1,9,2,0,0,0.5,1,Chrome OS,09/12/23
250,1481,264,0,0,0.576388889,166,iOS,09/12/23
1,7,1,0,0,0.5,1,Linux,09/12/23
46,381,52,0,0,0.767857143,43,Macintosh,09/12/23
53,602,66,0,0,0.657894737,50,Windows,09/12/23
159,954,170,0,0,0.586206897,102,Android,10/12/23
1,4,1,0,0,0,0,Chrome OS,10/12/23
204,997,214,0,0,0.604444444,136,iOS,10/12/23
62,450,67,0,0,0.726027397,53,Macintosh,10/12/23
67,484,81,0,0,0.662921348,59,Windows,10/12/23
168,1048,187,0,0,0.60199005,121,Android,11/12/23
1,4,1,0,0,1,1,Chrome OS,11/12/23
229,1564,242,0,0,0.612546125,166,iOS,11/12/23
62,612,78,0,0,0.75,63,Macintosh,11/12/23
167,1678,200,0,0,0.719665272,172,Windows,11/12/23
150,886,169,0,0,0.612359551,109,Android,12/12/23
4,21,4,0,0,1,4,Chrome OS,12/12/23
203,1361,215,0,0,0.620689655,144,iOS,12/12/23
2,15,2,0,0,1,2,Linux,12/12/23
55,488,63,0,0,0.757142857,53,Macintosh,12/12/23
119,1234,146,0,0,0.668604651,115,Windows,12/12/23
121,728,133,0,0,0.612676056,87,Android,13/12/23
3,32,4,0,0,0.5,2,Chrome OS,13/12/23
180,911,189,0,0,0.615,123,iOS,13/12/23
2,15,2,0,0,0.5,1,Linux,13/12/23
49,492,60,0,0,0.625,45,Macintosh,13/12/23
110,1024,133,0,0,0.703448276,102,Windows,13/12/23
140,783,153,0,0,0.586419753,95,Android,14/12/23
2,8,2,0,0,0.5,1,Chrome OS,14/12/23
192,1251,200,0,0,0.546728972,117,iOS,14/12/23
1,4,1,0,0,1,1,Linux,14/12/23
56,501,64,0,0,0.708333333,51,Macintosh,14/12/23
126,1305,152,0,0,0.694444444,125,Windows,14/12/23
135,821,145,0,0,0.543046358,82,Android,15/12/23
7,34,7,0,0,0.714285714,5,Chrome OS,15/12/23
160,941,172,0,0,0.579787234,109,iOS,15/12/23
4,25,4,0,0,0.75,3,Linux,15/12/23
43,441,49,0,0,0.769230769,40,Macintosh,15/12/23
99,1036,124,0,0,0.682758621,99,Windows,15/12/23
163,750,175,0,0,0.52972973,98,Android,16/12/23
2,8,2,0,0,1,2,Chrome OS,16/12/23
232,1401,247,0,0,0.625,165,iOS,16/12/23
2,36,2,0,0,1,2,Linux,16/12/23
54,408,57,0,0,0.779661017,46,Macintosh,16/12/23
62,448,72,0,0,0.743902439,61,Windows,16/12/23
157,834,176,0,0,0.527472527,96,Android,17/12/23
0,2,1,0,0,0,0,Chrome OS,17/12/23
194,1086,208,0,0,0.6,135,iOS,17/12/23
1,5,1,0,0,1,1,Linux,17/12/23
44,498,51,0,0,0.694915254,41,Macintosh,17/12/23
50,603,62,0,0,0.746478873,53,Windows,17/12/23
143,838,162,0,0,0.546511628,94,Android,18/12/23
1,4,1,0,0,1,1,Chrome OS,18/12/23
199,1264,212,0,0,0.628691983,149,iOS,18/12/23
4,25,4,0,0,0.5,2,Linux,18/12/23
65,637,69,0,0,0.730769231,57,Macintosh,18/12/23
152,1877,185,0,0,0.710144928,147,Windows,18/12/23
153,769,166,0,0,0.56741573,101,Android,19/12/23
197,1162,210,0,0,0.54185022,123,iOS,19/12/23
2,7,2,0,0,0.5,1,Linux,19/12/23
68,744,83,0,0,0.641304348,59,Macintosh,19/12/23
114,1070,131,0,0,0.683870968,106,Windows,19/12/23
143,750,151,0,0,0.590062112,95,Android,20/12/23
1,9,1,0,0,1,1,Chrome OS,20/12/23
183,981,194,0,0,0.592039801,119,iOS,20/12/23
3,12,3,0,0,0.333333333,1,Linux,20/12/23
36,293,45,0,0,0.695652174,32,Macintosh,20/12/23
91,1011,117,0,0,0.643835616,94,Windows,20/12/23
122,725,131,0,0,0.574626866,77,Android,21/12/23
3,32,3,0,0,1,3,Chrome OS,21/12/23
166,960,179,0,0,0.558375635,110,iOS,21/12/23
3,10,3,0,0,0.333333333,1,Linux,21/12/23
33,213,42,0,0,0.595744681,28,Macintosh,21/12/23
105,883,127,0,0,0.755244755,108,Windows,21/12/23
136,737,151,0,0,0.556962025,88,Android,22/12/23
4,39,4,0,0,0.75,3,Chrome OS,22/12/23
167,901,176,0,0,0.582474227,113,iOS,22/12/23
5,28,5,0,0,0.4,2,Linux,22/12/23
44,357,52,0,0,0.722222222,39,Macintosh,22/12/23
75,930,98,0,0,0.754545455,83,Windows,22/12/23
134,699,146,0,0,0.5,76,Android,23/12/23
1,5,1,0,0,1,1,Chrome OS,23/12/23
159,835,171,0,0,0.575268817,107,iOS,23/12/23
43,318,44,0,0,0.723404255,34,Macintosh,23/12/23
56,486,65,0,0,0.643835616,47,Windows,23/12/23
113,560,123,0,0,0.566929134,72,Android,24/12/23
4,20,5,0,0,0.6,3,Chrome OS,24/12/23
134,694,137,0,0,0.577464789,82,iOS,24/12/23
1,3,1,0,0,0,0,Linux,24/12/23
27,213,33,0,0,0.648648649,24,Macintosh,24/12/23
28,160,37,0,0,0.564102564,22,Windows,24/12/23
96,422,103,0,0,0.504761905,53,Android,25/12/23
2,9,2,0,0,0.5,1,Chrome OS,25/12/23
110,661,119,0,0,0.552845528,68,iOS,25/12/23
1,10,1,0,0,1,1,Linux,25/12/23
18,193,21,0,0,0.666666667,16,Macintosh,25/12/23
35,345,41,0,0,0.844444444,38,Windows,25/12/23
161,755,170,0,0,0.553672316,98,Android,26/12/23
3,15,3,0,0,0.5,2,Chrome OS,26/12/23
179,879,185,0,0,0.635416667,122,iOS,26/12/23
3,11,3,0,0,0.666666667,2,Linux,26/12/23
39,434,43,0,0,0.688888889,31,Macintosh,26/12/23
67,641,75,0,0,0.825581395,71,Windows,26/12/23
155,782,171,0,0,0.54494382,97,Android,27/12/23
3,16,4,0,0,0.75,3,Chrome OS,27/12/23
222,1208,232,0,0,0.571428571,140,iOS,27/12/23
1,31,1,0,0,1,1,Linux,27/12/23
50,462,58,0,0,0.723076923,47,Macintosh,27/12/23
77,958,89,0,0,0.81,81,Windows,27/12/23
143,694,156,0,0,0.564417178,92,Android,28/12/23
6,33,7,0,0,0.875,7,Chrome OS,28/12/23
239,1336,251,0,0,0.537037037,145,iOS,28/12/23
3,29,4,0,0,1,4,Linux,28/12/23
52,481,64,0,0,0.716216216,53,Macintosh,28/12/23
79,1051,93,0,0,0.669642857,75,Windows,28/12/23
152,741,162,0,0,0.48502994,81,Android,29/12/23
2,9,2,0,0,1,2,Chrome OS,29/12/23
199,921,206,0,0,0.587155963,128,iOS,29/12/23
5,19,5,0,0,0.4,2,Linux,29/12/23
50,313,54,0,0,0.724137931,42,Macintosh,29/12/23
61,611,71,0,0,0.734177215,58,Windows,29/12/23
142,704,158,0,0,0.537037037,87,Android,30/12/23
1,4,1,0,0,1,1,Chrome OS,30/12/23
226,1099,230,0,0,0.551020408,135,iOS,30/12/23
3,13,4,0,0,0.5,2,Linux,30/12/23
72,421,72,0,0,0.815789474,62,Macintosh,30/12/23
62,435,68,0,0,0.756756757,56,Windows,30/12/23
139,610,146,0,0,0.486842105,74,Android,31/12/23
2,9,2,0,0,1,2,Chrome OS,31/12/23
171,815,180,0,0,0.54787234,103,iOS,31/12/23
4,15,4,0,0,0.5,2,Linux,31/12/23
42,257,46,0,0,0.666666667,32,Macintosh,31/12/23
39,247,43,0,0,0.688888889,31,Windows,31/12/23
179,857,197,0,0,0.532019704,108,Android,01/01/24
3,12,3,0,0,0.25,1,Chrome OS,01/01/24
193,970,205,0,0,0.598130841,128,iOS,01/01/24
3,10,3,0,0,0.333333333,1,Linux,01/01/24
55,423,58,0,0,0.548387097,34,Macintosh,01/01/24
60,549,68,0,0,0.739726027,54,Windows,01/01/24
166,929,181,0,0,0.632978723,119,Android,02/01/24
3,12,3,0,0,1,3,Chrome OS,02/01/24
260,1488,271,0,0,0.598615917,173,iOS,02/01/24
2,12,2,0,0,1,2,Linux,02/01/24
74,679,84,0,0,0.67032967,61,Macintosh,02/01/24
114,1210,141,0,0,0.72392638,118,Windows,02/01/24
179,966,195,0,0,0.560386473,116,Android,03/01/24
6,52,6,0,0,1,6,Chrome OS,03/01/24
219,1236,234,0,0,0.644897959,158,iOS,03/01/24
4,12,4,0,0,0,0,Linux,03/01/24
97,886,106,0,0,0.584745763,69,Macintosh,03/01/24
136,1193,158,0,0,0.695187166,130,Windows,03/01/24
155,909,168,0,0,0.649425287,113,Android,04/01/24
249,1395,259,0,0,0.61732852,171,iOS,04/01/24
1,5,1,0,0,0,0,Linux,04/01/24
75,734,97,0,0,0.682692308,71,Macintosh,04/01/24
151,1707,176,0,0,0.762626263,151,Windows,04/01/24
156,988,175,0,0,0.606382979,114,Android,05/01/24
1,7,2,0,0,1,2,Chrome OS,05/01/24
207,1360,224,0,0,0.625514403,152,iOS,05/01/24
100,814,110,0,0,0.615384615,72,Macintosh,05/01/24
128,1360,158,0,0,0.731428571,128,Windows,05/01/24
183,1017,197,0,0,0.629268293,129,Android,06/01/24
2,39,2,0,0,1,2,Chrome OS,06/01/24
258,1346,271,0,0,0.581881533,167,iOS,06/01/24
3,20,3,0,0,0.75,3,Linux,06/01/24
69,606,79,0,0,0.686746988,57,Macintosh,06/01/24
72,607,87,0,0,0.707070707,70,Windows,06/01/24
171,890,187,0,0,0.597014925,120,Android,07/01/24
6,45,6,0,0,0.833333333,5,Chrome OS,07/01/24
225,1178,241,0,0,0.590733591,153,iOS,07/01/24
4,18,4,0,0,0.75,3,Linux,07/01/24
53,563,66,0,0,0.724637681,50,Macintosh,07/01/24
75,657,87,0,0,0.670212766,63,Windows,07/01/24
168,984,179,0,0,0.610526316,116,Android,08/01/24
1,4,1,0,0,0,0,Chrome OS,08/01/24
223,1561,233,0,0,0.654761905,165,iOS,08/01/24
1,5,2,0,0,0.5,1,Linux,08/01/24
94,741,103,0,0,0.681818182,75,Macintosh,08/01/24
125,1420,149,0,0,0.757575758,125,Windows,08/01/24
155,730,164,0,0,0.597633136,101,Android,09/01/24
1,8,1,0,0,1,1,Chrome OS,09/01/24
227,1367,237,0,0,0.582677165,148,iOS,09/01/24
3,11,3,0,0,0.666666667,2,Linux,09/01/24
80,690,90,0,0,0.727272727,72,Macintosh,09/01/24
162,1760,193,0,0,0.692982456,158,Windows,09/01/24
152,1055,169,0,0,0.611111111,110,Android,10/01/24
2,8,2,0,0,0.5,1,Chrome OS,10/01/24
212,1276,226,0,0,0.604166667,145,iOS,10/01/24
1,6,1,0,0,1,1,Linux,10/01/24
75,674,89,0,0,0.726315789,69,Macintosh,10/01/24
141,1553,166,0,0,0.748743719,149,Windows,10/01/24
142,1035,156,0,0,0.644171779,105,Android,11/01/24
2,17,2,0,0,0.5,1,Chrome OS,11/01/24
196,1121,212,0,0,0.56,126,iOS,11/01/24
3,12,3,0,0,0.333333333,1,Linux,11/01/24
59,539,65,0,0,0.712328767,52,Macintosh,11/01/24
142,1448,182,0,0,0.693779904,145,Windows,11/01/24
156,968,170,0,0,0.58988764,105,Android,12/01/24
2,11,3,0,0,0.666666667,2,Chrome OS,12/01/24
237,1303,260,0,0,0.611111111,165,iOS,12/01/24
6,41,6,0,0,0.428571429,3,Linux,12/01/24
66,489,75,0,0,0.641025641,50,Macintosh,12/01/24
143,1372,166,0,0,0.726315789,138,Windows,12/01/24
170,842,183,0,0,0.619047619,117,Android,13/01/24
3,24,3,0,0,1,3,Chrome OS,13/01/24
