sessions,eventcount,totalusers,conversions,property_id,totalrevenue,sessionmedium,engagementrate,engagedsessions,eventspersession,userengagementduration,date
21,70,20,0,353783484,0,referral,0.142857143,3,3.333333333,77,26/08/23
31,162,30,0,353783484,0,(none),0.64516129,20,5.225806452,1127,27/08/23
2,24,2,0,353783484,0,(not set),0,0,12,391,27/08/23
60,611,54,0,353783484,0,cpc,0.883333333,53,10.18333333,7420,27/08/23
363,1926,345,0,353783484,0,organic,0.622589532,226,5.305785124,26842,27/08/23
5,15,5,0,353783484,0,Pinpoint,0,0,3,0,27/08/23
20,78,20,0,353783484,0,referral,0.2,4,3.9,340,27/08/23
1,5,1,0,353783484,0,YouTubeVideo,1,1,5,13,27/08/23
70,449,61,0,353783484,0,(none),0.485714286,34,6.414285714,3417,28/08/23
169,1532,156,0,353783484,0,cpc,0.674556213,114,9.065088757,12866,28/08/23
431,2345,397,0,353783484,0,organic,0.686774942,296,5.440835267,29015,28/08/23
5,15,5,0,353783484,0,Pinpoint,0,0,3,0,28/08/23
20,124,20,0,353783484,0,referral,0.45,9,6.2,717,28/08/23
53,304,50,0,353783484,0,(none),0.547169811,29,5.735849057,2635,29/08/23
133,1204,118,0,353783484,0,cpc,0.77443609,103,9.052631579,10973,29/08/23
377,2184,345,0,353783484,0,organic,0.660477454,249,5.793103448,27390,29/08/23
2,6,2,0,353783484,0,Pinpoint,0,0,3,0,29/08/23
28,223,27,0,353783484,0,referral,0.25,7,7.964285714,1065,29/08/23
30,158,29,0,353783484,0,(none),0.5,15,5.266666667,1826,30/08/23
1,1,1,0,353783484,0,(not set),0,0,1,7,30/08/23
103,958,97,0,353783484,0,cpc,0.766990291,79,9.300970874,10588,30/08/23
399,2161,368,0,353783484,0,organic,0.634085213,253,5.4160401,28174,30/08/23
4,12,4,0,353783484,0,Pinpoint,0,0,3,0,30/08/23
22,99,20,0,353783484,0,referral,0.363636364,8,4.5,962,30/08/23
2,8,2,0,353783484,0,YouTubeVideo,0.5,1,4,5,30/08/23
50,270,47,0,353783484,0,(none),0.44,22,5.4,3288,31/08/23
2,3,2,0,353783484,0,(not set),0,0,1.5,1,31/08/23
100,710,90,0,353783484,0,cpc,0.61,61,7.1,6602,31/08/23
363,1769,339,0,353783484,0,organic,0.669421488,243,4.873278237,19899,31/08/23
3,9,3,0,353783484,0,Pinpoint,0,0,3,0,31/08/23
26,100,23,0,353783484,0,referral,0.307692308,8,3.846153846,290,31/08/23
6,33,6,0,353783484,0,YouTubeVideo,0.833333333,5,5.5,86,31/08/23
50,285,42,0,353783484,0,(none),0.56,28,5.7,1863,01/09/23
2,2,2,0,353783484,0,(not set),0,0,1,101,01/09/23
101,893,92,0,353783484,0,cpc,0.752475248,76,8.841584158,9215,01/09/23
342,1878,321,0,353783484,0,organic,0.675438596,231,5.49122807,24155,01/09/23
5,15,5,0,353783484,0,Pinpoint,0,0,3,0,01/09/23
13,54,12,0,353783484,0,referral,0.384615385,5,4.153846154,57,01/09/23
5,57,4,0,353783484,0,YouTubeVideo,0.6,3,11.4,915,01/09/23
27,256,26,0,353783484,0,(none),0.407407407,11,9.481481481,2629,02/09/23
2,2,2,0,353783484,0,(not set),0,0,1,75,02/09/23
78,698,71,0,353783484,0,cpc,0.717948718,56,8.948717949,9185,02/09/23
347,1900,326,0,353783484,0,organic,0.700288184,243,5.475504323,23771,02/09/23
6,18,6,0,353783484,0,Pinpoint,0,0,3,0,02/09/23
23,103,22,0,353783484,0,referral,0.173913043,4,4.47826087,482,02/09/23
23,130,20,0,353783484,0,(none),0.565217391,13,5.652173913,2302,03/09/23
3,4,3,0,353783484,0,(not set),0,0,1.333333333,99,03/09/23
50,536,46,0,353783484,0,cpc,0.84,42,10.72,6651,03/09/23
328,1645,314,0,353783484,0,organic,0.652439024,214,5.015243902,20638,03/09/23
17,79,17,0,353783484,0,referral,0.352941176,6,4.647058824,403,03/09/23
1,10,1,0,353783484,0,YouTubeVideo,1,1,10,223,03/09/23
27,332,25,0,353783484,0,(none),0.444444444,12,12.2962963,1705,04/09/23
3,7,3,0,353783484,0,(not set),0,0,2.333333333,177,04/09/23
128,1447,113,0,353783484,0,cpc,0.7734375,99,11.3046875,16984,04/09/23
404,2155,380,0,353783484,0,organic,0.663366337,268,5.334158416,25266,04/09/23
10,30,10,0,353783484,0,Pinpoint,0,0,3,0,04/09/23
17,58,17,0,353783484,0,referral,0.176470588,3,3.411764706,96,04/09/23
64,506,48,0,353783484,0,(none),0.625,40,7.90625,3001,05/09/23
1,1,1,0,353783484,0,(not set),0,0,1,313,05/09/23
173,1674,143,0,353783484,0,cpc,0.682080925,118,9.676300578,15971,05/09/23
428,2296,398,0,353783484,0,organic,0.703271028,301,5.364485981,26661,05/09/23
5,15,5,0,353783484,0,Pinpoint,0,0,3,0,05/09/23
20,121,18,0,353783484,0,referral,0.35,7,6.05,700,05/09/23
75,495,59,0,353783484,0,(none),0.56,42,6.6,4120,06/09/23
129,1239,120,0,353783484,0,cpc,0.744186047,96,9.604651163,12826,06/09/23
409,2075,381,0,353783484,0,organic,0.630806846,258,5.073349633,24163,06/09/23
4,12,4,0,353783484,0,Pinpoint,0,0,3,0,06/09/23
12,42,12,0,353783484,0,referral,0.166666667,2,3.5,19,06/09/23
56,257,45,0,353783484,0,(none),0.464285714,26,4.589285714,2086,07/09/23
146,1329,122,0,353783484,0,cpc,0.691780822,101,9.102739726,14776,07/09/23
411,2423,386,0,353783484,0,organic,0.683698297,281,5.895377129,33231,07/09/23
11,34,11,0,353783484,0,Pinpoint,0,0,3.090909091,0,07/09/23
18,97,17,0,353783484,0,referral,0.444444444,8,5.388888889,454,07/09/23
41,316,38,0,353783484,0,(none),0.585365854,24,7.707317073,2581,08/09/23
1,1,1,0,353783484,0,(not set),0,0,1,112,08/09/23
107,800,92,0,353783484,0,cpc,0.672897196,72,7.476635514,8869,08/09/23
373,2075,342,0,353783484,0,organic,0.643431635,240,5.563002681,25236,08/09/23
4,12,4,0,353783484,0,Pinpoint,0,0,3,0,08/09/23
12,47,11,0,353783484,0,referral,0.166666667,2,3.916666667,241,08/09/23
5,123,4,0,353783484,0,YouTubeVideo,0.8,4,24.6,2325,08/09/23
47,232,44,0,353783484,0,(none),0.595744681,28,4.936170213,2308,09/09/23
2,7,2,0,353783484,0,(not set),0,0,3.5,469,09/09/23
121,1173,107,0,353783484,0,cpc,0.768595041,93,9.694214876,9742,09/09/23
404,2135,374,0,353783484,0,organic,0.665841584,269,5.284653465,24758,09/09/23
8,24,8,0,353783484,0,Pinpoint,0,0,3,0,09/09/23
13,47,13,0,353783484,0,referral,0.153846154,2,3.615384615,134,09/09/23
43,256,41,0,353783484,0,(none),0.558139535,24,5.953488372,3525,10/09/23
77,827,72,0,353783484,0,cpc,0.701298701,54,10.74025974,8372,10/09/23
377,2115,360,0,353783484,0,organic,0.657824934,248,5.610079576,27892,10/09/23
7,21,7,0,353783484,0,Pinpoint,0,0,3,0,10/09/23
12,35,12,0,353783484,0,referral,0,0,2.916666667,0,10/09/23
66,493,65,0,353783484,0,(none),0.5,33,7.46969697,3797,11/09/23
2,15,2,0,353783484,0,(not set),0,0,7.5,709,11/09/23
163,1905,136,0,353783484,0,cpc,0.711656442,116,11.68711656,19805,11/09/23
457,2531,407,0,353783484,0,organic,0.667396061,305,5.538293217,31555,11/09/23
5,40,5,0,353783484,0,Pinpoint,0.4,2,8,444,11/09/23
9,32,9,0,353783484,0,referral,0.222222222,2,3.555555556,19,11/09/23
35,294,31,0,353783484,0,(none),0.571428571,20,8.4,1918,12/09/23
121,1111,112,0,353783484,0,cpc,0.768595041,93,9.181818182,10372,12/09/23
451,2343,413,0,353783484,0,organic,0.66518847,300,5.195121951,25677,12/09/23
10,31,10,0,353783484,0,Pinpoint,0.1,1,3.1,59,12/09/23
16,68,15,0,353783484,0,referral,0.3125,5,4.25,406,12/09/23
1,4,1,0,353783484,0,YouTubeVideo,0,0,4,4,12/09/23
52,606,47,0,353783484,0,(none),0.692307692,36,11.65384615,5655,13/09/23
3,47,3,0,353783484,0,(not set),0,0,15.66666667,898,13/09/23
128,1329,105,0,353783484,0,cpc,0.671875,86,10.3828125,12917,13/09/23
418,2148,384,0,353783484,0,organic,0.669856459,280,5.138755981,28454,13/09/23
2,6,2,0,353783484,0,Pinpoint,0,0,3,0,13/09/23
20,70,19,0,353783484,0,referral,0.25,5,3.5,144,13/09/23
2,12,2,0,353783484,0,YouTubeVideo,0.5,1,6,30,13/09/23
54,253,46,0,353783484,0,(none),0.462962963,25,4.685185185,1212,14/09/23
2,3,2,0,353783484,0,(not set),0,0,1.5,415,14/09/23
109,1040,102,0,353783484,0,cpc,0.724770642,79,9.541284404,9691,14/09/23
395,2257,361,0,353783484,0,organic,0.658227848,260,5.713924051,26478,14/09/23
7,21,7,0,353783484,0,Pinpoint,0,0,3,0,14/09/23
15,59,14,0,353783484,0,referral,0.266666667,4,3.933333333,3792,14/09/23
58,297,48,0,353783484,0,(none),0.413793103,24,5.120689655,2169,15/09/23
2,10,2,0,353783484,0,(not set),0,0,5,42,15/09/23
106,850,97,0,353783484,0,cpc,0.70754717,75,8.018867925,8629,15/09/23
347,1779,327,0,353783484,0,organic,0.69740634,242,5.126801153,21909,15/09/23
12,36,12,0,353783484,0,Pinpoint,0,0,3,0,15/09/23
14,51,13,0,353783484,0,referral,0.285714286,4,3.642857143,368,15/09/23
29,221,27,0,353783484,0,(none),0.689655172,20,7.620689655,2153,16/09/23
2,14,2,0,353783484,0,(not set),0,0,7,334,16/09/23
84,946,77,0,353783484,0,cpc,0.761904762,64,11.26190476,12245,16/09/23
356,1945,338,0,353783484,0,organic,0.674157303,240,5.463483146,22858,16/09/23
8,24,8,0,353783484,0,Pinpoint,0,0,3,0,16/09/23
13,44,12,0,353783484,0,referral,0.230769231,3,3.384615385,851,16/09/23
39,232,37,0,353783484,0,(none),0.41025641,16,5.948717949,1048,17/09/23
4,23,4,0,353783484,0,(not set),0,0,5.75,474,17/09/23
79,714,67,0,353783484,0,cpc,0.64556962,51,9.037974684,7514,17/09/23
368,2040,350,0,353783484,0,organic,0.684782609,252,5.543478261,25201,17/09/23
3,9,3,0,353783484,0,Pinpoint,0,0,3,0,17/09/23
15,72,14,0,353783484,0,referral,0.533333333,8,4.8,325,17/09/23
2,6,2,0,353783484,0,YouTubeVideo,0,0,3,0,17/09/23
61,382,53,0,353783484,0,(none),0.62295082,38,6.262295082,3838,18/09/23
2,3,2,0,353783484,0,(not set),0,0,1.5,76,18/09/23
151,1456,130,0,353783484,0,cpc,0.715231788,108,9.642384106,18489,18/09/23
447,2701,410,0,353783484,0,organic,0.693512304,310,6.042505593,30394,18/09/23
9,28,9,0,353783484,0,Pinpoint,0.111111111,1,3.111111111,59,18/09/23
20,74,19,0,353783484,0,referral,0.45,9,3.7,339,18/09/23
44,263,38,0,353783484,0,(none),0.568181818,25,5.977272727,1892,19/09/23
139,1307,126,0,353783484,0,cpc,0.690647482,96,9.402877698,10795,19/09/23
453,2763,412,0,353783484,0,organic,0.695364238,315,6.099337748,32279,19/09/23
2,6,2,0,353783484,0,Pinpoint,0,0,3,0,19/09/23
21,122,20,0,353783484,0,referral,0.380952381,8,5.80952381,635,19/09/23
44,399,40,0,353783484,0,(none),0.636363636,28,9.068181818,3184,20/09/23
1,1,1,0,353783484,0,(not set),0,0,1,66,20/09/23
115,1182,94,0,353783484,0,cpc,0.695652174,80,10.27826087,14371,20/09/23
438,2654,395,0,353783484,0,organic,0.646118721,283,6.059360731,33462,20/09/23
2,6,2,0,353783484,0,Pinpoint,0,0,3,0,20/09/23
22,108,19,0,353783484,0,referral,0.454545455,10,4.909090909,974,20/09/23
47,369,39,0,353783484,0,(none),0.553191489,26,7.85106383,3283,21/09/23
1,2,1,0,353783484,0,(not set),0,0,2,107,21/09/23
112,1255,95,0,353783484,0,cpc,0.696428571,78,11.20535714,14910,21/09/23
432,2638,392,0,353783484,0,organic,0.652777778,282,6.106481481,31920,21/09/23
5,15,5,0,353783484,0,Pinpoint,0,0,3,0,21/09/23
10,38,10,0,353783484,0,referral,0.4,4,3.8,166,21/09/23
1,3,1,0,353783484,0,YouTubeVideo,0,0,3,0,21/09/23
35,250,34,0,353783484,0,(none),0.657142857,23,7.142857143,2018,22/09/23
3,9,3,0,353783484,0,(not set),0,0,3,26,22/09/23
127,1207,109,0,353783484,0,cpc,0.653543307,83,9.503937008,13532,22/09/23
408,2066,370,0,353783484,0,organic,0.600490196,245,5.06372549,26210,22/09/23
4,12,4,0,353783484,0,Pinpoint,0,0,3,0,22/09/23
16,97,14,0,353783484,0,referral,0.125,2,6.0625,680,22/09/23
45,366,43,0,353783484,0,(none),0.555555556,25,8.133333333,2781,23/09/23
2,2,2,0,353783484,0,(not set),0,0,1,23,23/09/23
102,989,84,0,353783484,0,cpc,0.696078431,71,9.696078431,7677,23/09/23
399,2207,378,0,353783484,0,organic,0.656641604,262,5.531328321,27494,23/09/23
5,15,5,0,353783484,0,Pinpoint,0,0,3,0,23/09/23
11,55,10,0,353783484,0,referral,0.454545455,5,5,453,23/09/23
43,356,41,0,353783484,0,(none),0.627906977,27,8.279069767,2791,24/09/23
1,14,1,0,353783484,0,(not set),0,0,14,266,24/09/23
96,871,84,0,353783484,0,cpc,0.708333333,68,9.072916667,7901,24/09/23
413,2465,378,0,353783484,0,organic,0.687651332,284,5.968523002,31880,24/09/23
7,21,7,0,353783484,0,Pinpoint,0,0,3,0,24/09/23
17,66,17,0,353783484,0,referral,0.235294118,4,3.882352941,241,24/09/23
67,572,61,0,353783484,0,(none),0.507462687,34,8.537313433,5718,25/09/23
3,20,3,0,353783484,0,(not set),0,0,6.666666667,258,25/09/23
134,1098,123,0,353783484,0,cpc,0.731343284,98,8.194029851,12496,25/09/23
522,3282,484,0,353783484,0,organic,0.685823755,358,6.287356322,41304,25/09/23
5,15,5,0,353783484,0,Pinpoint,0,0,3,0,25/09/23
25,94,23,0,353783484,0,referral,0.32,8,3.76,823,25/09/23
56,333,51,0,353783484,0,(none),0.607142857,34,5.946428571,2945,26/09/23
1,3,1,0,353783484,0,(not set),0,0,3,31,26/09/23
128,937,115,0,353783484,0,cpc,0.6484375,83,7.3203125,8151,26/09/23
470,2585,422,0,353783484,0,organic,0.661702128,311,5.5,29635,26/09/23
4,13,4,0,353783484,0,Pinpoint,0.25,1,3.25,66,26/09/23
20,87,20,0,353783484,0,referral,0.25,5,4.35,632,26/09/23
32,222,29,0,353783484,0,(none),0.4375,14,6.9375,1406,27/09/23
2,132,2,0,353783484,0,(not set),0,0,66,1689,27/09/23
116,1118,105,0,353783484,0,cpc,0.681034483,79,9.637931034,10461,27/09/23
418,2221,382,0,353783484,0,organic,0.636363636,266,5.313397129,25969,27/09/23
6,18,6,0,353783484,0,Pinpoint,0,0,3,0,27/09/23
21,120,20,0,353783484,0,referral,0.333333333,7,5.714285714,1936,27/09/23
1,3,1,0,353783484,0,YouTubeVideo,0,0,3,0,27/09/23
33,212,30,0,353783484,0,(none),0.545454545,18,6.424242424,1986,28/09/23
1,5,1,0,353783484,0,(not set),0,0,5,96,28/09/23
119,1098,107,0,353783484,0,cpc,0.647058824,77,9.226890756,13372,28/09/23
421,2431,382,0,353783484,0,organic,0.650831354,274,5.774346793,25566,28/09/23
4,11,3,0,353783484,0,Pinpoint,0,0,2.75,0,28/09/23
19,80,18,0,353783484,0,referral,0.368421053,7,4.210526316,310,28/09/23
40,252,37,0,353783484,0,(none),0.65,26,6.3,1593,29/09/23
3,13,3,0,353783484,0,(not set),0,0,4.333333333,563,29/09/23
104,1056,96,0,353783484,0,cpc,0.730769231,76,10.15384615,11729,29/09/23
415,2453,376,0,353783484,0,organic,0.653012048,271,5.910843373,28277,29/09/23
8,24,8,0,353783484,0,Pinpoint,0,0,3,0,29/09/23
22,125,21,0,353783484,0,referral,0.409090909,9,5.681818182,941,29/09/23
1,3,1,0,353783484,0,YouTubeVideo,0,0,3,0,29/09/23
40,369,35,0,353783484,0,(none),0.675,27,9.225,2618,30/09/23
3,4,3,0,353783484,0,(not set),0,0,1.333333333,91,30/09/23
99,761,87,0,353783484,0,cpc,0.636363636,63,7.686868687,6336,30/09/23
409,2272,376,0,353783484,0,organic,0.66992665,274,5.555012225,25808,30/09/23
7,21,7,0,353783484,0,Pinpoint,0,0,3,0,30/09/23
15,112,15,0,353783484,0,referral,0.466666667,7,7.466666667,1072,30/09/23
34,223,32,0,353783484,0,(none),0.5,17,6.558823529,1434,01/10/23
1,11,1,0,353783484,0,(not set),0,0,11,219,01/10/23
81,683,74,0,353783484,0,cpc,0.703703704,57,8.432098765,7991,01/10/23
396,2170,367,0,353783484,0,organic,0.669191919,265,5.47979798,29070,01/10/23
9,27,9,0,353783484,0,Pinpoint,0,0,3,0,01/10/23
20,100,19,0,353783484,0,referral,0.3,6,5,479,01/10/23
62,377,54,0,353783484,0,(none),0.467741935,29,6.080645161,3140,02/10/23
2,3,2,0,353783484,0,(not set),0,0,1.5,19,02/10/23
161,1133,141,0,353783484,0,cpc,0.608695652,98,7.037267081,9699,02/10/23
477,2732,443,0,353783484,0,organic,0.675052411,322,5.727463312,33165,02/10/23
8,24,8,0,353783484,0,Pinpoint,0,0,3,0,02/10/23
34,140,32,0,353783484,0,referral,0.382352941,13,4.117647059,2159,02/10/23
45,303,40,0,353783484,0,(none),0.466666667,21,6.733333333,2324,03/10/23
117,1118,100,0,353783484,0,cpc,0.760683761,89,9.555555556,13783,03/10/23
449,2568,420,0,353783484,0,organic,0.68596882,308,5.719376392,31768,03/10/23
4,15,4,0,353783484,0,Pinpoint,0.25,1,3.75,0,03/10/23
21,114,20,0,353783484,0,referral,0.476190476,10,5.428571429,553,03/10/23
45,320,42,0,353783484,0,(none),0.688888889,31,7.111111111,3299,04/10/23
1,6,1,0,353783484,0,(not set),0,0,6,195,04/10/23
126,928,111,0,353783484,0,cpc,0.650793651,82,7.365079365,10726,04/10/23
440,2269,396,0,353783484,0,organic,0.672727273,296,5.156818182,32490,04/10/23
3,9,3,0,353783484,0,Pinpoint,0,0,3,0,04/10/23
18,68,18,0,353783484,0,referral,0.277777778,5,3.777777778,228,04/10/23
1,3,1,0,353783484,0,YouTubeVideo,0,0,3,0,04/10/23
40,354,36,0,353783484,0,(none),0.65,26,8.85,3034,05/10/23
121,1048,103,0,353783484,0,cpc,0.685950413,83,8.661157025,10433,05/10/23
434,2768,394,0,353783484,0,organic,0.65437788,284,6.377880184,31392,05/10/23
5,15,5,0,353783484,0,Pinpoint,0,0,3,0,05/10/23
21,110,18,0,353783484,0,referral,0.380952381,8,5.238095238,826,05/10/23
42,260,40,0,353783484,0,(none),0.476190476,20,6.19047619,1797,06/10/23
115,1024,104,0,353783484,0,cpc,0.713043478,82,8.904347826,8208,06/10/23
403,2178,375,0,353783484,0,organic,0.667493797,269,5.404466501,28038,06/10/23
7,21,7,0,353783484,0,Pinpoint,0,0,3,0,06/10/23
22,113,21,0,353783484,0,referral,0.318181818,7,5.136363636,759,06/10/23
35,276,31,0,353783484,0,(none),0.485714286,17,7.885714286,1683,07/10/23
82,599,79,0,353783484,0,cpc,0.743902439,61,7.304878049,6083,07/10/23
417,1937,394,0,353783484,0,organic,0.659472422,275,4.645083933,29893,07/10/23
10,30,10,0,353783484,0,Pinpoint,0,0,3,0,07/10/23
22,129,19,0,353783484,0,referral,0.5,11,5.863636364,646,07/10/23
35,197,34,0,353783484,0,(none),0.628571429,22,5.628571429,1630,08/10/23
1,3,1,0,353783484,0,(not set),0,0,3,9,08/10/23
47,578,46,0,353783484,0,cpc,0.808510638,38,12.29787234,6364,08/10/23
450,2037,429,0,353783484,0,organic,0.644444444,290,4.526666667,24270,08/10/23
5,15,5,0,353783484,0,Pinpoint,0,0,3,0,08/10/23
15,106,15,0,353783484,0,referral,0.2,3,7.066666667,451,08/10/23
40,227,36,0,353783484,0,(none),0.525,21,5.675,2010,09/10/23
2,8,2,0,353783484,0,(not set),0,0,4,64,09/10/23
106,1129,103,0,353783484,0,cpc,0.773584906,82,10.6509434,9509,09/10/23
493,2569,463,0,353783484,0,organic,0.645030426,318,5.210953347,30505,09/10/23
2,6,2,0,353783484,0,Pinpoint,0,0,3,0,09/10/23
20,99,19,0,353783484,0,referral,0.2,4,4.95,518,09/10/23
70,422,60,0,353783484,0,(none),0.528571429,37,6.028571429,4711,10/10/23
6,12,6,0,353783484,0,(not set),0,0,2,292,10/10/23
128,1010,105,0,353783484,0,cpc,0.640625,82,7.890625,9226,10/10/23
516,2581,478,0,353783484,0,organic,0.656976744,339,5.001937984,30012,10/10/23
10,30,10,0,353783484,0,Pinpoint,0,0,3,0,10/10/23
23,129,22,0,353783484,0,referral,0.434782609,10,5.608695652,807,10/10/23
5,76,4,0,353783484,0,YouTubeVideo,0.8,4,15.2,434,10/10/23
61,408,51,0,353783484,0,(none),0.62295082,38,6.68852459,4099,11/10/23
1,1,1,0,353783484,0,(not set),0,0,1,0,11/10/23
133,1054,118,0,353783484,0,cpc,0.676691729,90,7.92481203,10777,11/10/23
536,2809,499,0,353783484,0,organic,0.666044776,357,5.240671642,34100,11/10/23
15,45,15,0,353783484,0,Pinpoint,0,0,3,0,11/10/23
22,84,22,0,353783484,0,referral,0.272727273,6,3.818181818,69,11/10/23
1,10,1,0,353783484,0,YouTubeVideo,1,1,10,380,11/10/23
51,255,41,0,353783484,0,(none),0.490196078,25,5,2014,12/10/23
1,2,1,0,353783484,0,(not set),0,0,2,0,12/10/23
101,833,91,0,353783484,0,cpc,0.673267327,68,8.247524752,7866,12/10/23
500,2593,465,0,353783484,0,organic,0.642,321,5.186,32335,12/10/23
7,22,7,0,353783484,0,Pinpoint,0.142857143,1,3.142857143,52,12/10/23
21,95,20,0,353783484,0,referral,0.428571429,9,4.523809524,368,12/10/23
2,18,2,0,353783484,0,YouTubeVideo,1,2,9,179,12/10/23
46,238,42,0,353783484,0,(none),0.456521739,21,5.173913043,2539,13/10/23
1,11,1,0,353783484,0,(not set),0,0,11,70,13/10/23
106,767,92,0,353783484,0,cpc,0.632075472,67,7.235849057,6086,13/10/23
500,2642,465,0,353783484,0,organic,0.686,343,5.284,35657,13/10/23
3,9,3,0,353783484,0,Pinpoint,0,0,3,0,13/10/23
17,98,16,0,353783484,0,referral,0.470588235,8,5.764705882,824,13/10/23
42,276,41,0,353783484,0,(none),0.547619048,23,6.571428571,3071,14/10/23
1,1,1,0,353783484,0,(not set),0,0,1,0,14/10/23
87,782,76,0,353783484,0,cpc,0.701149425,61,8.988505747,6284,14/10/23
534,2563,498,0,353783484,0,organic,0.601123596,321,4.799625468,25136,14/10/23
13,59,13,0,353783484,0,referral,0.384615385,5,4.538461538,364,14/10/23
21,102,17,0,353783484,0,(none),0.428571429,9,4.857142857,1159,15/10/23
91,887,84,0,353783484,0,cpc,0.747252747,68,9.747252747,8783,15/10/23
505,2886,476,0,353783484,0,organic,0.683168317,345,5.714851485,38624,15/10/23
5,18,5,0,353783484,0,Pinpoint,0,0,3.6,7,15/10/23
20,79,20,0,353783484,0,referral,0.35,7,3.95,269,15/10/23
101,690,92,0,353783484,0,(none),0.603960396,61,6.831683168,7105,16/10/23
3,7,3,0,353783484,0,(not set),0,0,2.333333333,82,16/10/23
142,1212,127,0,353783484,0,cpc,0.718309859,102,8.535211268,11571,16/10/23
554,3400,507,0,353783484,0,organic,0.671480144,372,6.137184116,39086,16/10/23
4,14,4,0,353783484,0,Pinpoint,0.25,1,3.5,19,16/10/23
22,89,18,0,353783484,0,referral,0.363636364,8,4.045454545,383,16/10/23
2,16,1,0,353783484,0,YouTubeVideo,0.5,1,8,209,16/10/23
62,312,51,0,353783484,0,(none),0.451612903,28,5.032258065,2138,17/10/23
1,2,1,0,353783484,0,(not set),0,0,2,114,17/10/23
113,954,105,0,353783484,0,cpc,0.725663717,82,8.442477876,8598,17/10/23
552,3056,513,0,353783484,0,organic,0.668478261,369,5.536231884,39556,17/10/23
2,6,2,0,353783484,0,Pinpoint,0,0,3,0,17/10/23
26,132,23,0,353783484,0,referral,0.538461538,14,5.076923077,2728,17/10/23
1,2,1,0,353783484,0,YouTubeVideo,0,0,2,0,17/10/23
53,331,45,0,353783484,0,(none),0.566037736,30,6.245283019,2719,18/10/23
2,24,2,0,353783484,0,(not set),0,0,12,627,18/10/23
123,975,115,0,353783484,0,cpc,0.62601626,77,7.926829268,10095,18/10/23
523,2949,485,0,353783484,0,organic,0.634799235,332,5.638623327,35945,18/10/23
1,3,1,0,353783484,0,Pinpoint,0,0,3,0,18/10/23
16,102,14,0,353783484,0,referral,0.75,12,6.375,672,18/10/23
45,270,40,0,353783484,0,(none),0.422222222,19,6,2348,19/10/23
2,11,2,0,353783484,0,(not set),0,0,5.5,600,19/10/23
106,985,94,0,353783484,0,cpc,0.70754717,75,9.29245283,8996,19/10/23
541,2951,496,0,353783484,0,organic,0.661737523,358,5.454713494,35189,19/10/23
5,15,5,0,353783484,0,Pinpoint,0,0,3,0,19/10/23
12,67,12,0,353783484,0,referral,0.916666667,11,5.583333333,505,19/10/23
95,482,88,0,353783484,0,(none),0.515789474,49,5.073684211,4373,20/10/23
1,1,1,0,353783484,0,(not set),0,0,1,0,20/10/23
116,1292,105,0,353783484,0,cpc,0.75,87,11.13793103,17292,20/10/23
503,2503,465,0,353783484,0,organic,0.68389662,344,4.976143141,29710,20/10/23
3,9,3,0,353783484,0,Pinpoint,0,0,3,0,20/10/23
14,84,11,0,353783484,0,referral,0.5,7,6,358,20/10/23
36,248,33,0,353783484,0,(none),0.472222222,17,6.888888889,1715,21/10/23
102,850,93,0,353783484,0,cpc,0.725490196,74,8.333333333,9245,21/10/23
467,2257,439,0,353783484,0,organic,0.65738758,307,4.832976445,30421,21/10/23
2,6,2,0,353783484,0,Pinpoint,0,0,3,0,21/10/23
41,225,39,0,353783484,0,referral,0.292682927,12,5.487804878,2366,21/10/23
1,8,1,0,353783484,0,YouTubeVideo,1,1,8,277,21/10/23
75,498,72,0,353783484,0,(none),0.586666667,44,6.64,4333,22/10/23
1,1,1,0,353783484,0,(not set),0,0,1,15,22/10/23
84,1077,75,0,353783484,0,cpc,0.69047619,58,12.82142857,9441,22/10/23
429,2140,413,0,353783484,0,organic,0.668997669,287,4.988344988,28282,22/10/23
2,6,2,0,353783484,0,Pinpoint,0,0,3,0,22/10/23
48,197,48,0,353783484,0,referral,0.270833333,13,4.104166667,1152,22/10/23
69,654,61,0,353783484,0,(none),0.52173913,36,9.47826087,6770,23/10/23
1,19,1,0,353783484,0,(not set),0,0,19,521,23/10/23
124,1312,105,0,353783484,0,cpc,0.758064516,94,10.58064516,15142,23/10/23
583,3039,552,0,353783484,0,organic,0.682675815,398,5.212692967,36427,23/10/23
4,12,4,0,353783484,0,Pinpoint,0,0,3,0,23/10/23
23,115,20,0,353783484,0,referral,0.52173913,12,5,1623,23/10/23
72,425,62,0,353783484,0,(none),0.527777778,38,5.902777778,3625,24/10/23
1,1,1,0,353783484,0,(not set),0,0,1,72,24/10/23
105,1024,97,0,353783484,0,cpc,0.695238095,73,9.752380952,8148,24/10/23
563,3010,523,0,353783484,0,organic,0.639431616,360,5.346358792,35670,24/10/23
3,12,3,0,353783484,0,Pinpoint,0.666666667,2,4,202,24/10/23
20,76,20,0,353783484,0,referral,0.25,5,3.8,293,24/10/23
1,3,1,0,353783484,0,YouTubeVideo,0,0,3,0,24/10/23
61,313,56,0,353783484,0,(none),0.524590164,32,5.131147541,2185,25/10/23
1,1,1,0,353783484,0,(not set),0,0,1,10,25/10/23
107,1088,97,0,353783484,0,cpc,0.738317757,79,10.1682243,10330,25/10/23
548,3038,502,0,353783484,0,organic,0.651459854,357,5.54379562,33247,25/10/23
7,21,7,0,353783484,0,Pinpoint,0,0,3,0,25/10/23
