sessions,eventcount,totalusers,conversions,property_id,totalrevenue,sessionmedium,engagementrate,engagedsessions,eventspersession,userengagementduration,date
1,3,1,0,353783484,0,Pinpoint,0,0,3,0,25/12/23
30,119,30,0,353783484,0,referral,0.166666667,5,3.966666667,435,25/12/23
22,117,21,0,353783484,0,(none),0.454545455,10,5.318181818,821,26/12/23
1,1,1,0,353783484,0,(not set),0,0,1,71,26/12/23
34,383,28,0,353783484,0,cpc,0.647058824,22,11.26470588,4961,26/12/23
414,2123,395,0,353783484,0,organic,0.702898551,291,5.128019324,32043,26/12/23
3,9,3,0,353783484,0,Pinpoint,0,0,3,0,26/12/23
34,102,33,0,353783484,0,referral,0.088235294,3,3,41,26/12/23
144,965,133,0,353783484,0,(none),0.597222222,86,6.701388889,11602,27/12/23
29,402,26,0,353783484,0,cpc,0.724137931,21,13.86206897,3920,27/12/23
396,1995,379,0,353783484,0,organic,0.651515152,258,5.037878788,26634,27/12/23
4,12,4,0,353783484,0,Pinpoint,0,0,3,0,27/12/23
20,83,20,0,353783484,0,referral,0.15,3,4.15,1374,27/12/23
47,333,40,0,353783484,0,(none),0.382978723,18,7.085106383,3195,28/12/23
1,2,1,0,353783484,0,(not set),0,0,2,26,28/12/23
42,376,36,0,353783484,0,cpc,0.547619048,23,8.952380952,2954,28/12/23
502,2766,465,0,353783484,0,organic,0.65936255,331,5.509960159,37174,28/12/23
4,12,4,0,353783484,0,Pinpoint,0,0,3,0,28/12/23
33,135,33,0,353783484,0,referral,0.121212121,4,4.090909091,653,28/12/23
40,262,35,0,353783484,0,(none),0.625,25,6.55,2258,29/12/23
2,2,2,0,353783484,0,(not set),0,0,1,78,29/12/23
25,211,21,0,353783484,0,cpc,0.68,17,8.44,3837,29/12/23
408,1887,390,0,353783484,0,organic,0.642156863,262,4.625,22275,29/12/23
11,33,11,0,353783484,0,Pinpoint,0,0,3,0,29/12/23
43,219,41,0,353783484,0,referral,0.186046512,8,5.093023256,826,29/12/23
31,182,29,0,353783484,0,(none),0.483870968,15,5.870967742,1397,30/12/23
15,117,12,0,353783484,0,cpc,0.466666667,7,7.8,871,30/12/23
489,2302,468,0,353783484,0,organic,0.652351738,319,4.707566462,30837,30/12/23
3,9,3,0,353783484,0,Pinpoint,0,0,3,0,30/12/23
22,63,22,0,353783484,0,referral,0.090909091,2,2.863636364,14,30/12/23
1,3,1,0,353783484,0,YouTubeVideo,0,0,3,0,30/12/23
13,61,13,0,353783484,0,(none),0.384615385,5,4.692307692,466,31/12/23
2,6,2,0,353783484,0,(not set),0,0,3,56,31/12/23
11,66,11,0,353783484,0,cpc,0.272727273,3,6,384,31/12/23
367,1671,349,0,353783484,0,organic,0.632152589,232,4.553133515,21750,31/12/23
2,6,2,0,353783484,0,Pinpoint,0,0,3,0,31/12/23
44,143,44,0,353783484,0,referral,0.068181818,3,3.25,95,31/12/23
32,160,31,0,353783484,0,(none),0.5625,18,5,1244,01/01/24
27,145,24,0,353783484,0,cpc,0.259259259,7,5.37037037,472,01/01/24
436,2287,416,0,353783484,0,organic,0.667431193,291,5.245412844,33742,01/01/24
11,33,11,0,353783484,0,Pinpoint,0,0,3,0,01/01/24
53,196,52,0,353783484,0,referral,0.169811321,9,3.698113208,308,01/01/24
54,354,46,0,353783484,0,(none),0.481481481,26,6.555555556,2838,02/01/24
2,6,2,0,353783484,0,(not set),0,0,3,201,02/01/24
69,580,62,0,353783484,0,cpc,0.666666667,46,8.405797101,5761,02/01/24
570,3192,535,0,353783484,0,organic,0.69122807,394,5.6,41781,02/01/24
9,30,9,0,353783484,0,Pinpoint,0.111111111,1,3.333333333,15,02/01/24
33,168,30,0,353783484,0,referral,0.303030303,10,5.090909091,863,02/01/24
61,328,49,0,353783484,0,(none),0.426229508,26,5.37704918,2993,03/01/24
95,730,77,0,353783484,0,cpc,0.568421053,54,7.684210526,6404,03/01/24
568,3084,536,0,353783484,0,organic,0.690140845,392,5.429577465,42198,03/01/24
13,46,13,0,353783484,0,Pinpoint,0.076923077,1,3.538461538,857,03/01/24
30,157,27,0,353783484,0,referral,0.2,6,5.233333333,756,03/01/24
58,499,51,0,353783484,0,(none),0.586206897,34,8.603448276,5652,04/01/24
98,974,90,0,353783484,0,cpc,0.704081633,69,9.93877551,9782,04/01/24
572,3186,541,0,353783484,0,organic,0.688811189,394,5.56993007,41762,04/01/24
3,9,3,0,353783484,0,Pinpoint,0,0,3,0,04/01/24
22,82,21,0,353783484,0,referral,0.363636364,8,3.727272727,362,04/01/24
46,348,40,0,353783484,0,(none),0.673913043,31,7.565217391,3273,05/01/24
98,952,85,0,353783484,0,cpc,0.62244898,61,9.714285714,7825,05/01/24
534,3066,503,0,353783484,0,organic,0.687265918,367,5.741573034,40085,05/01/24
4,13,4,0,353783484,0,Pinpoint,0,0,3.25,2,05/01/24
43,146,40,0,353783484,0,referral,0.209302326,9,3.395348837,924,05/01/24
1,4,1,0,353783484,0,YouTubeVideo,1,1,4,0,05/01/24
34,301,33,0,353783484,0,(none),0.558823529,19,8.852941176,1861,06/01/24
54,395,50,0,353783484,0,cpc,0.481481481,26,7.314814815,4026,06/01/24
556,2783,522,0,353783484,0,organic,0.672661871,374,5.005395683,35608,06/01/24
4,12,4,0,353783484,0,Pinpoint,0,0,3,0,06/01/24
33,144,33,0,353783484,0,referral,0.303030303,10,4.363636364,1867,06/01/24
31,130,29,0,353783484,0,(none),0.451612903,14,4.193548387,616,07/01/24
38,473,35,0,353783484,0,cpc,0.710526316,27,12.44736842,5276,07/01/24
531,2643,495,0,353783484,0,organic,0.655367232,348,4.97740113,36702,07/01/24
6,18,6,0,353783484,0,Pinpoint,0,0,3,0,07/01/24
27,87,27,0,353783484,0,referral,0.148148148,4,3.222222222,361,07/01/24
52,320,46,0,353783484,0,(none),0.5,26,6.153846154,1831,08/01/24
1,2,1,0,353783484,0,(not set),0,0,2,15,08/01/24
58,639,52,0,353783484,0,cpc,0.586206897,34,11.01724138,5322,08/01/24
578,3617,537,0,353783484,0,organic,0.71799308,415,6.257785467,41191,08/01/24
5,15,5,0,353783484,0,Pinpoint,0,0,3,0,08/01/24
25,118,24,0,353783484,0,referral,0.28,7,4.72,459,08/01/24
1,4,1,0,353783484,0,YouTubeVideo,0,0,4,4,08/01/24
113,651,101,0,353783484,0,(none),0.566371681,64,5.761061947,7279,09/01/24
1,2,1,0,353783484,0,(not set),0,0,2,2,09/01/24
92,883,81,0,353783484,0,cpc,0.673913043,62,9.597826087,9016,09/01/24
513,2904,479,0,353783484,0,organic,0.684210526,351,5.660818713,34498,09/01/24
8,24,8,0,353783484,0,Pinpoint,0,0,3,0,09/01/24
26,99,26,0,353783484,0,referral,0.192307692,5,3.807692308,371,09/01/24
1,3,1,0,353783484,0,YouTubeVideo,0,0,3,0,09/01/24
47,328,41,0,353783484,0,(none),0.510638298,24,6.978723404,2425,10/01/24
3,8,3,0,353783484,0,(not set),0,0,2.666666667,802,10/01/24
85,1029,76,0,353783484,0,cpc,0.694117647,59,12.10588235,10084,10/01/24
545,3000,502,0,353783484,0,organic,0.695412844,379,5.504587156,33923,10/01/24
5,15,5,0,353783484,0,Pinpoint,0,0,3,0,10/01/24
31,192,28,0,353783484,0,referral,0.451612903,14,6.193548387,1840,10/01/24
97,631,93,0,353783484,0,(none),0.608247423,59,6.505154639,5663,11/01/24
2,5,2,0,353783484,0,(not set),0,0,2.5,417,11/01/24
81,633,67,0,353783484,0,cpc,0.617283951,50,7.814814815,6744,11/01/24
472,2806,437,0,353783484,0,organic,0.663135593,313,5.944915254,32452,11/01/24
5,16,5,0,353783484,0,Pinpoint,0,0,3.2,1,11/01/24
16,77,16,0,353783484,0,referral,0.4375,7,4.8125,304,11/01/24
1,4,1,0,353783484,0,YouTubeVideo,0,0,4,1,11/01/24
49,360,46,0,353783484,0,(none),0.551020408,27,7.346938776,3513,12/01/24
1,1,1,0,353783484,0,(not set),0,0,1,112,12/01/24
84,748,74,0,353783484,0,cpc,0.666666667,56,8.904761905,7390,12/01/24
557,2905,525,0,353783484,0,organic,0.667863555,372,5.215439856,35508,12/01/24
12,71,12,0,353783484,0,Pinpoint,0.166666667,2,5.916666667,377,12/01/24
22,95,22,0,353783484,0,referral,0.272727273,6,4.318181818,520,12/01/24
1,4,1,0,353783484,0,YouTubeVideo,0,0,4,3,12/01/24
39,293,38,0,353783484,0,(none),0.641025641,25,7.512820513,2898,13/01/24
80,612,70,0,353783484,0,cpc,0.5125,41,7.65,5187,13/01/24
575,3142,534,0,353783484,0,organic,0.676521739,389,5.464347826,36182,13/01/24
12,36,12,0,353783484,0,Pinpoint,0,0,3,0,13/01/24
15,48,15,0,353783484,0,referral,0.133333333,2,3.2,14,13/01/24
38,236,34,0,353783484,0,(none),0.710526316,27,6.210526316,2299,14/01/24
3,3,3,0,353783484,0,(not set),0,0,1,170,14/01/24
53,549,48,0,353783484,0,cpc,0.679245283,36,10.35849057,5133,14/01/24
593,3246,551,0,353783484,0,organic,0.676222597,401,5.47386172,37913,14/01/24
2,6,2,0,353783484,0,Pinpoint,0,0,3,0,14/01/24
20,172,20,0,353783484,0,referral,0.2,4,8.6,2150,14/01/24
50,396,47,0,353783484,0,(none),0.56,28,7.92,2451,15/01/24
2,5,2,0,353783484,0,(not set),0,0,2.5,47,15/01/24
100,949,88,0,353783484,0,cpc,0.66,66,9.49,14045,15/01/24
667,3715,622,0,353783484,0,organic,0.689655172,460,5.569715142,44620,15/01/24
7,20,6,0,353783484,0,Pinpoint,0,0,2.857142857,0,15/01/24
23,101,23,0,353783484,0,referral,0.217391304,5,4.391304348,564,15/01/24
47,377,41,0,353783484,0,(none),0.468085106,22,8.021276596,2950,16/01/24
96,709,92,0,353783484,0,cpc,0.458333333,44,7.385416667,5587,16/01/24
596,3277,557,0,353783484,0,organic,0.69966443,417,5.498322148,38999,16/01/24
20,120,19,0,353783484,0,referral,0.25,5,6,637,16/01/24
46,344,41,0,353783484,0,(none),0.52173913,24,7.47826087,3274,17/01/24
69,581,64,0,353783484,0,cpc,0.637681159,44,8.420289855,6326,17/01/24
567,3136,531,0,353783484,0,organic,0.666666667,378,5.530864198,38007,17/01/24
3,9,3,0,353783484,0,Pinpoint,0,0,3,0,17/01/24
22,79,21,0,353783484,0,referral,0.318181818,7,3.590909091,164,17/01/24
1,5,1,0,353783484,0,YouTubeVideo,1,1,5,214,17/01/24
101,560,95,0,353783484,0,(none),0.475247525,48,5.544554455,6024,18/01/24
3,10,3,0,353783484,0,(not set),0,0,3.333333333,636,18/01/24
86,790,68,0,353783484,0,cpc,0.627906977,54,9.186046512,10236,18/01/24
502,2638,458,0,353783484,0,organic,0.679282869,341,5.25498008,38550,18/01/24
3,9,3,0,353783484,0,Pinpoint,0,0,3,0,18/01/24
22,70,22,0,353783484,0,referral,0.136363636,3,3.181818182,577,18/01/24
1,3,1,0,353783484,0,YouTubeVideo,0,0,3,0,18/01/24
43,303,40,0,353783484,0,(none),0.511627907,22,7.046511628,2122,19/01/24
93,724,83,0,353783484,0,cpc,0.483870968,45,7.784946237,8691,19/01/24
579,2779,537,0,353783484,0,organic,0.652849741,378,4.799654577,32789,19/01/24
4,12,4,0,353783484,0,Pinpoint,0,0,3,0,19/01/24
13,54,13,0,353783484,0,referral,0.307692308,4,4.153846154,148,19/01/24
24,118,23,0,353783484,0,(none),0.458333333,11,4.916666667,489,20/01/24
1,9,1,0,353783484,0,(not set),0,0,9,223,20/01/24
74,755,67,0,353783484,0,cpc,0.689189189,51,10.2027027,8137,20/01/24
612,2906,586,0,353783484,0,organic,0.666666667,408,4.748366013,34594,20/01/24
3,9,3,0,353783484,0,Pinpoint,0,0,3,0,20/01/24
18,63,17,0,353783484,0,referral,0.166666667,3,3.5,143,20/01/24
64,481,61,0,353783484,0,(none),0.546875,35,7.515625,4142,21/01/24
3,10,3,0,353783484,0,(not set),0,0,3.333333333,389,21/01/24
64,492,59,0,353783484,0,cpc,0.671875,43,7.6875,3046,21/01/24
546,2731,518,0,353783484,0,organic,0.69047619,377,5.001831502,33396,21/01/24
7,21,7,0,353783484,0,Pinpoint,0,0,3,0,21/01/24
17,63,17,0,353783484,0,referral,0.235294118,4,3.705882353,319,21/01/24
1,3,1,0,353783484,0,YouTubeVideo,0,0,3,0,21/01/24
59,361,57,0,353783484,0,(none),0.525423729,31,6.118644068,2551,22/01/24
1,1,1,0,353783484,0,(not set),0,0,1,0,22/01/24
110,873,90,0,353783484,0,cpc,0.636363636,70,7.936363636,6672,22/01/24
656,3912,604,0,353783484,0,organic,0.667682927,438,5.963414634,42973,22/01/24
6,18,6,0,353783484,0,Pinpoint,0,0,3,0,22/01/24
20,84,20,0,353783484,0,referral,0.35,7,4.2,1392,22/01/24
51,365,46,0,353783484,0,(none),0.549019608,28,7.156862745,1981,23/01/24
1,1,1,0,353783484,0,(not set),0,0,1,13,23/01/24
104,847,93,0,353783484,0,cpc,0.605769231,63,8.144230769,8098,23/01/24
572,3121,533,0,353783484,0,organic,0.688811189,394,5.456293706,40989,23/01/24
4,12,4,0,353783484,0,Pinpoint,0,0,3,0,23/01/24
27,93,26,0,353783484,0,referral,0.333333333,9,3.444444444,318,23/01/24
1,4,1,0,353783484,0,YouTubeVideo,0,0,4,2,23/01/24
43,559,42,0,353783484,0,(none),0.697674419,30,13,5608,24/01/24
1,1,1,0,353783484,0,(not set),0,0,1,136,24/01/24
76,525,67,0,353783484,0,cpc,0.565789474,43,6.907894737,3453,24/01/24
567,2731,522,0,353783484,0,organic,0.654320988,371,4.816578483,34040,24/01/24
3,9,3,0,353783484,0,Pinpoint,0,0,3,0,24/01/24
19,76,18,0,353783484,0,referral,0.263157895,5,4,98,24/01/24
34,209,29,0,353783484,0,(none),0.588235294,20,6.147058824,2073,25/01/24
1,2,1,0,353783484,0,(not set),0,0,2,17,25/01/24
84,717,74,0,353783484,0,cpc,0.571428571,48,8.535714286,6170,25/01/24
578,3074,531,0,353783484,0,organic,0.667820069,386,5.3183391,35360,25/01/24
12,36,12,0,353783484,0,Pinpoint,0,0,3,0,25/01/24
19,67,18,0,353783484,0,referral,0.315789474,6,3.526315789,382,25/01/24
1,4,1,0,353783484,0,YouTubeVideo,0,0,4,3,25/01/24
39,300,35,0,353783484,0,(none),0.564102564,22,7.692307692,3009,26/01/24
90,737,83,0,353783484,0,cpc,0.577777778,52,8.188888889,5296,26/01/24
508,2600,475,0,353783484,0,organic,0.63976378,325,5.118110236,31266,26/01/24
6,18,6,0,353783484,0,Pinpoint,0,0,3,0,26/01/24
14,58,13,0,353783484,0,referral,0.357142857,5,4.142857143,238,26/01/24
45,422,42,0,353783484,0,(none),0.533333333,24,9.377777778,3516,27/01/24
89,692,81,0,353783484,0,cpc,0.617977528,55,7.775280899,7285,27/01/24
610,3240,573,0,353783484,0,organic,0.667213115,407,5.31147541,40603,27/01/24
7,34,7,0,353783484,0,Pinpoint,0.142857143,1,4.857142857,4,27/01/24
24,82,24,0,353783484,0,referral,0.208333333,5,3.416666667,316,27/01/24
44,312,37,0,353783484,0,(none),0.477272727,21,7.090909091,2257,28/01/24
85,707,80,0,353783484,0,cpc,0.564705882,48,8.317647059,5654,28/01/24
601,3030,559,0,353783484,0,organic,0.673876872,405,5.041597338,39618,28/01/24
10,30,10,0,353783484,0,Pinpoint,0,0,3,0,28/01/24
53,173,53,0,353783484,0,referral,0.113207547,6,3.264150943,232,28/01/24
62,616,52,0,353783484,0,(none),0.596774194,37,9.935483871,11284,29/01/24
2,2,2,0,353783484,0,(not set),0,0,1,9,29/01/24
112,1052,101,0,353783484,0,cpc,0.75,84,9.392857143,11591,29/01/24
598,3653,563,0,353783484,0,organic,0.719063545,430,6.108695652,47822,29/01/24
3,9,3,0,353783484,0,Pinpoint,0,0,3,0,29/01/24
46,172,46,0,353783484,0,referral,0.195652174,9,3.739130435,552,29/01/24
39,297,38,0,353783484,0,(none),0.641025641,25,7.615384615,3841,30/01/24
1,7,1,0,353783484,0,(not set),0,0,7,74,30/01/24
109,1176,99,0,353783484,0,cpc,0.651376147,71,10.78899083,11808,30/01/24
570,3385,536,0,353783484,0,organic,0.703508772,401,5.938596491,46119,30/01/24
8,24,8,0,353783484,0,Pinpoint,0,0,3,0,30/01/24
21,199,20,0,353783484,0,referral,0.428571429,9,9.476190476,1504,30/01/24
42,199,35,0,353783484,0,(none),0.333333333,14,4.738095238,1571,31/01/24
1,1,1,0,353783484,0,(not set),0,0,1,0,31/01/24
114,931,96,0,353783484,0,cpc,0.649122807,74,8.166666667,10467,31/01/24
571,3698,537,0,353783484,0,organic,0.716287215,409,6.476357268,42189,31/01/24
2,6,2,0,353783484,0,Pinpoint,0,0,3,0,31/01/24
16,90,16,0,353783484,0,referral,0.4375,7,5.625,720,31/01/24
61,537,57,0,353783484,0,(none),0.426229508,26,8.803278689,3872,01/02/24
3,78,3,0,353783484,0,(not set),0,0,26,340,01/02/24
91,741,86,0,353783484,0,cpc,0.604395604,55,8.142857143,6734,01/02/24
542,3730,505,0,353783484,0,organic,0.691881919,375,6.881918819,34296,01/02/24
10,30,10,0,353783484,0,Pinpoint,0,0,3,0,01/02/24
28,103,28,0,353783484,0,referral,0.25,7,3.678571429,285,01/02/24
1,3,1,0,353783484,0,YouTubeVideo,0,0,3,0,01/02/24
109,578,96,0,353783484,0,(none),0.394495413,43,5.302752294,3645,02/02/24
122,1073,104,0,353783484,0,cpc,0.598360656,73,8.795081967,9552,02/02/24
565,2986,537,0,353783484,0,organic,0.67079646,379,5.284955752,40149,02/02/24
3,9,3,0,353783484,0,Pinpoint,0,0,3,0,02/02/24
42,288,41,0,353783484,0,referral,0.30952381,13,6.857142857,2826,02/02/24
119,619,114,0,353783484,0,(none),0.327731092,39,5.201680672,4417,03/02/24
3,15,3,0,353783484,0,(not set),0,0,5,434,03/02/24
100,935,94,0,353783484,0,cpc,0.65,65,9.35,7959,03/02/24
621,3381,581,0,353783484,0,organic,0.702093398,436,5.444444444,45289,03/02/24
4,12,4,0,353783484,0,Pinpoint,0,0,3,0,03/02/24
43,248,43,0,353783484,0,referral,0.302325581,13,5.76744186,895,03/02/24
135,711,131,0,353783484,0,(none),0.251851852,34,5.266666667,8486,04/02/24
100,1047,93,0,353783484,0,cpc,0.62,62,10.47,11993,04/02/24
654,3238,608,0,353783484,0,organic,0.639143731,418,4.951070336,42039,04/02/24
2,6,2,0,353783484,0,Pinpoint,0,0,3,0,04/02/24
35,150,35,0,353783484,0,referral,0.314285714,11,4.285714286,512,04/02/24
161,627,159,0,353783484,0,(none),0.173913043,28,3.894409938,1952,05/02/24
146,1386,128,0,353783484,0,cpc,0.609589041,89,9.493150685,12495,05/02/24
632,3782,586,0,353783484,0,organic,0.707278481,447,5.984177215,44224,05/02/24
19,57,19,0,353783484,0,Pinpoint,0,0,3,0,05/02/24
26,160,26,0,353783484,0,referral,0.346153846,9,6.153846154,1205,05/02/24
136,546,134,0,353783484,0,(none),0.183823529,25,4.014705882,5678,06/02/24
1,1,1,0,353783484,0,(not set),0,0,1,28,06/02/24
117,944,102,0,353783484,0,cpc,0.735042735,86,8.068376068,8760,06/02/24
585,3229,542,0,353783484,0,organic,0.697435897,408,5.51965812,38356,06/02/24
14,42,14,0,353783484,0,Pinpoint,0,0,3,0,06/02/24
46,269,43,0,353783484,0,referral,0.239130435,11,5.847826087,2541,06/02/24
180,843,171,0,353783484,0,(none),0.266666667,48,4.683333333,5471,07/02/24
1,4,1,0,353783484,0,(not set),0,0,4,400,07/02/24
124,856,111,0,353783484,0,cpc,0.629032258,78,6.903225806,7566,07/02/24
589,3263,544,0,353783484,0,organic,0.658743633,388,5.539898132,37718,07/02/24
11,33,11,0,353783484,0,Pinpoint,0,0,3,0,07/02/24
37,214,37,0,353783484,0,referral,0.297297297,11,5.783783784,1157,07/02/24
159,683,156,0,353783484,0,(none),0.245283019,39,4.295597484,4645,08/02/24
3,4,3,0,353783484,0,(not set),0,0,1.333333333,41,08/02/24
114,1089,95,0,353783484,0,cpc,0.622807018,71,9.552631579,11114,08/02/24
597,3563,545,0,353783484,0,organic,0.675041876,403,5.968174204,43407,08/02/24
3,9,3,0,353783484,0,paid,0,0,3,0,08/02/24
6,18,6,0,353783484,0,Pinpoint,0,0,3,0,08/02/24
39,181,39,0,353783484,0,referral,0.333333333,13,4.641025641,706,08/02/24
131,681,126,0,353783484,0,(none),0.351145038,46,5.198473282,4800,09/02/24
5,5,5,0,353783484,0,(not set),0,0,1,1086,09/02/24
146,985,129,0,353783484,0,cpc,0.506849315,74,6.746575342,7115,09/02/24
513,2682,478,0,353783484,0,organic,0.674463938,346,5.228070175,32509,09/02/24
30,86,30,0,353783484,0,paid,0.033333333,1,2.866666667,87,09/02/24
8,23,8,0,353783484,0,Pinpoint,0,0,2.875,0,09/02/24
22,92,22,0,353783484,0,referral,0.318181818,7,4.181818182,332,09/02/24
1,3,1,0,353783484,0,YouTubeVideo,0,0,3,0,09/02/24
66,401,66,0,353783484,0,(none),0.409090909,27,6.075757576,2566,10/02/24
1,1,1,0,353783484,0,(not set),0,0,1,9,10/02/24
134,1164,121,0,353783484,0,cpc,0.552238806,74,8.686567164,10968,10/02/24
588,3160,560,0,353783484,0,organic,0.693877551,408,5.37414966,36788,10/02/24
33,100,33,0,353783484,0,paid,0.090909091,3,3.03030303,22,10/02/24
16,48,16,0,353783484,0,Pinpoint,0,0,3,0,10/02/24
14,117,12,0,353783484,0,referral,0.5,7,8.357142857,851,10/02/24
57,336,51,0,353783484,0,(none),0.421052632,24,5.894736842,3755,11/02/24
1,1,1,0,353783484,0,(not set),0,0,1,0,11/02/24
111,1006,103,0,353783484,0,cpc,0.459459459,51,9.063063063,7000,11/02/24
508,2478,485,0,353783484,0,organic,0.645669291,328,4.877952756,33135,11/02/24
29,86,29,0,353783484,0,paid,0.068965517,2,2.965517241,52,11/02/24
9,27,9,0,353783484,0,Pinpoint,0,0,3,0,11/02/24
10,63,10,0,353783484,0,referral,0.6,6,6.3,184,11/02/24
1,4,1,0,353783484,0,YouTubeVideo,0,0,4,2,11/02/24
69,584,65,0,353783484,0,(none),0.52173913,36,8.463768116,3546,12/02/24
1,3,1,0,353783484,0,(not set),0,0,3,9,12/02/24
155,1405,139,0,353783484,0,cpc,0.541935484,84,9.064516129,10563,12/02/24
575,3851,527,0,353783484,0,organic,0.71826087,413,6.697391304,44880,12/02/24
34,99,32,0,353783484,0,paid,0.088235294,3,2.911764706,24,12/02/24
9,27,9,0,353783484,0,Pinpoint,0,0,3,0,12/02/24
21,212,20,0,353783484,0,referral,0.619047619,13,10.0952381,921,12/02/24
66,342,58,0,353783484,0,(none),0.53030303,35,5.181818182,3382,13/02/24
2,3,2,0,353783484,0,(not set),0,0,1.5,254,13/02/24
140,1100,125,0,353783484,0,cpc,0.607142857,85,7.857142857,8734,13/02/24
599,3568,553,0,353783484,0,organic,0.652754591,391,5.956594324,38691,13/02/24
29,86,29,0,353783484,0,paid,0.103448276,3,2.965517241,63,13/02/24
14,42,14,0,353783484,0,Pinpoint,0,0,3,0,13/02/24
29,183,23,0,353783484,0,referral,0.689655172,20,6.310344828,1151,13/02/24
61,551,59,0,353783484,0,(none),0.655737705,40,9.032786885,5777,14/02/24
1,2,1,0,353783484,0,(not set),0,0,2,47,14/02/24
138,1168,126,0,353783484,0,cpc,0.550724638,76,8.463768116,9052,14/02/24
508,3060,480,0,353783484,0,organic,0.677165354,344,6.023622047,39319,14/02/24
34,109,34,0,353783484,0,paid,0.176470588,6,3.205882353,41,14/02/24
8,24,8,0,353783484,0,Pinpoint,0,0,3,0,14/02/24
12,68,12,0,353783484,0,referral,0.75,9,5.666666667,682,14/02/24
66,543,53,0,353783484,0,(none),0.696969697,46,8.227272727,5347,15/02/24
142,1002,127,0,353783484,0,cpc,0.535211268,76,7.056338028,7408,15/02/24
500,3643,469,0,353783484,0,organic,0.704,352,7.286,39270,15/02/24
42,142,42,0,353783484,0,paid,0.19047619,8,3.380952381,496,15/02/24
3,9,3,0,353783484,0,Pinpoint,0,0,3,0,15/02/24
14,158,14,0,353783484,0,referral,0.714285714,10,11.28571429,951,15/02/24
75,416,65,0,353783484,0,(none),0.466666667,35,5.546666667,3081,16/02/24
2,3,2,0,353783484,0,(not set),0,0,1.5,10,16/02/24
143,902,128,0,353783484,0,cpc,0.468531469,67,6.307692308,6390,16/02/24
533,2889,506,0,353783484,0,organic,0.660412758,352,5.420262664,35539,16/02/24
31,97,31,0,353783484,0,paid,0.064516129,2,3.129032258,61,16/02/24
12,36,12,0,353783484,0,Pinpoint,0,0,3,0,16/02/24
19,140,18,0,353783484,0,referral,0.684210526,13,7.368421053,661,16/02/24
1,3,1,0,353783484,0,YouTubeVideo,0,0,3,0,16/02/24
59,398,57,0,353783484,0,(none),0.474576271,28,6.745762712,2820,17/02/24
156,1093,143,0,353783484,0,cpc,0.480769231,75,7.006410256,8148,17/02/24
589,3797,566,0,353783484,0,organic,0.696095076,410,6.446519525,52338,17/02/24
26,74,26,0,353783484,0,paid,0,0,2.846153846,0,17/02/24
4,12,4,0,353783484,0,Pinpoint,0,0,3,0,17/02/24
14,138,14,0,353783484,0,referral,0.785714286,11,9.857142857,1376,17/02/24
1,3,1,0,353783484,0,YouTubeVideo,0,0,3,0,17/02/24
43,348,38,0,353783484,0,(none),0.465116279,20,8.093023256,3416,18/02/24
145,1196,137,0,353783484,0,cpc,0.551724138,80,8.248275862,9342,18/02/24
595,2794,564,0,353783484,0,organic,0.682352941,406,4.695798319,33766,18/02/24
28,82,28,0,353783484,0,paid,0.035714286,1,2.928571429,14,18/02/24
3,9,3,0,353783484,0,Pinpoint,0,0,3,0,18/02/24
7,28,7,0,353783484,0,referral,0.285714286,2,4,123,18/02/24
1,4,1,0,353783484,0,YouTubeVideo,0,0,4,2,18/02/24
59,521,57,0,353783484,0,(none),0.627118644,37,8.830508475,5200,19/02/24
4,6,4,0,353783484,0,(not set),0,0,1.5,384,19/02/24
158,1242,144,0,353783484,0,cpc,0.5,79,7.860759494,10196,19/02/24
633,3448,587,0,353783484,0,organic,0.70300158,445,5.447077409,43967,19/02/24
30,94,29,0,353783484,0,paid,0.066666667,2,3.133333333,101,19/02/24
1,3,1,0,353783484,0,Pinpoint,0,0,3,0,19/02/24
17,201,15,0,353783484,0,referral,0.588235294,10,11.82352941,2458,19/02/24
48,438,45,0,353783484,0,(none),0.5,24,9.125,4567,20/02/24
1,1,1,0,353783484,0,(not set),0,0,1,115,20/02/24
168,1392,153,0,353783484,0,cpc,0.595238095,100,8.285714286,13553,20/02/24
598,3038,568,0,353783484,0,organic,0.660535117,395,5.080267559,36676,20/02/24
30,88,30,0,353783484,0,paid,0.066666667,2,2.933333333,83,20/02/24
9,27,9,0,353783484,0,Pinpoint,0,0,3,0,20/02/24
22,198,20,0,353783484,0,referral,0.681818182,15,9,1010,20/02/24
1,4,1,0,353783484,0,YouTubeVideo,1,1,4,66,20/02/24
100,468,92,0,353783484,0,(none),0.37,37,4.68,3371,21/02/24
2,10,2,0,353783484,0,(not set),0,0,5,1296,21/02/24
132,993,116,0,353783484,0,cpc,0.681818182,90,7.522727273,9411,21/02/24
583,3271,545,0,353783484,0,organic,0.677530017,395,5.610634648,43821,21/02/24
30,84,29,0,353783484,0,paid,0.033333333,1,2.8,0,21/02/24
6,18,6,0,353783484,0,Pinpoint,0,0,3,0,21/02/24
31,221,31,0,353783484,0,referral,0.548387097,17,7.129032258,1562,21/02/24
181,986,169,0,353783484,0,(none),0.408839779,74,5.447513812,8094,22/02/24
2,2,2,0,353783484,0,(not set),0,0,1,148,22/02/24
150,1191,138,0,353783484,0,cpc,0.573333333,86,7.94,14147,22/02/24
490,2779,458,0,353783484,0,organic,0.706122449,346,5.671428571,34218,22/02/24
