sessions,eventcount,totalusers,conversions,property_id,totalrevenue,engagementrate,engagedsessions,eventspersession,sessioncampaignname,userengagementduration,date
2,6,2,0,353783484,0,0,0,3,FBAd,0,19/09/23
35,320,30,0,353783484,0,0.685714286,24,9.142857143,Geo Fencing | June 2023,2761,19/09/23
71,701,64,0,353783484,0,0.732394366,52,9.873239437,GTA Search,6004,19/09/23
8,39,8,0,353783484,0,0.375,3,4.875,Laminate Flooring - GTA,138,19/09/23
6,30,6,0,353783484,0,0.5,3,5,Remarketing | Sep 2023,114,19/09/23
44,399,40,0,353783484,0,0.636363636,28,9.068181818,(direct),3184,20/09/23
3,23,3,0,353783484,0,0.333333333,1,7.666666667,(not set),180,20/09/23
438,2654,395,0,353783484,0,0.646118721,283,6.059360731,(organic),33462,20/09/23
22,108,19,0,353783484,0,0.454545455,10,4.909090909,(referral),974,20/09/23
6,111,5,0,353783484,0,0.833333333,5,18.5,DSA_Laminate Flooring,819,20/09/23
9,63,9,0,353783484,0,0.555555556,5,7,DSA_Search,520,20/09/23
2,6,2,0,353783484,0,0,0,3,FBAd,0,20/09/23
20,159,12,0,353783484,0,0.75,15,7.95,Geo Fencing | June 2023,1658,20/09/23
67,746,59,0,353783484,0,0.701492537,47,11.13432836,GTA Search,10661,20/09/23
8,69,5,0,353783484,0,0.625,5,8.625,Laminate Flooring - GTA,586,20/09/23
3,12,3,0,353783484,0,0.666666667,2,4,Remarketing | Sep 2023,13,20/09/23
47,369,39,0,353783484,0,0.553191489,26,7.85106383,(direct),3283,21/09/23
2,7,2,0,353783484,0,0.5,1,3.5,(not set),150,21/09/23
432,2638,392,0,353783484,0,0.652777778,282,6.106481481,(organic),31920,21/09/23
10,38,10,0,353783484,0,0.4,4,3.8,(referral),166,21/09/23
1,3,1,0,353783484,0,0,0,3,2122,0,21/09/23
8,112,5,0,353783484,0,0.75,6,14,DSA_Laminate Flooring,955,21/09/23
10,35,6,0,353783484,0,0.3,3,3.5,DSA_Search,64,21/09/23
5,15,5,0,353783484,0,0,0,3,FBAd,0,21/09/23
19,301,15,0,353783484,0,0.684210526,13,15.84210526,Geo Fencing | June 2023,3144,21/09/23
58,685,54,0,353783484,0,0.827586207,48,11.81034483,GTA Search,9343,21/09/23
10,92,10,0,353783484,0,0.5,5,9.2,Laminate Flooring - GTA,1172,21/09/23
6,25,5,0,353783484,0,0.333333333,2,4.166666667,Remarketing | Sep 2023,189,21/09/23
35,250,34,0,353783484,0,0.657142857,23,7.142857143,(direct),2018,22/09/23
4,12,4,0,353783484,0,0,0,3,(not set),26,22/09/23
408,2066,370,0,353783484,0,0.600490196,245,5.06372549,(organic),26210,22/09/23
16,97,14,0,353783484,0,0.125,2,6.0625,(referral),680,22/09/23
7,18,4,0,353783484,0,0.285714286,2,2.571428571,DSA_Laminate Flooring,85,22/09/23
7,52,7,0,353783484,0,0.285714286,2,7.428571429,DSA_Search,300,22/09/23
4,12,4,0,353783484,0,0,0,3,FBAd,0,22/09/23
25,262,23,0,353783484,0,0.76,19,10.48,Geo Fencing | June 2023,4663,22/09/23
76,812,65,0,353783484,0,0.710526316,54,10.68421053,GTA Search,8167,22/09/23
8,34,8,0,353783484,0,0.5,4,4.25,Laminate Flooring - GTA,148,22/09/23
3,26,3,0,353783484,0,0.666666667,2,8.666666667,Remarketing | Sep 2023,169,22/09/23
45,366,43,0,353783484,0,0.555555556,25,8.133333333,(direct),2781,23/09/23
3,5,3,0,353783484,0,0,0,1.666666667,(not set),23,23/09/23
399,2207,378,0,353783484,0,0.656641604,262,5.531328321,(organic),27494,23/09/23
11,55,10,0,353783484,0,0.454545455,5,5,(referral),453,23/09/23
6,58,5,0,353783484,0,0.666666667,4,9.666666667,DSA_Laminate Flooring,613,23/09/23
4,37,4,0,353783484,0,1,4,9.25,DSA_Search,154,23/09/23
5,15,5,0,353783484,0,0,0,3,FBAd,0,23/09/23
13,137,9,0,353783484,0,0.769230769,10,10.53846154,Geo Fencing | June 2023,1335,23/09/23
67,652,56,0,353783484,0,0.686567164,46,9.731343284,GTA Search,4715,23/09/23
6,43,4,0,353783484,0,0.833333333,5,7.166666667,Laminate Flooring - GTA,319,23/09/23
5,59,5,0,353783484,0,0.4,2,11.8,Remarketing | Sep 2023,541,23/09/23
43,356,41,0,353783484,0,0.627906977,27,8.279069767,(direct),2791,24/09/23
2,17,2,0,353783484,0,0,0,8.5,(not set),266,24/09/23
413,2465,378,0,353783484,0,0.687651332,284,5.968523002,(organic),31880,24/09/23
17,66,17,0,353783484,0,0.235294118,4,3.882352941,(referral),241,24/09/23
4,26,4,0,353783484,0,0.75,3,6.5,DSA_Laminate Flooring,194,24/09/23
3,45,2,0,353783484,0,1,3,15,DSA_Search,611,24/09/23
7,21,7,0,353783484,0,0,0,3,FBAd,0,24/09/23
13,139,10,0,353783484,0,0.461538462,6,10.69230769,Geo Fencing | June 2023,1073,24/09/23
63,561,57,0,353783484,0,0.777777778,49,8.904761905,GTA Search,5055,24/09/23
9,83,8,0,353783484,0,0.666666667,6,9.222222222,Laminate Flooring - GTA,957,24/09/23
3,14,3,0,353783484,0,0.333333333,1,4.666666667,Remarketing | Sep 2023,11,24/09/23
67,572,61,0,353783484,0,0.507462687,34,8.537313433,(direct),5718,25/09/23
3,20,3,0,353783484,0,0,0,6.666666667,(not set),258,25/09/23
522,3282,484,0,353783484,0,0.685823755,358,6.287356322,(organic),41304,25/09/23
25,94,23,0,353783484,0,0.32,8,3.76,(referral),823,25/09/23
5,88,5,0,353783484,0,0.8,4,17.6,DSA_Laminate Flooring,1711,25/09/23
16,151,16,0,353783484,0,0.8125,13,9.4375,DSA_Search,1123,25/09/23
5,15,5,0,353783484,0,0,0,3,FBAd,0,25/09/23
29,260,25,0,353783484,0,0.689655172,20,8.965517241,Geo Fencing | June 2023,2807,25/09/23
72,540,66,0,353783484,0,0.777777778,56,7.5,GTA Search,6525,25/09/23
8,47,7,0,353783484,0,0.625,5,5.875,Laminate Flooring - GTA,327,25/09/23
4,12,4,0,353783484,0,0,0,3,Remarketing | Sep 2023,3,25/09/23
56,333,51,0,353783484,0,0.607142857,34,5.946428571,(direct),2945,26/09/23
1,3,1,0,353783484,0,0,0,3,(not set),31,26/09/23
470,2585,422,0,353783484,0,0.661702128,311,5.5,(organic),29635,26/09/23
20,87,20,0,353783484,0,0.25,5,4.35,(referral),632,26/09/23
3,77,3,0,353783484,0,1,3,25.66666667,DSA_Laminate Flooring,412,26/09/23
12,54,11,0,353783484,0,0.583333333,7,4.5,DSA_Search,253,26/09/23
4,13,4,0,353783484,0,0.25,1,3.25,FBAd,66,26/09/23
26,190,22,0,353783484,0,0.538461538,14,7.307692308,Geo Fencing | June 2023,1100,26/09/23
71,536,63,0,353783484,0,0.661971831,47,7.549295775,GTA Search,5236,26/09/23
11,61,11,0,353783484,0,0.909090909,10,5.545454545,Laminate Flooring - GTA,1004,26/09/23
5,19,5,0,353783484,0,0.4,2,3.8,Remarketing | Sep 2023,146,26/09/23
32,222,29,0,353783484,0,0.4375,14,6.9375,(direct),1406,27/09/23
2,132,2,0,353783484,0,0,0,66,(not set),1689,27/09/23
418,2221,382,0,353783484,0,0.636363636,266,5.313397129,(organic),25969,27/09/23
21,120,20,0,353783484,0,0.333333333,7,5.714285714,(referral),1936,27/09/23
1,3,1,0,353783484,0,0,0,3,2122,0,27/09/23
1,8,1,0,353783484,0,1,1,8,DSA_Laminate Flooring,52,27/09/23
17,154,16,0,353783484,0,0.823529412,14,9.058823529,DSA_Search,1193,27/09/23
6,18,6,0,353783484,0,0,0,3,FBAd,0,27/09/23
20,292,16,0,353783484,0,0.7,14,14.6,Geo Fencing | June 2023,3910,27/09/23
70,583,64,0,353783484,0,0.628571429,44,8.328571429,GTA Search,4624,27/09/23
5,20,5,0,353783484,0,0.8,4,4,Laminate Flooring - GTA,93,27/09/23
3,61,3,0,353783484,0,0.666666667,2,20.33333333,Remarketing | Sep 2023,589,27/09/23
33,212,30,0,353783484,0,0.545454545,18,6.424242424,(direct),1986,28/09/23
1,5,1,0,353783484,0,0,0,5,(not set),96,28/09/23
421,2431,382,0,353783484,0,0.650831354,274,5.774346793,(organic),25566,28/09/23
19,80,18,0,353783484,0,0.368421053,7,4.210526316,(referral),310,28/09/23
5,21,5,0,353783484,0,0.6,3,4.2,DSA_Laminate Flooring,151,28/09/23
11,55,10,0,353783484,0,0.454545455,5,5,DSA_Search,317,28/09/23
4,11,3,0,353783484,0,0,0,2.75,FBAd,0,28/09/23
23,319,17,0,353783484,0,0.652173913,15,13.86956522,Geo Fencing | June 2023,6184,28/09/23
68,631,64,0,353783484,0,0.691176471,47,9.279411765,GTA Search,6236,28/09/23
8,51,8,0,353783484,0,0.75,6,6.375,Laminate Flooring - GTA,383,28/09/23
4,21,4,0,353783484,0,0.25,1,5.25,Remarketing | Sep 2023,101,28/09/23
40,252,37,0,353783484,0,0.65,26,6.3,(direct),1593,29/09/23
4,18,4,0,353783484,0,0.25,1,4.5,(not set),587,29/09/23
415,2453,376,0,353783484,0,0.653012048,271,5.910843373,(organic),28277,29/09/23
22,125,21,0,353783484,0,0.409090909,9,5.681818182,(referral),941,29/09/23
1,3,1,0,353783484,0,0,0,3,2122,0,29/09/23
4,19,4,0,353783484,0,0.75,3,4.75,DSA_Laminate Flooring,82,29/09/23
7,24,6,0,353783484,0,0.285714286,2,3.428571429,DSA_Search,53,29/09/23
8,24,8,0,353783484,0,0,0,3,FBAd,0,29/09/23
23,364,20,0,353783484,0,0.652173913,15,15.82608696,Geo Fencing | June 2023,4839,29/09/23
60,597,57,0,353783484,0,0.85,51,9.95,GTA Search,5997,29/09/23
4,32,3,0,353783484,0,1,4,8,Laminate Flooring - GTA,734,29/09/23
5,15,5,0,353783484,0,0,0,3,Remarketing | Sep 2023,0,29/09/23
40,369,35,0,353783484,0,0.675,27,9.225,(direct),2618,30/09/23
3,4,3,0,353783484,0,0,0,1.333333333,(not set),91,30/09/23
409,2272,376,0,353783484,0,0.66992665,274,5.555012225,(organic),25808,30/09/23
15,112,15,0,353783484,0,0.466666667,7,7.466666667,(referral),1072,30/09/23
5,55,5,0,353783484,0,1,5,11,DSA_Laminate Flooring,341,30/09/23
3,9,3,0,353783484,0,0.333333333,1,3,DSA_Search,38,30/09/23
7,21,7,0,353783484,0,0,0,3,FBAd,0,30/09/23
6,68,5,0,353783484,0,0.833333333,5,11.33333333,Geo Fencing | June 2023,694,30/09/23
65,490,58,0,353783484,0,0.6,39,7.538461538,GTA Search,3443,30/09/23
12,75,10,0,353783484,0,0.75,9,6.25,Laminate Flooring - GTA,1318,30/09/23
8,64,7,0,353783484,0,0.5,4,8,Remarketing | Sep 2023,502,30/09/23
34,223,32,0,353783484,0,0.5,17,6.558823529,(direct),1434,01/10/23
2,14,2,0,353783484,0,0,0,7,(not set),219,01/10/23
396,2170,367,0,353783484,0,0.669191919,265,5.47979798,(organic),29070,01/10/23
20,100,19,0,353783484,0,0.3,6,5,(referral),479,01/10/23
1,3,1,0,353783484,0,0,0,3,2122,0,01/10/23
2,8,1,0,353783484,0,0.5,1,4,DSA_Laminate Flooring,3,01/10/23
5,31,4,0,353783484,0,0.4,2,6.2,DSA_Search,248,01/10/23
9,27,9,0,353783484,0,0,0,3,FBAd,0,01/10/23
8,106,7,0,353783484,0,0.75,6,13.25,Geo Fencing | June 2023,1018,01/10/23
56,491,53,0,353783484,0,0.732142857,41,8.767857143,GTA Search,6266,01/10/23
8,41,8,0,353783484,0,0.875,7,5.125,Laminate Flooring - GTA,456,01/10/23
62,377,54,0,353783484,0,0.467741935,29,6.080645161,(direct),3140,02/10/23
2,3,2,0,353783484,0,0,0,1.5,(not set),19,02/10/23
477,2732,443,0,353783484,0,0.675052411,322,5.727463312,(organic),33165,02/10/23
34,140,32,0,353783484,0,0.382352941,13,4.117647059,(referral),2159,02/10/23
2,24,2,0,353783484,0,1,2,12,DSA_Laminate Flooring,154,02/10/23
16,94,14,0,353783484,0,0.5,8,5.875,DSA_Search,508,02/10/23
8,24,8,0,353783484,0,0,0,3,FBAd,0,02/10/23
33,243,26,0,353783484,0,0.545454545,18,7.363636364,Geo Fencing | June 2023,2352,02/10/23
95,694,86,0,353783484,0,0.663157895,63,7.305263158,GTA Search,6158,02/10/23
9,62,9,0,353783484,0,0.666666667,6,6.888888889,Laminate Flooring - GTA,516,02/10/23
6,16,5,0,353783484,0,0.166666667,1,2.666666667,Remarketing | Sep 2023,11,02/10/23
45,303,40,0,353783484,0,0.466666667,21,6.733333333,(direct),2324,03/10/23
449,2568,420,0,353783484,0,0.68596882,308,5.719376392,(organic),31768,03/10/23
21,114,20,0,353783484,0,0.476190476,10,5.428571429,(referral),553,03/10/23
5,31,5,0,353783484,0,0.8,4,6.2,DSA_Laminate Flooring,140,03/10/23
2,7,2,0,353783484,0,0.5,1,3.5,DSA_Search,20,03/10/23
4,15,4,0,353783484,0,0.25,1,3.75,FBAd,0,03/10/23
18,121,13,0,353783484,0,0.444444444,8,6.722222222,Geo Fencing | June 2023,1189,03/10/23
76,852,67,0,353783484,0,0.842105263,64,11.21052632,GTA Search,9911,03/10/23
12,93,10,0,353783484,0,0.833333333,10,7.75,Laminate Flooring - GTA,1880,03/10/23
4,14,4,0,353783484,0,0.5,2,3.5,Remarketing | Sep 2023,643,03/10/23
45,320,42,0,353783484,0,0.688888889,31,7.111111111,(direct),3299,04/10/23
3,12,3,0,353783484,0,0,0,4,(not set),195,04/10/23
440,2269,396,0,353783484,0,0.672727273,296,5.156818182,(organic),32490,04/10/23
18,68,18,0,353783484,0,0.277777778,5,3.777777778,(referral),228,04/10/23
2,5,2,0,353783484,0,0,0,2.5,2122,0,04/10/23
4,34,3,0,353783484,0,1,4,8.5,DSA_Laminate Flooring,263,04/10/23
8,55,8,0,353783484,0,0.75,6,6.875,DSA_Search,343,04/10/23
3,9,3,0,353783484,0,0,0,3,FBAd,0,04/10/23
22,190,20,0,353783484,0,0.681818182,15,8.636363636,Geo Fencing | June 2023,3012,04/10/23
75,508,64,0,353783484,0,0.626666667,47,6.773333333,GTA Search,5695,04/10/23
8,85,7,0,353783484,0,0.875,7,10.625,Laminate Flooring - GTA,1046,04/10/23
6,48,6,0,353783484,0,0.5,3,8,Remarketing | Sep 2023,367,04/10/23
40,354,36,0,353783484,0,0.65,26,8.85,(direct),3034,05/10/23
2,5,2,0,353783484,0,0,0,2.5,(not set),0,05/10/23
435,2771,395,0,353783484,0,0.652873563,284,6.370114943,(organic),31392,05/10/23
21,110,18,0,353783484,0,0.380952381,8,5.238095238,(referral),826,05/10/23
4,59,4,0,353783484,0,1,4,14.75,DSA_Laminate Flooring,1266,05/10/23
6,32,6,0,353783484,0,0.666666667,4,5.333333333,DSA_Search,736,05/10/23
5,15,5,0,353783484,0,0,0,3,FBAd,0,05/10/23
22,140,17,0,353783484,0,0.681818182,15,6.363636364,Geo Fencing | June 2023,706,05/10/23
65,545,56,0,353783484,0,0.676923077,44,8.384615385,GTA Search,5755,05/10/23
12,219,10,0,353783484,0,0.833333333,10,18.25,Laminate Flooring - GTA,1545,05/10/23
9,45,7,0,353783484,0,0.666666667,6,5,Remarketing | Sep 2023,425,05/10/23
42,260,40,0,353783484,0,0.476190476,20,6.19047619,(direct),1797,06/10/23
403,2178,375,0,353783484,0,0.667493797,269,5.404466501,(organic),28038,06/10/23
22,113,21,0,353783484,0,0.318181818,7,5.136363636,(referral),759,06/10/23
3,24,3,0,353783484,0,0.666666667,2,8,DSA_Laminate Flooring,143,06/10/23
10,63,9,0,353783484,0,0.5,5,6.3,DSA_Search,586,06/10/23
7,21,7,0,353783484,0,0,0,3,FBAd,0,06/10/23
24,222,19,0,353783484,0,0.625,15,9.25,Geo Fencing | June 2023,1241,06/10/23
63,610,60,0,353783484,0,0.793650794,50,9.682539683,GTA Search,5259,06/10/23
11,81,10,0,353783484,0,0.636363636,7,7.363636364,Laminate Flooring - GTA,859,06/10/23
4,24,4,0,353783484,0,0.75,3,6,Remarketing | Sep 2023,120,06/10/23
35,276,31,0,353783484,0,0.485714286,17,7.885714286,(direct),1683,07/10/23
417,1937,394,0,353783484,0,0.659472422,275,4.645083933,(organic),29893,07/10/23
22,129,19,0,353783484,0,0.5,11,5.863636364,(referral),646,07/10/23
4,21,4,0,353783484,0,0.75,3,5.25,DSA_Laminate Flooring,129,07/10/23
4,29,4,0,353783484,0,0.75,3,7.25,DSA_Search,125,07/10/23
10,30,10,0,353783484,0,0,0,3,FBAd,0,07/10/23
9,114,9,0,353783484,0,1,9,12.66666667,Geo Fencing | June 2023,1189,07/10/23
57,365,55,0,353783484,0,0.719298246,41,6.403508772,GTA Search,3201,07/10/23
5,23,5,0,353783484,0,0.6,3,4.6,Laminate Flooring - GTA,152,07/10/23
3,47,2,0,353783484,0,0.666666667,2,15.66666667,Remarketing | Sep 2023,1287,07/10/23
35,197,34,0,353783484,0,0.628571429,22,5.628571429,(direct),1630,08/10/23
1,3,1,0,353783484,0,0,0,3,(not set),9,08/10/23
450,2037,429,0,353783484,0,0.644444444,290,4.526666667,(organic),24270,08/10/23
15,106,15,0,353783484,0,0.2,3,7.066666667,(referral),451,08/10/23
1,4,1,0,353783484,0,1,1,4,DSA_Laminate Flooring,17,08/10/23
1,6,1,0,353783484,0,1,1,6,DSA_Search,11,08/10/23
5,15,5,0,353783484,0,0,0,3,FBAd,0,08/10/23
7,185,7,0,353783484,0,1,7,26.42857143,Geo Fencing | June 2023,2509,08/10/23
33,353,32,0,353783484,0,0.757575758,25,10.6969697,GTA Search,3627,08/10/23
4,17,4,0,353783484,0,0.75,3,4.25,Laminate Flooring - GTA,73,08/10/23
1,13,1,0,353783484,0,1,1,13,Remarketing | Sep 2023,127,08/10/23
40,227,36,0,353783484,0,0.525,21,5.675,(direct),2010,09/10/23
4,14,4,0,353783484,0,0,0,3.5,(not set),64,09/10/23
493,2569,463,0,353783484,0,0.645030426,318,5.210953347,(organic),30505,09/10/23
20,99,19,0,353783484,0,0.2,4,4.95,(referral),518,09/10/23
1,13,1,0,353783484,0,1,1,13,DSA_Laminate Flooring,162,09/10/23
6,63,6,0,353783484,0,0.666666667,4,10.5,DSA_Search,558,09/10/23
2,6,2,0,353783484,0,0,0,3,FBAd,0,09/10/23
6,66,6,0,353783484,0,0.666666667,4,11,Geo Fencing | June 2023,609,09/10/23
82,900,80,0,353783484,0,0.792682927,65,10.97560976,GTA Search,7403,09/10/23
6,32,6,0,353783484,0,1,6,5.333333333,Laminate Flooring - GTA,469,09/10/23
3,49,3,0,353783484,0,0.666666667,2,16.33333333,Remarketing | Sep 2023,308,09/10/23
70,422,60,0,353783484,0,0.528571429,37,6.028571429,(direct),4711,10/10/23
6,12,6,0,353783484,0,0,0,2,(not set),292,10/10/23
516,2581,478,0,353783484,0,0.656976744,339,5.001937984,(organic),30012,10/10/23
23,129,22,0,353783484,0,0.434782609,10,5.608695652,(referral),807,10/10/23
5,76,4,0,353783484,0,0.8,4,15.2,2122,434,10/10/23
6,47,6,0,353783484,0,0.666666667,4,7.833333333,DSA_Laminate Flooring,380,10/10/23
11,73,9,0,353783484,0,0.727272727,8,6.636363636,DSA_Search,1332,10/10/23
10,30,10,0,353783484,0,0,0,3,FBAd,0,10/10/23
19,207,15,0,353783484,0,0.631578947,12,10.89473684,Geo Fencing | June 2023,1850,10/10/23
72,517,60,0,353783484,0,0.666666667,48,7.180555556,GTA Search,4145,10/10/23
7,74,6,0,353783484,0,0.857142857,6,10.57142857,Laminate Flooring - GTA,666,10/10/23
13,92,10,0,353783484,0,0.307692308,4,7.076923077,Remarketing | Sep 2023,853,10/10/23
61,408,51,0,353783484,0,0.62295082,38,6.68852459,(direct),4099,11/10/23
2,4,2,0,353783484,0,0,0,2,(not set),0,11/10/23
536,2809,499,0,353783484,0,0.666044776,357,5.240671642,(organic),34100,11/10/23
22,84,22,0,353783484,0,0.272727273,6,3.818181818,(referral),69,11/10/23
1,10,1,0,353783484,0,1,1,10,2122,380,11/10/23
6,54,5,0,353783484,0,0.5,3,9,DSA_Laminate Flooring,1226,11/10/23
7,56,6,0,353783484,0,0.857142857,6,8,DSA_Search,773,11/10/23
15,45,15,0,353783484,0,0,0,3,FBAd,0,11/10/23
19,204,15,0,353783484,0,0.684210526,13,10.73684211,Geo Fencing | June 2023,2044,11/10/23
74,580,70,0,353783484,0,0.72972973,54,7.837837838,GTA Search,5281,11/10/23
11,59,9,0,353783484,0,0.545454545,6,5.363636364,Laminate Flooring - GTA,542,11/10/23
15,98,12,0,353783484,0,0.533333333,8,6.533333333,Remarketing | Sep 2023,911,11/10/23
51,255,41,0,353783484,0,0.490196078,25,5,(direct),2014,12/10/23
1,2,1,0,353783484,0,0,0,2,(not set),0,12/10/23
500,2593,465,0,353783484,0,0.642,321,5.186,(organic),32335,12/10/23
21,95,20,0,353783484,0,0.428571429,9,4.523809524,(referral),368,12/10/23
2,18,2,0,353783484,0,1,2,9,2122,179,12/10/23
5,108,4,0,353783484,0,0.8,4,21.6,DSA_Laminate Flooring,1115,12/10/23
7,61,6,0,353783484,0,0.714285714,5,8.714285714,DSA_Search,529,12/10/23
7,22,7,0,353783484,0,0.142857143,1,3.142857143,FBAd,52,12/10/23
18,125,14,0,353783484,0,0.5,9,6.944444444,Geo Fencing | June 2023,1012,12/10/23
60,457,57,0,353783484,0,0.716666667,43,7.616666667,GTA Search,4648,12/10/23
8,53,8,0,353783484,0,0.875,7,6.625,Laminate Flooring - GTA,410,12/10/23
4,29,3,0,353783484,0,0.25,1,7.25,Remarketing | Sep 2023,152,12/10/23
46,238,42,0,353783484,0,0.456521739,21,5.173913043,(direct),2539,13/10/23
3,18,3,0,353783484,0,0.333333333,1,6,(not set),79,13/10/23
500,2642,465,0,353783484,0,0.686,343,5.284,(organic),35657,13/10/23
17,98,16,0,353783484,0,0.470588235,8,5.764705882,(referral),824,13/10/23
2,30,2,0,353783484,0,0.5,1,15,DSA_Laminate Flooring,143,13/10/23
6,47,6,0,353783484,0,0.5,3,7.833333333,DSA_Search,451,13/10/23
3,9,3,0,353783484,0,0,0,3,FBAd,0,13/10/23
12,158,10,0,353783484,0,0.75,9,13.16666667,Geo Fencing | June 2023,1752,13/10/23
73,434,63,0,353783484,0,0.616438356,45,5.945205479,GTA Search,2768,13/10/23
4,17,4,0,353783484,0,1,4,4.25,Laminate Flooring - GTA,344,13/10/23
7,74,6,0,353783484,0,0.571428571,4,10.57142857,Remarketing | Sep 2023,619,13/10/23
42,276,41,0,353783484,0,0.547619048,23,6.571428571,(direct),3071,14/10/23
2,4,2,0,353783484,0,0,0,2,(not set),0,14/10/23
534,2563,498,0,353783484,0,0.601123596,321,4.799625468,(organic),25136,14/10/23
13,59,13,0,353783484,0,0.384615385,5,4.538461538,(referral),364,14/10/23
3,32,3,0,353783484,0,1,3,10.66666667,DSA_Laminate Flooring,194,14/10/23
6,32,5,0,353783484,0,0.666666667,4,5.333333333,DSA_Search,164,14/10/23
4,18,4,0,353783484,0,0.5,2,4.5,Geo Fencing | June 2023,66,14/10/23
58,593,52,0,353783484,0,0.724137931,42,10.22413793,GTA Search,5095,14/10/23
2,38,2,0,353783484,0,1,2,19,Laminate Flooring - GTA,500,14/10/23
13,66,10,0,353783484,0,0.615384615,8,5.076923077,Remarketing | Sep 2023,265,14/10/23
21,102,17,0,353783484,0,0.428571429,9,4.857142857,(direct),1159,15/10/23
2,6,2,0,353783484,0,0,0,3,(not set),0,15/10/23
505,2886,476,0,353783484,0,0.683168317,345,5.714851485,(organic),38624,15/10/23
20,79,20,0,353783484,0,0.35,7,3.95,(referral),269,15/10/23
2,6,1,0,353783484,0,0.5,1,3,DSA_Laminate Flooring,11,15/10/23
4,35,4,0,353783484,0,0.75,3,8.75,DSA_Search,206,15/10/23
5,18,5,0,353783484,0,0,0,3.6,FBAd,7,15/10/23
7,118,6,0,353783484,0,0.857142857,6,16.85714286,Geo Fencing | June 2023,1201,15/10/23
57,580,54,0,353783484,0,0.807017544,46,10.1754386,GTA Search,5522,15/10/23
9,70,8,0,353783484,0,0.777777778,7,7.777777778,Laminate Flooring - GTA,1557,15/10/23
10,72,9,0,353783484,0,0.5,5,7.2,Remarketing | Sep 2023,286,15/10/23
101,690,92,0,353783484,0,0.603960396,61,6.831683168,(direct),7105,16/10/23
3,7,3,0,353783484,0,0,0,2.333333333,(not set),82,16/10/23
554,3400,507,0,353783484,0,0.671480144,372,6.137184116,(organic),39086,16/10/23
22,89,18,0,353783484,0,0.363636364,8,4.045454545,(referral),383,16/10/23
2,16,1,0,353783484,0,0.5,1,8,2122,209,16/10/23
10,110,7,0,353783484,0,0.7,7,11,DSA_Laminate Flooring,1342,16/10/23
11,65,11,0,353783484,0,0.636363636,7,5.909090909,DSA_Search,443,16/10/23
4,14,4,0,353783484,0,0.25,1,3.5,FBAd,19,16/10/23
21,204,16,0,353783484,0,0.619047619,13,9.714285714,Geo Fencing | June 2023,2478,16/10/23
82,730,76,0,353783484,0,0.756097561,62,8.902439024,GTA Search,6728,16/10/23
5,34,5,0,353783484,0,1,5,6.8,Laminate Flooring - GTA,289,16/10/23
13,69,12,0,353783484,0,0.615384615,8,5.307692308,Remarketing | Sep 2023,291,16/10/23
62,312,51,0,353783484,0,0.451612903,28,5.032258065,(direct),2138,17/10/23
1,2,1,0,353783484,0,0,0,2,(not set),114,17/10/23
552,3056,513,0,353783484,0,0.668478261,369,5.536231884,(organic),39556,17/10/23
26,132,23,0,353783484,0,0.538461538,14,5.076923077,(referral),2728,17/10/23
1,2,1,0,353783484,0,0,0,2,2122,0,17/10/23
5,21,5,0,353783484,0,0.8,4,4.2,DSA_Laminate Flooring,113,17/10/23
9,91,8,0,353783484,0,0.888888889,8,10.11111111,DSA_Search,607,17/10/23
2,6,2,0,353783484,0,0,0,3,FBAd,0,17/10/23
18,150,17,0,353783484,0,0.722222222,13,8.333333333,Geo Fencing | June 2023,1505,17/10/23
64,596,59,0,353783484,0,0.75,48,9.3125,GTA Search,5030,17/10/23
10,56,10,0,353783484,0,0.7,7,5.6,Laminate Flooring - GTA,1178,17/10/23
7,40,6,0,353783484,0,0.285714286,2,5.714285714,Remarketing | Sep 2023,165,17/10/23
53,331,45,0,353783484,0,0.566037736,30,6.245283019,(direct),2719,18/10/23
4,30,4,0,353783484,0,0,0,7.5,(not set),627,18/10/23
523,2949,485,0,353783484,0,0.634799235,332,5.638623327,(organic),35945,18/10/23
16,102,14,0,353783484,0,0.75,12,6.375,(referral),672,18/10/23
1,3,1,0,353783484,0,0,0,3,DSA_Laminate Flooring,0,18/10/23
12,76,12,0,353783484,0,0.75,9,6.333333333,DSA_Search,356,18/10/23
1,3,1,0,353783484,0,0,0,3,FBAd,0,18/10/23
15,211,14,0,353783484,0,0.866666667,13,14.06666667,Geo Fencing | June 2023,4549,18/10/23
67,537,62,0,353783484,0,0.611940299,41,8.014925373,GTA Search,4443,18/10/23
14,56,13,0,353783484,0,0.428571429,6,4,Laminate Flooring - GTA,250,18/10/23
12,86,12,0,353783484,0,0.666666667,8,7.166666667,Remarketing | Sep 2023,497,18/10/23
45,270,40,0,353783484,0,0.422222222,19,6,(direct),2348,19/10/23
4,17,4,0,353783484,0,0,0,4.25,(not set),600,19/10/23
541,2951,496,0,353783484,0,0.661737523,358,5.454713494,(organic),35189,19/10/23
12,67,12,0,353783484,0,0.916666667,11,5.583333333,(referral),505,19/10/23
5,48,5,0,353783484,0,0.8,4,9.6,DSA_Laminate Flooring,271,19/10/23
15,92,14,0,353783484,0,0.466666667,7,6.133333333,DSA_Search,364,19/10/23
5,15,5,0,353783484,0,0,0,3,FBAd,0,19/10/23
17,205,15,0,353783484,0,0.705882353,12,12.05882353,Geo Fencing | June 2023,1862,19/10/23
