sessions,eventcount,totalusers,conversions,property_id,totalrevenue,engagementrate,engagedsessions,eventspersession,sessioncampaignname,userengagementduration,date
4,12,4,0,353783484,0,0.25,1,3,(not set),4,31/01/24
571,3698,537,0,353783484,0,0.716287215,409,6.476357268,(organic),42189,31/01/24
16,90,16,0,353783484,0,0.4375,7,5.625,(referral),720,31/01/24
3,15,2,0,353783484,0,0.666666667,2,5,DSA_Laminate Flooring,30,31/01/24
2,6,2,0,353783484,0,0,0,3,FBAd,0,31/01/24
2,31,2,0,353783484,0,1,2,15.5,Geo Fencing | June 2023,406,31/01/24
76,684,68,0,353783484,0,0.723684211,55,9,GTA Search,7474,31/01/24
5,46,5,0,353783484,0,0.6,3,9.2,Laminate Flooring - GTA,1024,31/01/24
25,144,17,0,353783484,0,0.44,11,5.76,Remarketing | Sep 2023,1529,31/01/24
61,537,57,0,353783484,0,0.426229508,26,8.803278689,(direct),3872,01/02/24
19,123,18,0,353783484,0,0,0,6.473684211,(not set),340,01/02/24
542,3730,505,0,353783484,0,0.691881919,375,6.881918819,(organic),34296,01/02/24
28,103,28,0,353783484,0,0.25,7,3.678571429,(referral),285,01/02/24
1,3,1,0,353783484,0,0,0,3,2122,0,01/02/24
1,3,1,0,353783484,0,0,0,3,All Product,0,01/02/24
3,42,3,0,353783484,0,1,3,14,DSA_Laminate Flooring,350,01/02/24
10,30,10,0,353783484,0,0,0,3,FBAd,0,01/02/24
1,20,1,0,353783484,0,1,1,20,Geo Fencing | June 2023,170,01/02/24
48,373,45,0,353783484,0,0.729166667,35,7.770833333,GTA Search,3952,01/02/24
6,54,6,0,353783484,0,1,6,9,Laminate Flooring - GTA,561,01/02/24
16,204,15,0,353783484,0,0.625,10,12.75,Remarketing | Sep 2023,1701,01/02/24
109,578,96,0,353783484,0,0.394495413,43,5.302752294,(direct),3645,02/02/24
15,44,15,0,353783484,0,0.066666667,1,2.933333333,(not set),79,02/02/24
565,2986,537,0,353783484,0,0.67079646,379,5.284955752,(organic),40149,02/02/24
42,288,41,0,353783484,0,0.30952381,13,6.857142857,(referral),2826,02/02/24
4,51,4,0,353783484,0,1,4,12.75,DSA_Laminate Flooring,814,02/02/24
3,9,3,0,353783484,0,0,0,3,FBAd,0,02/02/24
3,22,2,0,353783484,0,0.333333333,1,7.333333333,Geo Fencing | June 2023,94,02/02/24
66,558,58,0,353783484,0,0.696969697,46,8.454545455,GTA Search,4943,02/02/24
7,70,6,0,353783484,0,0.714285714,5,10,Laminate Flooring - GTA,874,02/02/24
27,328,20,0,353783484,0,0.592592593,16,12.14814815,Remarketing | Sep 2023,2748,02/02/24
119,619,114,0,353783484,0,0.327731092,39,5.201680672,(direct),4417,03/02/24
17,56,16,0,353783484,0,0,0,3.294117647,(not set),434,03/02/24
621,3381,581,0,353783484,0,0.702093398,436,5.444444444,(organic),45289,03/02/24
43,248,43,0,353783484,0,0.302325581,13,5.76744186,(referral),895,03/02/24
2,8,2,0,353783484,0,0,0,4,All Product,12,03/02/24
1,11,1,0,353783484,0,1,1,11,DSA_Search,53,03/02/24
4,12,4,0,353783484,0,0,0,3,FBAd,0,03/02/24
4,78,4,0,353783484,0,1,4,19.5,Geo Fencing | June 2023,917,03/02/24
55,543,51,0,353783484,0,0.727272727,40,9.872727273,GTA Search,5121,03/02/24
7,104,7,0,353783484,0,1,7,14.85714286,Laminate Flooring - GTA,1033,03/02/24
17,150,16,0,353783484,0,0.764705882,13,8.823529412,Remarketing | Sep 2023,823,03/02/24
135,711,131,0,353783484,0,0.251851852,34,5.266666667,(direct),8486,04/02/24
15,47,15,0,353783484,0,0.133333333,2,3.133333333,(not set),172,04/02/24
654,3238,608,0,353783484,0,0.639143731,418,4.951070336,(organic),42039,04/02/24
35,150,35,0,353783484,0,0.314285714,11,4.285714286,(referral),512,04/02/24
2,10,2,0,353783484,0,0.5,1,5,All Product,35,04/02/24
2,15,2,0,353783484,0,1,2,7.5,DSA_Laminate Flooring,46,04/02/24
2,6,2,0,353783484,0,0,0,3,FBAd,0,04/02/24
55,504,53,0,353783484,0,0.709090909,39,9.163636364,GTA Search,6783,04/02/24
9,158,7,0,353783484,0,0.777777778,7,17.55555556,Laminate Flooring - GTA,1590,04/02/24
17,313,15,0,353783484,0,0.647058824,11,18.41176471,Remarketing | Sep 2023,3367,04/02/24
161,627,159,0,353783484,0,0.173913043,28,3.894409938,(direct),1952,05/02/24
19,56,19,0,353783484,0,0,0,2.947368421,(not set),0,05/02/24
632,3782,586,0,353783484,0,0.707278481,447,5.984177215,(organic),44224,05/02/24
26,160,26,0,353783484,0,0.346153846,9,6.153846154,(referral),1205,05/02/24
3,9,3,0,353783484,0,0.333333333,1,3,All Product,17,05/02/24
5,157,2,0,353783484,0,1,5,31.4,DSA_Laminate Flooring,391,05/02/24
19,57,19,0,353783484,0,0,0,3,FBAd,0,05/02/24
4,54,4,0,353783484,0,0.5,2,13.5,Geo Fencing | June 2023,695,05/02/24
82,780,72,0,353783484,0,0.707317073,58,9.512195122,GTA Search,8679,05/02/24
9,51,9,0,353783484,0,0.777777778,7,5.666666667,Laminate Flooring - GTA,478,05/02/24
24,279,21,0,353783484,0,0.666666667,16,11.625,Remarketing | Sep 2023,2235,05/02/24
136,546,134,0,353783484,0,0.183823529,25,4.014705882,(direct),5678,06/02/24
7,18,7,0,353783484,0,0,0,2.571428571,(not set),28,06/02/24
585,3229,542,0,353783484,0,0.697435897,408,5.51965812,(organic),38356,06/02/24
46,269,43,0,353783484,0,0.239130435,11,5.847826087,(referral),2541,06/02/24
3,16,3,0,353783484,0,0.666666667,2,5.333333333,All Product,61,06/02/24
1,16,1,0,353783484,0,1,1,16,DSA_Laminate Flooring,11,06/02/24
1,3,1,0,353783484,0,0,0,3,DSA_Search,0,06/02/24
14,42,14,0,353783484,0,0,0,3,FBAd,0,06/02/24
1,2,1,0,353783484,0,0,0,2,Geo Fencing | June 2023,0,06/02/24
71,608,65,0,353783484,0,0.845070423,60,8.563380282,GTA Search,6486,06/02/24
10,107,8,0,353783484,0,0.9,9,10.7,Laminate Flooring - GTA,756,06/02/24
24,175,18,0,353783484,0,0.583333333,14,7.291666667,Remarketing | Sep 2023,1446,06/02/24
180,843,171,0,353783484,0,0.266666667,48,4.683333333,(direct),5471,07/02/24
24,73,21,0,353783484,0,0.083333333,2,3.041666667,(not set),401,07/02/24
589,3263,544,0,353783484,0,0.658743633,388,5.539898132,(organic),37718,07/02/24
37,214,37,0,353783484,0,0.297297297,11,5.783783784,(referral),1157,07/02/24
3,11,3,0,353783484,0,0.666666667,2,3.666666667,All Product,75,07/02/24
11,33,11,0,353783484,0,0,0,3,FBAd,0,07/02/24
2,6,1,0,353783484,0,0.5,1,3,Geo Fencing | June 2023,8,07/02/24
67,544,61,0,353783484,0,0.791044776,53,8.119402985,GTA Search,4567,07/02/24
6,34,6,0,353783484,0,0.666666667,4,5.666666667,Laminate Flooring - GTA,364,07/02/24
23,192,20,0,353783484,0,0.695652174,16,8.347826087,Remarketing | Sep 2023,2551,07/02/24
159,683,156,0,353783484,0,0.245283019,39,4.295597484,(direct),4645,08/02/24
16,44,16,0,353783484,0,0.125,2,2.75,(not set),41,08/02/24
597,3563,545,0,353783484,0,0.675041876,403,5.968174204,(organic),43407,08/02/24
39,181,39,0,353783484,0,0.333333333,13,4.641025641,(referral),706,08/02/24
3,9,3,0,353783484,0,0,0,3,6.47351E+12,0,08/02/24
1,4,1,0,353783484,0,0,0,4,All Product,6,08/02/24
9,53,6,0,353783484,0,0.444444444,4,5.888888889,DSA_Laminate Flooring,275,08/02/24
6,18,6,0,353783484,0,0,0,3,FBAd,0,08/02/24
2,60,2,0,353783484,0,1,2,30,Geo Fencing | June 2023,619,08/02/24
59,622,48,0,353783484,0,0.694915254,41,10.54237288,GTA Search,5886,08/02/24
8,116,8,0,353783484,0,1,8,14.5,Laminate Flooring - GTA,1837,08/02/24
22,194,17,0,353783484,0,0.636363636,14,8.818181818,Remarketing | Sep 2023,2491,08/02/24
131,681,126,0,353783484,0,0.351145038,46,5.198473282,(direct),4800,09/02/24
48,134,47,0,353783484,0,0.0625,3,2.791666667,(not set),1448,09/02/24
513,2682,478,0,353783484,0,0.674463938,346,5.228070175,(organic),32509,09/02/24
22,92,22,0,353783484,0,0.318181818,7,4.181818182,(referral),332,09/02/24
1,3,1,0,353783484,0,0,0,3,2122,0,09/02/24
30,86,30,0,353783484,0,0.033333333,1,2.866666667,6.47351E+12,87,09/02/24
2,4,2,0,353783484,0,0,0,2,DSA_Laminate Flooring,0,09/02/24
8,23,8,0,353783484,0,0,0,2.875,FBAd,0,09/02/24
67,482,60,0,353783484,0,0.701492537,47,7.194029851,GTA Search,3096,09/02/24
7,50,6,0,353783484,0,1,7,7.142857143,Laminate Flooring - GTA,416,09/02/24
27,320,20,0,353783484,0,0.62962963,17,11.85185185,Remarketing | Sep 2023,3241,09/02/24
67,402,67,0,353783484,0,0.402985075,27,6,(direct),2566,10/02/24
31,90,30,0,353783484,0,0.064516129,2,2.903225806,(not set),31,10/02/24
588,3160,560,0,353783484,0,0.693877551,408,5.37414966,(organic),36788,10/02/24
14,117,12,0,353783484,0,0.5,7,8.357142857,(referral),851,10/02/24
33,100,33,0,353783484,0,0.090909091,3,3.03030303,6.47351E+12,22,10/02/24
8,62,5,0,353783484,0,0.75,6,7.75,DSA_Laminate Flooring,393,10/02/24
16,48,16,0,353783484,0,0,0,3,FBAd,0,10/02/24
1,14,1,0,353783484,0,1,1,14,Geo Fencing | June 2023,116,10/02/24
70,686,66,0,353783484,0,0.671428571,47,9.8,GTA Search,8127,10/02/24
7,54,7,0,353783484,0,0.714285714,5,7.714285714,Laminate Flooring - GTA,401,10/02/24
17,258,15,0,353783484,0,0.764705882,13,15.17647059,Remarketing | Sep 2023,1909,10/02/24
57,336,51,0,353783484,0,0.421052632,24,5.894736842,(direct),3755,11/02/24
40,115,39,0,353783484,0,0,0,2.875,(not set),0,11/02/24
508,2478,485,0,353783484,0,0.645669291,328,4.877952756,(organic),33135,11/02/24
10,63,10,0,353783484,0,0.6,6,6.3,(referral),184,11/02/24
1,4,1,0,353783484,0,0,0,4,2122,2,11/02/24
29,86,29,0,353783484,0,0.068965517,2,2.965517241,6.47351E+12,52,11/02/24
1,16,1,0,353783484,0,1,1,16,DSA_Laminate Flooring,156,11/02/24
9,27,9,0,353783484,0,0,0,3,FBAd,0,11/02/24
1,2,1,0,353783484,0,0,0,2,Geo Fencing | June 2023,0,11/02/24
51,654,46,0,353783484,0,0.705882353,36,12.82352941,GTA Search,5081,11/02/24
7,85,6,0,353783484,0,0.857142857,6,12.14285714,Laminate Flooring - GTA,977,11/02/24
12,135,11,0,353783484,0,0.666666667,8,11.25,Remarketing | Sep 2023,786,11/02/24
69,584,65,0,353783484,0,0.52173913,36,8.463768116,(direct),3546,12/02/24
41,122,40,0,353783484,0,0.024390244,1,2.975609756,(not set),10,12/02/24
575,3851,527,0,353783484,0,0.71826087,413,6.697391304,(organic),44880,12/02/24
21,212,20,0,353783484,0,0.619047619,13,10.0952381,(referral),921,12/02/24
34,99,32,0,353783484,0,0.088235294,3,2.911764706,6.47351E+12,24,12/02/24
5,79,4,0,353783484,0,0.8,4,15.8,DSA_Laminate Flooring,1257,12/02/24
9,27,9,0,353783484,0,0,0,3,FBAd,0,12/02/24
62,622,55,0,353783484,0,0.677419355,42,10.03225807,GTA Search,5023,12/02/24
11,54,9,0,353783484,0,0.545454545,6,4.909090909,Laminate Flooring - GTA,491,12/02/24
37,531,32,0,353783484,0,0.837837838,31,14.35135135,Remarketing | Sep 2023,3791,12/02/24
66,342,58,0,353783484,0,0.53030303,35,5.181818182,(direct),3382,13/02/24
29,84,28,0,353783484,0,0.034482759,1,2.896551724,(not set),257,13/02/24
599,3568,553,0,353783484,0,0.652754591,391,5.956594324,(organic),38691,13/02/24
29,183,23,0,353783484,0,0.689655172,20,6.310344828,(referral),1151,13/02/24
29,86,29,0,353783484,0,0.103448276,3,2.965517241,6.47351E+12,63,13/02/24
1,3,1,0,353783484,0,0,0,3,DSA_Laminate Flooring,0,13/02/24
14,42,14,0,353783484,0,0,0,3,FBAd,0,13/02/24
1,3,1,0,353783484,0,0,0,3,Geo Fencing | June 2023,0,13/02/24
68,660,63,0,353783484,0,0.735294118,50,9.705882353,GTA Search,6116,13/02/24
3,16,3,0,353783484,0,1,3,5.333333333,Laminate Flooring - GTA,69,13/02/24
40,337,31,0,353783484,0,0.775,31,8.425,Remarketing | Sep 2023,2546,13/02/24
61,551,59,0,353783484,0,0.655737705,40,9.032786885,(direct),5777,14/02/24
33,95,32,0,353783484,0,0.03030303,1,2.878787879,(not set),51,14/02/24
508,3060,480,0,353783484,0,0.677165354,344,6.023622047,(organic),39319,14/02/24
12,68,12,0,353783484,0,0.75,9,5.666666667,(referral),682,14/02/24
34,109,34,0,353783484,0,0.176470588,6,3.205882353,6.47351E+12,41,14/02/24
4,65,4,0,353783484,0,0.5,2,16.25,DSA_Laminate Flooring,339,14/02/24
8,24,8,0,353783484,0,0,0,3,FBAd,0,14/02/24
1,5,1,0,353783484,0,1,1,5,Geo Fencing | June 2023,22,14/02/24
77,779,68,0,353783484,0,0.714285714,55,10.11688312,GTA Search,6555,14/02/24
6,40,6,0,353783484,0,0.833333333,5,6.666666667,Laminate Flooring - GTA,571,14/02/24
18,186,16,0,353783484,0,0.666666667,12,10.33333333,Remarketing | Sep 2023,1561,14/02/24
66,543,53,0,353783484,0,0.696969697,46,8.227272727,(direct),5347,15/02/24
45,132,42,0,353783484,0,0.088888889,4,2.933333333,(not set),308,15/02/24
500,3643,469,0,353783484,0,0.704,352,7.286,(organic),39270,15/02/24
14,158,14,0,353783484,0,0.714285714,10,11.28571429,(referral),951,15/02/24
42,142,42,0,353783484,0,0.19047619,8,3.380952381,6.47351E+12,496,15/02/24
2,22,2,0,353783484,0,1,2,11,DSA_Laminate Flooring,99,15/02/24
1,8,1,0,353783484,0,1,1,8,DSA_Search,27,15/02/24
3,9,3,0,353783484,0,0,0,3,FBAd,0,15/02/24
4,90,3,0,353783484,0,1,4,22.5,Geo Fencing | June 2023,881,15/02/24
56,468,53,0,353783484,0,0.803571429,45,8.357142857,GTA Search,4332,15/02/24
5,21,5,0,353783484,0,0.8,4,4.2,Laminate Flooring - GTA,152,15/02/24
29,261,23,0,353783484,0,0.551724138,16,9,Remarketing | Sep 2023,1609,15/02/24
75,416,65,0,353783484,0,0.466666667,35,5.546666667,(direct),3081,16/02/24
52,147,48,0,353783484,0,0.019230769,1,2.826923077,(not set),10,16/02/24
533,2889,506,0,353783484,0,0.660412758,352,5.420262664,(organic),35539,16/02/24
19,140,18,0,353783484,0,0.684210526,13,7.368421053,(referral),661,16/02/24
1,3,1,0,353783484,0,0,0,3,2122,0,16/02/24
31,97,31,0,353783484,0,0.064516129,2,3.129032258,6.47351E+12,61,16/02/24
2,26,2,0,353783484,0,1,2,13,DSA_Laminate Flooring,239,16/02/24
12,36,12,0,353783484,0,0,0,3,FBAd,0,16/02/24
66,531,58,0,353783484,0,0.727272727,48,8.045454545,GTA Search,4224,16/02/24
4,38,4,0,353783484,0,0.75,3,9.5,Laminate Flooring - GTA,644,16/02/24
22,163,18,0,353783484,0,0.590909091,13,7.409090909,Remarketing | Sep 2023,1283,16/02/24
59,398,57,0,353783484,0,0.474576271,28,6.745762712,(direct),2820,17/02/24
55,167,52,0,353783484,0,0.018181818,1,3.036363636,(not set),135,17/02/24
589,3797,566,0,353783484,0,0.696095076,410,6.446519525,(organic),52338,17/02/24
14,138,14,0,353783484,0,0.785714286,11,9.857142857,(referral),1376,17/02/24
1,3,1,0,353783484,0,0,0,3,2122,0,17/02/24
26,74,26,0,353783484,0,0,0,2.846153846,6.47351E+12,0,17/02/24
3,16,3,0,353783484,0,0.666666667,2,5.333333333,DSA_Laminate Flooring,71,17/02/24
4,12,4,0,353783484,0,0,0,3,FBAd,0,17/02/24
4,23,3,0,353783484,0,0.75,3,5.75,Geo Fencing | June 2023,63,17/02/24
70,581,63,0,353783484,0,0.728571429,51,8.3,GTA Search,4630,17/02/24
7,73,7,0,353783484,0,0.571428571,4,10.42857143,Laminate Flooring - GTA,532,17/02/24
17,233,15,0,353783484,0,0.823529412,14,13.70588235,Remarketing | Sep 2023,2717,17/02/24
43,348,38,0,353783484,0,0.465116279,20,8.093023256,(direct),3416,18/02/24
52,155,50,0,353783484,0,0.038461538,2,2.980769231,(not set),6,18/02/24
595,2794,564,0,353783484,0,0.682352941,406,4.695798319,(organic),33766,18/02/24
7,28,7,0,353783484,0,0.285714286,2,4,(referral),123,18/02/24
1,4,1,0,353783484,0,0,0,4,2122,2,18/02/24
28,82,28,0,353783484,0,0.035714286,1,2.928571429,6.47351E+12,14,18/02/24
3,12,3,0,353783484,0,0.666666667,2,4,DSA_Laminate Flooring,82,18/02/24
3,9,3,0,353783484,0,0,0,3,FBAd,0,18/02/24
65,767,62,0,353783484,0,0.892307692,58,11.8,GTA Search,6058,18/02/24
8,44,8,0,353783484,0,0.75,6,5.5,Laminate Flooring - GTA,485,18/02/24
17,218,15,0,353783484,0,0.705882353,12,12.82352941,Remarketing | Sep 2023,2711,18/02/24
59,521,57,0,353783484,0,0.627118644,37,8.830508475,(direct),5200,19/02/24
64,184,61,0,353783484,0,0.03125,2,2.875,(not set),392,19/02/24
633,3448,587,0,353783484,0,0.70300158,445,5.447077409,(organic),43967,19/02/24
17,201,15,0,353783484,0,0.588235294,10,11.82352941,(referral),2458,19/02/24
30,94,29,0,353783484,0,0.066666667,2,3.133333333,6.47351E+12,101,19/02/24
3,31,3,0,353783484,0,0.666666667,2,10.33333333,DSA_Laminate Flooring,462,19/02/24
1,3,1,0,353783484,0,0,0,3,FBAd,0,19/02/24
58,575,53,0,353783484,0,0.775862069,45,9.913793103,GTA Search,5920,19/02/24
8,116,8,0,353783484,0,1,8,14.5,Laminate Flooring - GTA,1086,19/02/24
29,342,25,0,353783484,0,0.75862069,22,11.79310345,Remarketing | Sep 2023,2720,19/02/24
48,438,45,0,353783484,0,0.5,24,9.125,(direct),4567,20/02/24
45,132,42,0,353783484,0,0.133333333,6,2.933333333,(not set),153,20/02/24
598,3038,568,0,353783484,0,0.660535117,395,5.080267559,(organic),36676,20/02/24
22,198,20,0,353783484,0,0.681818182,15,9,(referral),1010,20/02/24
1,4,1,0,353783484,0,1,1,4,2122,66,20/02/24
30,88,30,0,353783484,0,0.066666667,2,2.933333333,6.47351E+12,83,20/02/24
8,60,8,0,353783484,0,0.625,5,7.5,DSA_Laminate Flooring,464,20/02/24
9,27,9,0,353783484,0,0,0,3,FBAd,0,20/02/24
3,27,2,0,353783484,0,0.333333333,1,9,Geo Fencing | June 2023,391,20/02/24
64,647,61,0,353783484,0,0.84375,54,10.109375,GTA Search,7625,20/02/24
6,46,5,0,353783484,0,0.833333333,5,7.666666667,Laminate Flooring - GTA,367,20/02/24
43,481,37,0,353783484,0,0.674418605,29,11.18604651,Remarketing | Sep 2023,4668,20/02/24
100,468,92,0,353783484,0,0.37,37,4.68,(direct),3371,21/02/24
16,53,15,0,353783484,0,0.0625,1,3.3125,(not set),1309,21/02/24
583,3271,545,0,353783484,0,0.677530017,395,5.610634648,(organic),43821,21/02/24
31,221,31,0,353783484,0,0.548387097,17,7.129032258,(referral),1562,21/02/24
30,84,29,0,353783484,0,0.033333333,1,2.8,6.47351E+12,0,21/02/24
4,33,4,0,353783484,0,1,4,8.25,DSA_Laminate Flooring,213,21/02/24
6,18,6,0,353783484,0,0,0,3,FBAd,0,21/02/24
5,91,5,0,353783484,0,0.8,4,18.2,Geo Fencing | June 2023,745,21/02/24
84,610,72,0,353783484,0,0.75,63,7.261904762,GTA Search,6119,21/02/24
5,34,5,0,353783484,0,1,5,6.8,Laminate Flooring - GTA,630,21/02/24
20,182,17,0,353783484,0,0.65,13,9.1,Remarketing | Sep 2023,1691,21/02/24
181,986,169,0,353783484,0,0.408839779,74,5.447513812,(direct),8094,22/02/24
42,121,41,0,353783484,0,0,0,2.880952381,(not set),148,22/02/24
490,2779,458,0,353783484,0,0.706122449,346,5.671428571,(organic),34218,22/02/24
14,59,13,0,353783484,0,0.5,7,4.214285714,(referral),208,22/02/24
23,64,22,0,353783484,0,0,0,2.782608696,6.47351E+12,0,22/02/24
3,33,3,0,353783484,0,1,3,11,DSA_Laminate Flooring,290,22/02/24
4,12,4,0,353783484,0,0,0,3,FBAd,0,22/02/24
2,32,2,0,353783484,0,1,2,16,Geo Fencing | June 2023,271,22/02/24
77,661,69,0,353783484,0,0.779220779,60,8.584415584,GTA Search,8596,22/02/24
8,125,7,0,353783484,0,0.75,6,15.625,Laminate Flooring - GTA,3738,22/02/24
20,221,19,0,353783484,0,0.75,15,11.05,Remarketing | Sep 2023,1252,22/02/24
119,882,108,0,353783484,0,0.43697479,52,7.411764706,(direct),6228,23/02/24
30,99,28,0,353783484,0,0.2,6,3.3,(not set),222,23/02/24
549,3277,512,0,353783484,0,0.650273224,357,5.969034608,(organic),40325,23/02/24
17,63,16,0,353783484,0,0.411764706,7,3.705882353,(referral),64,23/02/24
1,3,1,0,353783484,0,0,0,3,2122,0,23/02/24
33,95,32,0,353783484,0,0.060606061,2,2.878787879,6.47351E+12,56,23/02/24
6,69,6,0,353783484,0,1,6,11.5,DSA_Laminate Flooring,704,23/02/24
4,57,4,0,353783484,0,0.75,3,14.25,Geo Fencing | June 2023,469,23/02/24
68,609,55,0,353783484,0,0.705882353,48,8.955882353,GTA Search,5824,23/02/24
7,74,6,0,353783484,0,0.714285714,5,10.57142857,Laminate Flooring - GTA,2413,23/02/24
32,337,23,0,353783484,0,0.6875,22,10.53125,Remarketing | Sep 2023,2839,23/02/24
172,938,166,0,353783484,0,0.313953488,54,5.453488372,(direct),5064,24/02/24
26,86,26,0,353783484,0,0.038461538,1,3.307692308,(not set),51,24/02/24
638,3483,593,0,353783484,0,0.672413793,429,5.459247649,(organic),36554,24/02/24
23,107,22,0,353783484,0,0.47826087,11,4.652173913,(referral),296,24/02/24
35,107,35,0,353783484,0,0.057142857,2,3.057142857,6.47351E+12,29,24/02/24
1,3,1,0,353783484,0,0,0,3,DSA_Laminate Flooring,2,24/02/24
1,10,1,0,353783484,0,1,1,10,DSA_Search,10,24/02/24
5,15,5,0,353783484,0,0,0,3,FBAd,0,24/02/24
3,121,2,0,353783484,0,1,3,40.33333333,Geo Fencing | June 2023,2262,24/02/24
62,495,56,0,353783484,0,0.725806452,45,7.983870968,GTA Search,4129,24/02/24
5,22,5,0,353783484,0,0.6,3,4.4,Laminate Flooring - GTA,157,24/02/24
27,366,22,0,353783484,0,0.777777778,21,13.55555556,Remarketing | Sep 2023,2277,24/02/24
126,628,122,0,353783484,0,0.301587302,38,4.984126984,(direct),4007,25/02/24
23,69,22,0,353783484,0,0.086956522,2,3,(not set),105,25/02/24
675,3613,630,0,353783484,0,0.656296296,443,5.352592593,(organic),44058,25/02/24
25,157,24,0,353783484,0,0.52,13,6.28,(referral),874,25/02/24
37,110,36,0,353783484,0,0.081081081,3,2.972972973,6.47351E+12,1,25/02/24
1,3,1,0,353783484,0,1,1,3,DSA_Laminate Flooring,31,25/02/24
5,14,4,0,353783484,0,0.2,1,2.8,FBAd,0,25/02/24
2,15,1,0,353783484,0,0.5,1,7.5,Geo Fencing | June 2023,501,25/02/24
59,780,55,0,353783484,0,0.694915254,41,13.22033898,GTA Search,9557,25/02/24
5,31,5,0,353783484,0,0.8,4,6.2,Laminate Flooring - GTA,108,25/02/24
16,255,13,0,353783484,0,0.5625,9,15.9375,Remarketing | Sep 2023,3453,25/02/24
100,621,86,0,353783484,0,0.43,43,6.21,(direct),4145,26/02/24
9,29,9,0,353783484,0,0,0,3.222222222,(not set),54,26/02/24
685,3848,635,0,353783484,0,0.686131387,470,5.617518248,(organic),45937,26/02/24
27,173,23,0,353783484,0,0.518518519,14,6.407407407,(referral),718,26/02/24
21,63,21,0,353783484,0,0.095238095,2,3,6.47351E+12,97,26/02/24
7,64,6,0,353783484,0,0.285714286,2,9.142857143,DSA_Laminate Flooring,404,26/02/24
4,12,4,0,353783484,0,0,0,3,FBAd,0,26/02/24
4,35,3,0,353783484,0,0.75,3,8.75,Geo Fencing | June 2023,191,26/02/24
73,688,68,0,353783484,0,0.767123288,56,9.424657534,GTA Search,5593,26/02/24
9,42,9,0,353783484,0,0.555555556,5,4.666666667,Laminate Flooring - GTA,226,26/02/24
43,358,32,0,353783484,0,0.488372093,21,8.325581395,Remarketing | Sep 2023,3124,26/02/24
57,501,48,0,353783484,0,0.561403509,32,8.789473684,(direct),4338,27/02/24
8,2588,87,0,353783484,0,0.125,1,323.5,(not set),42947,27/02/24
608,3190,549,0,353783484,0,0.652960526,397,5.246710526,(organic),38365,27/02/24
16,120,13,0,353783484,0,0.625,10,7.5,(referral),5478,27/02/24
1,4,1,0,353783484,0,0,0,4,2122,4,27/02/24
45,140,44,0,353783484,0,0.066666667,3,3.111111111,6.47351E+12,154,27/02/24
4,20,3,0,353783484,0,0.5,2,5,DSA_Laminate Flooring,184,27/02/24
1,24,1,0,353783484,0,1,1,24,DSA_Search,104,27/02/24
7,21,7,0,353783484,0,0,0,3,FBAd,0,27/02/24
2,10,1,0,353783484,0,0.5,1,5,Geo Fencing | June 2023,36,27/02/24
76,747,67,0,353783484,0,0.736842105,56,9.828947368,GTA Search,9478,27/02/24
7,59,7,0,353783484,0,1,7,8.428571429,Laminate Flooring - GTA,430,27/02/24
19,351,17,0,353783484,0,0.736842105,14,18.47368421,Remarketing | Sep 2023,2789,27/02/24
63,567,53,0,353783484,0,0.555555556,35,9,(direct),4526,28/02/24
12,33,12,0,353783484,0,0.083333333,1,2.75,(not set),188,28/02/24
625,3679,560,0,353783484,0,0.6656,416,5.8864,(organic),48920,28/02/24
18,226,12,0,353783484,0,0.5,9,12.55555556,(referral),6395,28/02/24
31,114,31,0,353783484,0,0.096774194,3,3.677419355,6.47351E+12,200,28/02/24
4,13,3,0,353783484,0,0.25,1,3.25,DSA_Laminate Flooring,7,28/02/24
4,12,4,0,353783484,0,0,0,3,FBAd,0,28/02/24
4,51,4,0,353783484,0,1,4,12.75,Geo Fencing | June 2023,238,28/02/24
56,628,50,0,353783484,0,0.642857143,36,11.21428571,GTA Search,5744,28/02/24
7,38,5,0,353783484,0,0.428571429,3,5.428571429,Laminate Flooring - GTA,180,28/02/24
23,383,18,0,353783484,0,0.739130435,17,16.65217391,Remarketing | Sep 2023,3298,28/02/24
270,1946,242,0,353783484,0,0.485185185,131,7.207407407,(direct),18297,29/02/24
18,67,18,0,353783484,0,0.055555556,1,3.722222222,(not set),994,29/02/24
559,3095,514,0,353783484,0,0.676207513,378,5.53667263,(organic),38088,29/02/24
15,154,11,0,353783484,0,0.6,9,10.26666667,(referral),990,29/02/24
24,71,24,0,353783484,0,0.083333333,2,2.958333333,6.47351E+12,50,29/02/24
2,7,2,0,353783484,0,0.5,1,3.5,DSA_Laminate Flooring,12,29/02/24
6,18,6,0,353783484,0,0,0,3,FBAd,0,29/02/24
5,64,5,0,353783484,0,0.6,3,12.8,Geo Fencing | June 2023,746,29/02/24
63,758,55,0,353783484,0,0.698412698,44,12.03174603,GTA Search,11917,29/02/24
6,33,5,0,353783484,0,0.5,3,5.5,Laminate Flooring - GTA,144,29/02/24
17,205,15,0,353783484,0,0.882352941,15,12.05882353,Remarketing | Sep 2023,2128,29/02/24
73,416,66,0,353783484,0,0.520547945,38,5.698630137,(direct),2112,01/03/24
14,40,14,0,353783484,0,0,0,2.857142857,(not set),928,01/03/24
572,3371,521,0,353783484,0,0.653846154,374,5.893356643,(organic),49883,01/03/24
9,54,9,0,353783484,0,0.555555556,5,6,(referral),415,01/03/24
