sessions,eventcount,totalusers,conversions,property_id,totalrevenue,engagementrate,engagedsessions,eventspersession,userengagementduration,sessiondefaultchannelgrouping,date
495,2602,465,0,353783484,0,0.646464646,320,5.256565657,30802,Organic Search,09/10/23
18,66,17,0,353783484,0,0.111111111,2,3.666666667,221,Organic Social,09/10/23
97,1014,94,0,353783484,0,0.783505155,76,10.45360825,8592,Paid Search,09/10/23
4,14,4,0,353783484,0,0,0,3.5,64,Unassigned,09/10/23
32,299,25,0,353783484,0,0.5,16,9.34375,2703,Cross-network,10/10/23
70,422,60,0,353783484,0,0.528571429,37,6.028571429,4711,Direct,10/10/23
517,2584,479,0,353783484,0,0.655705996,339,4.998065764,30012,Organic Search,10/10/23
18,109,17,0,353783484,0,0.388888889,7,6.055555556,740,Organic Social,10/10/23
5,76,4,0,353783484,0,0.8,4,15.2,434,Organic Video,10/10/23
96,711,81,0,353783484,0,0.6875,66,7.40625,6523,Paid Search,10/10/23
4,17,4,0,353783484,0,0.75,3,4.25,67,Referral,10/10/23
16,42,16,0,353783484,0,0,0,2.625,292,Unassigned,10/10/23
34,302,27,0,353783484,0,0.617647059,21,8.882352941,2955,Cross-network,11/10/23
61,408,51,0,353783484,0,0.62295082,38,6.68852459,4099,Direct,11/10/23
541,2837,504,0,353783484,0,0.665434381,360,5.243992606,34157,Organic Search,11/10/23
15,46,15,0,353783484,0,0.133333333,2,3.066666667,0,Organic Social,11/10/23
1,10,1,0,353783484,0,1,1,10,380,Organic Video,11/10/23
99,752,91,0,353783484,0,0.696969697,69,7.595959596,7822,Paid Search,11/10/23
2,10,2,0,353783484,0,0.5,1,5,12,Referral,11/10/23
16,46,16,0,353783484,0,0,0,2.875,0,Unassigned,11/10/23
22,154,17,0,353783484,0,0.454545455,10,7,1164,Cross-network,12/10/23
51,255,41,0,353783484,0,0.490196078,25,5,2014,Direct,12/10/23
504,2633,469,0,353783484,0,0.64484127,325,5.224206349,32615,Organic Search,12/10/23
15,46,14,0,353783484,0,0.2,3,3.066666667,0,Organic Social,12/10/23
2,18,2,0,353783484,0,1,2,9,179,Organic Video,12/10/23
80,679,74,0,353783484,0,0.7375,59,8.4875,6702,Paid Search,12/10/23
2,9,2,0,353783484,0,1,2,4.5,88,Referral,12/10/23
8,24,8,0,353783484,0,0.125,1,3,52,Unassigned,12/10/23
19,232,16,0,353783484,0,0.684210526,13,12.21052632,2371,Cross-network,13/10/23
46,238,42,0,353783484,0,0.456521739,21,5.173913043,2539,Direct,13/10/23
505,2681,469,0,353783484,0,0.687128713,347,5.308910891,36101,Organic Search,13/10/23
8,33,8,0,353783484,0,0.125,1,4.125,116,Organic Social,13/10/23
87,535,76,0,353783484,0,0.620689655,54,6.149425287,3715,Paid Search,13/10/23
4,26,4,0,353783484,0,0.75,3,6.5,264,Referral,13/10/23
4,20,4,0,353783484,0,0,0,5,70,Unassigned,13/10/23
17,84,14,0,353783484,0,0.588235294,10,4.941176471,331,Cross-network,14/10/23
42,276,41,0,353783484,0,0.547619048,23,6.571428571,3071,Direct,14/10/23
535,2567,499,0,353783484,0,0.601869159,322,4.798130841,25168,Organic Search,14/10/23
9,33,9,0,353783484,0,0.222222222,2,3.666666667,117,Organic Social,14/10/23
70,698,62,0,353783484,0,0.728571429,51,9.971428571,5953,Paid Search,14/10/23
3,22,3,0,353783484,0,0.666666667,2,7.333333333,215,Referral,14/10/23
1,1,1,0,353783484,0,0,0,1,0,Unassigned,14/10/23
17,190,15,0,353783484,0,0.647058824,11,11.17647059,1487,Cross-network,15/10/23
21,102,17,0,353783484,0,0.428571429,9,4.857142857,1159,Direct,15/10/23
508,2905,479,0,353783484,0,0.68503937,348,5.718503937,38803,Organic Search,15/10/23
17,60,17,0,353783484,0,0.235294118,4,3.529411765,90,Organic Social,15/10/23
74,697,69,0,353783484,0,0.77027027,57,9.418918919,7296,Paid Search,15/10/23
5,18,5,0,353783484,0,0,0,3.6,7,Unassigned,15/10/23
34,273,28,0,353783484,0,0.617647059,21,8.029411765,2769,Cross-network,16/10/23
101,690,92,0,353783484,0,0.603960396,61,6.831683168,7105,Direct,16/10/23
559,3419,510,0,353783484,0,0.66726297,373,6.11627907,39097,Organic Search,16/10/23
15,61,13,0,353783484,0,0.333333333,5,4.066666667,286,Organic Social,16/10/23
2,16,1,0,353783484,0,0.5,1,8,209,Organic Video,16/10/23
108,939,99,0,353783484,0,0.75,81,8.694444444,8802,Paid Search,16/10/23
2,9,2,0,353783484,0,1,2,4.5,86,Referral,16/10/23
7,21,7,0,353783484,0,0.142857143,1,3,101,Unassigned,16/10/23
25,190,23,0,353783484,0,0.6,15,7.6,1670,Cross-network,17/10/23
62,312,51,0,353783484,0,0.451612903,28,5.032258065,2138,Direct,17/10/23
559,3098,519,0,353783484,0,0.669051878,374,5.542039356,40298,Organic Search,17/10/23
17,78,15,0,353783484,0,0.411764706,7,4.588235294,1554,Organic Social,17/10/23
1,2,1,0,353783484,0,0,0,2,0,Organic Video,17/10/23
88,764,82,0,353783484,0,0.761363636,67,8.681818182,6928,Paid Search,17/10/23
2,12,2,0,353783484,0,1,2,6,432,Referral,17/10/23
3,8,3,0,353783484,0,0,0,2.666666667,114,Unassigned,17/10/23
27,297,26,0,353783484,0,0.777777778,21,11,5046,Cross-network,18/10/23
53,331,45,0,353783484,0,0.566037736,30,6.245283019,2719,Direct,18/10/23
526,2969,488,0,353783484,0,0.636882129,335,5.644486692,36150,Organic Search,18/10/23
12,77,10,0,353783484,0,0.666666667,8,6.416666667,427,Organic Social,18/10/23
96,678,90,0,353783484,0,0.583333333,56,7.0625,5049,Paid Search,18/10/23
1,5,1,0,353783484,0,1,1,5,40,Referral,18/10/23
3,27,3,0,353783484,0,0,0,9,627,Unassigned,18/10/23
18,213,16,0,353783484,0,0.722222222,13,11.83333333,1929,Cross-network,19/10/23
45,270,40,0,353783484,0,0.422222222,19,6,2348,Direct,19/10/23
545,2971,500,0,353783484,0,0.666055046,363,5.451376147,35447,Organic Search,19/10/23
6,33,6,0,353783484,0,0.833333333,5,5.5,119,Organic Social,19/10/23
88,772,79,0,353783484,0,0.704545455,62,8.772727273,7067,Paid Search,19/10/23
2,14,2,0,353783484,0,1,2,7,128,Referral,19/10/23
7,26,7,0,353783484,0,0,0,3.714285714,600,Unassigned,19/10/23
26,409,25,0,353783484,0,0.769230769,20,15.73076923,6805,Cross-network,20/10/23
95,482,88,0,353783484,0,0.515789474,49,5.073684211,4373,Direct,20/10/23
505,2518,467,0,353783484,0,0.685148515,346,4.986138614,29848,Organic Search,20/10/23
5,23,5,0,353783484,0,0.4,2,4.6,99,Organic Social,20/10/23
90,883,80,0,353783484,0,0.744444444,67,9.811111111,10487,Paid Search,20/10/23
7,46,4,0,353783484,0,0.428571429,3,6.571428571,121,Referral,20/10/23
4,10,4,0,353783484,0,0,0,2.5,0,Unassigned,20/10/23
13,147,13,0,353783484,0,0.769230769,10,11.30769231,1315,Cross-network,21/10/23
36,248,33,0,353783484,0,0.472222222,17,6.888888889,1715,Direct,21/10/23
472,2349,442,0,353783484,0,0.658898305,311,4.976694915,32561,Organic Search,21/10/23
35,123,35,0,353783484,0,0.2,7,3.514285714,109,Organic Social,21/10/23
1,8,1,0,353783484,0,1,1,8,277,Organic Video,21/10/23
89,703,80,0,353783484,0,0.719101124,64,7.898876404,7930,Paid Search,21/10/23
1,10,1,0,353783484,0,1,1,10,117,Referral,21/10/23
2,6,2,0,353783484,0,0,0,3,0,Unassigned,21/10/23
16,361,15,0,353783484,0,0.875,14,22.5625,3157,Cross-network,22/10/23
75,498,72,0,353783484,0,0.586666667,44,6.64,4333,Direct,22/10/23
438,2205,422,0,353783484,0,0.673515982,295,5.034246575,29156,Organic Search,22/10/23
35,108,35,0,353783484,0,0.057142857,2,3.085714286,7,Organic Social,22/10/23
68,716,60,0,353783484,0,0.647058824,44,10.52941177,6284,Paid Search,22/10/23
4,24,4,0,353783484,0,0.75,3,6,271,Referral,22/10/23
3,7,3,0,353783484,0,0,0,2.333333333,15,Unassigned,22/10/23
20,344,18,0,353783484,0,0.75,15,17.2,2726,Cross-network,23/10/23
69,654,61,0,353783484,0,0.52173913,36,9.47826087,6770,Direct,23/10/23
589,3071,556,0,353783484,0,0.682512733,402,5.213921902,37674,Organic Search,23/10/23
14,52,14,0,353783484,0,0.428571429,6,3.714285714,50,Organic Social,23/10/23
104,968,88,0,353783484,0,0.759615385,79,9.307692308,12416,Paid Search,23/10/23
3,31,2,0,353783484,0,0.666666667,2,10.33333333,326,Referral,23/10/23
5,31,5,0,353783484,0,0,0,6.2,521,Unassigned,23/10/23
25,279,23,0,353783484,0,0.76,19,11.16,1723,Cross-network,24/10/23
72,425,62,0,353783484,0,0.527777778,38,5.902777778,3625,Direct,24/10/23
565,3027,525,0,353783484,0,0.642477876,363,5.357522124,35865,Organic Search,24/10/23
17,53,17,0,353783484,0,0.117647059,2,3.117647059,67,Organic Social,24/10/23
1,3,1,0,353783484,0,0,0,3,0,Organic Video,24/10/23
80,745,75,0,353783484,0,0.675,54,9.3125,6425,Paid Search,24/10/23
1,6,1,0,353783484,0,1,1,6,31,Referral,24/10/23
4,13,4,0,353783484,0,0.5,2,3.25,274,Unassigned,24/10/23
38,419,33,0,353783484,0,0.763157895,29,11.02631579,3407,Cross-network,25/10/23
61,313,56,0,353783484,0,0.524590164,32,5.131147541,2185,Direct,25/10/23
555,3069,509,0,353783484,0,0.654054054,363,5.52972973,33854,Organic Search,25/10/23
22,146,21,0,353783484,0,0.454545455,10,6.636363636,633,Organic Social,25/10/23
1,4,1,0,353783484,0,0,0,4,5,Organic Video,25/10/23
69,669,64,0,353783484,0,0.724637681,50,9.695652174,6923,Paid Search,25/10/23
2,6,2,0,353783484,0,0.5,1,3,5,Referral,25/10/23
8,22,8,0,353783484,0,0,0,2.75,10,Unassigned,25/10/23
23,145,21,0,353783484,0,0.565217391,13,6.304347826,735,Cross-network,26/10/23
55,384,50,0,353783484,0,0.4,22,6.981818182,3076,Direct,26/10/23
530,2896,489,0,353783484,0,0.632075472,335,5.464150943,33715,Organic Search,26/10/23
17,98,17,0,353783484,0,0.647058824,11,5.764705882,694,Organic Social,26/10/23
71,677,67,0,353783484,0,0.788732394,56,9.535211268,4259,Paid Search,26/10/23
3,17,2,0,353783484,0,1,3,5.666666667,159,Referral,26/10/23
8,22,8,0,353783484,0,0,0,2.75,87,Unassigned,26/10/23
33,317,27,0,353783484,0,0.636363636,21,9.606060606,4107,Cross-network,27/10/23
68,349,60,0,353783484,0,0.558823529,38,5.132352941,4342,Direct,27/10/23
498,2711,459,0,353783484,0,0.658634538,328,5.4437751,37465,Organic Search,27/10/23
17,136,17,0,353783484,0,0.411764706,7,8,719,Organic Social,27/10/23
1,4,1,0,353783484,0,0,0,4,1,Organic Video,27/10/23
102,786,90,0,353783484,0,0.696078431,71,7.705882353,8038,Paid Search,27/10/23
1,3,1,0,353783484,0,0,0,3,0,Referral,27/10/23
12,32,12,0,353783484,0,0,0,2.666666667,59,Unassigned,27/10/23
21,205,20,0,353783484,0,0.714285714,15,9.761904762,1253,Cross-network,28/10/23
52,331,48,0,353783484,0,0.557692308,29,6.365384615,2121,Direct,28/10/23
501,2728,455,0,353783484,0,0.656686627,329,5.44510978,36438,Organic Search,28/10/23
17,128,17,0,353783484,0,0.470588235,8,7.529411765,1243,Organic Social,28/10/23
1,4,1,0,353783484,0,1,1,4,51,Organic Video,28/10/23
57,523,53,0,353783484,0,0.789473684,45,9.175438596,4924,Paid Search,28/10/23
1,8,1,0,353783484,0,1,1,8,121,Referral,28/10/23
7,19,7,0,353783484,0,0,0,2.714285714,396,Unassigned,28/10/23
17,200,17,0,353783484,0,0.764705882,13,11.76470588,1002,Cross-network,29/10/23
51,284,48,0,353783484,0,0.470588235,24,5.568627451,2321,Direct,29/10/23
531,2915,494,0,353783484,0,0.672316384,357,5.489642185,40871,Organic Search,29/10/23
17,92,17,0,353783484,0,0.529411765,9,5.411764706,287,Organic Social,29/10/23
39,575,37,0,353783484,0,0.948717949,37,14.74358974,6111,Paid Search,29/10/23
2,14,2,0,353783484,0,0.5,1,7,129,Referral,29/10/23
8,20,8,0,353783484,0,0,0,2.5,261,Unassigned,29/10/23
52,628,38,0,353783484,0,0.576923077,30,12.07692308,7226,Cross-network,30/10/23
64,611,59,0,353783484,0,0.484375,31,9.546875,4199,Direct,30/10/23
558,3432,526,0,353783484,0,0.684587814,382,6.150537634,39363,Organic Search,30/10/23
15,92,15,0,353783484,0,0.466666667,7,6.133333333,826,Organic Social,30/10/23
168,1526,154,0,353783484,0,0.702380952,118,9.083333333,13818,Paid Search,30/10/23
6,36,6,0,353783484,0,0.833333333,5,6,405,Referral,30/10/23
5,65,5,0,353783484,0,0,0,13,279,Unassigned,30/10/23
33,306,24,0,353783484,0,0.454545455,15,9.272727273,3502,Cross-network,31/10/23
77,527,72,0,353783484,0,0.506493506,39,6.844155844,3359,Direct,31/10/23
511,2773,473,0,353783484,0,0.679060665,347,5.426614481,34227,Organic Search,31/10/23
29,152,28,0,353783484,0,0.379310345,11,5.24137931,566,Organic Social,31/10/23
115,916,106,0,353783484,0,0.730434783,84,7.965217391,9590,Paid Search,31/10/23
2,12,2,0,353783484,0,1,2,6,147,Referral,31/10/23
5,64,5,0,353783484,0,0,0,12.8,436,Unassigned,31/10/23
41,462,36,0,353783484,0,0.682926829,28,11.26829268,4529,Cross-network,01/11/23
79,464,72,0,353783484,0,0.569620253,45,5.873417722,3123,Direct,01/11/23
519,2814,479,0,353783484,0,0.624277457,324,5.421965318,30374,Organic Search,01/11/23
27,194,25,0,353783484,0,0.481481481,13,7.185185185,1653,Organic Social,01/11/23
1,3,1,0,353783484,0,0,0,3,0,Organic Video,01/11/23
123,1146,112,0,353783484,0,0.707317073,87,9.317073171,11289,Paid Search,01/11/23
2,5,1,0,353783484,0,0,0,2.5,0,Referral,01/11/23
8,24,8,0,353783484,0,0,0,3,0,Unassigned,01/11/23
34,373,31,0,353783484,0,0.529411765,18,10.97058824,3659,Cross-network,02/11/23
74,435,63,0,353783484,0,0.445945946,33,5.878378378,4420,Direct,02/11/23
480,2471,446,0,353783484,0,0.65625,315,5.147916667,32220,Organic Search,02/11/23
17,76,16,0,353783484,0,0.411764706,7,4.470588235,402,Organic Social,02/11/23
1,3,1,0,353783484,0,0,0,3,0,Organic Video,02/11/23
125,1216,110,0,353783484,0,0.712,89,9.728,12243,Paid Search,02/11/23
8,49,8,0,353783484,0,0.875,7,6.125,1391,Referral,02/11/23
6,19,6,0,353783484,0,0,0,3.166666667,148,Unassigned,02/11/23
26,260,18,0,353783484,0,0.615384615,16,10,2506,Cross-network,03/11/23
86,530,75,0,353783484,0,0.488372093,42,6.162790698,3673,Direct,03/11/23
557,2906,513,0,353783484,0,0.696588869,388,5.217235189,34467,Organic Search,03/11/23
24,146,23,0,353783484,0,0.291666667,7,6.083333333,1124,Organic Social,03/11/23
130,1221,118,0,353783484,0,0.692307692,90,9.392307692,10750,Paid Search,03/11/23
4,15,4,0,353783484,0,0.5,2,3.75,809,Referral,03/11/23
7,20,7,0,353783484,0,0,0,2.857142857,78,Unassigned,03/11/23
32,296,30,0,353783484,0,0.625,20,9.25,2189,Cross-network,04/11/23
84,578,78,0,353783484,0,0.535714286,45,6.880952381,5477,Direct,04/11/23
527,2856,496,0,353783484,0,0.673624288,355,5.419354839,36790,Organic Search,04/11/23
32,215,32,0,353783484,0,0.28125,9,6.71875,1547,Organic Social,04/11/23
98,808,89,0,353783484,0,0.663265306,65,8.244897959,7990,Paid Search,04/11/23
2,10,2,0,353783484,0,1,2,5,793,Referral,04/11/23
5,13,5,0,353783484,0,0,0,2.6,107,Unassigned,04/11/23
18,153,15,0,353783484,0,0.611111111,11,8.5,1648,Cross-network,05/11/23
66,361,64,0,353783484,0,0.439393939,29,5.46969697,2794,Direct,05/11/23
514,2817,486,0,353783484,0,0.688715953,354,5.480544747,37891,Organic Search,05/11/23
12,52,12,0,353783484,0,0.5,6,4.333333333,306,Organic Social,05/11/23
74,888,68,0,353783484,0,0.689189189,51,12,8121,Paid Search,05/11/23
1,14,1,0,353783484,0,1,1,14,113,Referral,05/11/23
10,27,10,0,353783484,0,0,0,2.7,265,Unassigned,05/11/23
41,478,32,0,353783484,0,0.658536585,27,11.65853659,4684,Cross-network,06/11/23
85,431,74,0,353783484,0,0.411764706,35,5.070588235,2738,Direct,06/11/23
603,3408,559,0,353783484,0,0.693200663,418,5.651741294,39238,Organic Search,06/11/23
22,91,22,0,353783484,0,0.227272727,5,4.136363636,288,Organic Social,06/11/23
80,532,73,0,353783484,0,0.7,56,6.65,3297,Paid Search,06/11/23
3,43,3,0,353783484,0,1,3,14.33333333,552,Referral,06/11/23
5,48,5,0,353783484,0,0,0,9.6,439,Unassigned,06/11/23
38,554,30,0,353783484,0,0.710526316,27,14.57894737,5598,Cross-network,07/11/23
54,329,52,0,353783484,0,0.37037037,20,6.092592593,2616,Direct,07/11/23
562,2943,520,0,353783484,0,0.631672598,355,5.236654804,34811,Organic Search,07/11/23
25,105,24,0,353783484,0,0.24,6,4.2,674,Organic Social,07/11/23
94,816,85,0,353783484,0,0.659574468,62,8.680851064,8566,Paid Search,07/11/23
3,20,3,0,353783484,0,1,3,6.666666667,302,Referral,07/11/23
2,4,2,0,353783484,0,0,0,2,131,Unassigned,07/11/23
29,413,23,0,353783484,0,0.75862069,22,14.24137931,3451,Cross-network,08/11/23
90,451,87,0,353783484,0,0.422222222,38,5.011111111,3535,Direct,08/11/23
534,2939,496,0,353783484,0,0.666666667,356,5.503745318,39292,Organic Search,08/11/23
20,71,20,0,353783484,0,0.1,2,3.55,103,Organic Social,08/11/23
1,4,1,0,353783484,0,0,0,4,2,Organic Video,08/11/23
96,844,88,0,353783484,0,0.729166667,70,8.791666667,6942,Paid Search,08/11/23
4,19,4,0,353783484,0,0.75,3,4.75,126,Referral,08/11/23
7,17,7,0,353783484,0,0,0,2.428571429,714,Unassigned,08/11/23
33,361,30,0,353783484,0,0.575757576,19,10.93939394,3012,Cross-network,09/11/23
77,393,69,0,353783484,0,0.506493506,39,5.103896104,3514,Direct,09/11/23
515,2663,467,0,353783484,0,0.631067961,325,5.170873786,28118,Organic Search,09/11/23
21,92,21,0,353783484,0,0.285714286,6,4.380952381,319,Organic Social,09/11/23
1,6,1,0,353783484,0,1,1,6,38,Organic Video,09/11/23
91,815,79,0,353783484,0,0.67032967,61,8.956043956,10172,Paid Search,09/11/23
1,11,1,0,353783484,0,1,1,11,136,Referral,09/11/23
13,41,13,0,353783484,0,0,0,3.153846154,481,Unassigned,09/11/23
33,345,29,0,353783484,0,0.818181818,27,10.45454546,2533,Cross-network,10/11/23
105,644,99,0,353783484,0,0.438095238,46,6.133333333,5494,Direct,10/11/23
523,3004,486,0,353783484,0,0.638623327,334,5.743785851,40317,Organic Search,10/11/23
23,89,23,0,353783484,0,0.217391304,5,3.869565217,111,Organic Social,10/11/23
92,847,82,0,353783484,0,0.760869565,70,9.206521739,5808,Paid Search,10/11/23
6,18,6,0,353783484,0,0,0,3,0,Unassigned,10/11/23
19,178,14,0,353783484,0,0.684210526,13,9.368421053,1292,Cross-network,11/11/23
61,447,57,0,353783484,0,0.540983607,33,7.327868852,3134,Direct,11/11/23
526,2833,497,0,353783484,0,0.686311787,361,5.385931559,36279,Organic Search,11/11/23
22,73,22,0,353783484,0,0.136363636,3,3.318181818,52,Organic Social,11/11/23
75,553,72,0,353783484,0,0.706666667,53,7.373333333,4786,Paid Search,11/11/23
1,9,1,0,353783484,0,1,1,9,134,Referral,11/11/23
11,33,11,0,353783484,0,0,0,3,0,Unassigned,11/11/23
22,329,20,0,353783484,0,0.727272727,16,14.95454546,2646,Cross-network,12/11/23
62,375,61,0,353783484,0,0.548387097,34,6.048387097,2589,Direct,12/11/23
520,2642,499,0,353783484,0,0.692307692,360,5.080769231,36196,Organic Search,12/11/23
26,95,26,0,353783484,0,0.192307692,5,3.653846154,164,Organic Social,12/11/23
62,606,57,0,353783484,0,0.774193548,48,9.774193548,4623,Paid Search,12/11/23
1,6,1,0,353783484,0,1,1,6,66,Referral,12/11/23
8,20,8,0,353783484,0,0,0,2.5,218,Unassigned,12/11/23
25,295,19,0,353783484,0,0.72,18,11.8,2304,Cross-network,13/11/23
89,585,86,0,353783484,0,0.505617978,45,6.573033708,5498,Direct,13/11/23
600,3283,556,0,353783484,0,0.69,414,5.471666667,42421,Organic Search,13/11/23
19,78,18,0,353783484,0,0.157894737,3,4.105263158,200,Organic Social,13/11/23
103,1033,97,0,353783484,0,0.776699029,80,10.02912621,10377,Paid Search,13/11/23
2,16,2,0,353783484,0,1,2,8,246,Referral,13/11/23
13,37,13,0,353783484,0,0,0,2.846153846,1309,Unassigned,13/11/23
28,307,20,0,353783484,0,0.678571429,19,10.96428571,2190,Cross-network,14/11/23
63,654,54,0,353783484,0,0.555555556,35,10.38095238,4225,Direct,14/11/23
551,2820,520,0,353783484,0,0.664246824,366,5.117967332,37700,Organic Search,14/11/23
18,58,18,0,353783484,0,0.222222222,4,3.222222222,105,Organic Social,14/11/23
1,3,1,0,353783484,0,0,0,3,0,Organic Video,14/11/23
94,705,81,0,353783484,0,0.680851064,64,7.5,5496,Paid Search,14/11/23
1,7,1,0,353783484,0,1,1,7,68,Referral,14/11/23
10,27,10,0,353783484,0,0,0,2.7,225,Unassigned,14/11/23
28,358,26,0,353783484,0,0.75,21,12.78571429,2543,Cross-network,15/11/23
58,323,53,0,353783484,0,0.603448276,35,5.568965517,2884,Direct,15/11/23
544,2932,491,0,353783484,0,0.661764706,360,5.389705882,32452,Organic Search,15/11/23
21,82,21,0,353783484,0,0.142857143,3,3.904761905,293,Organic Social,15/11/23
80,585,66,0,353783484,0,0.6875,55,7.3125,5336,Paid Search,15/11/23
2,22,2,0,353783484,0,1,2,11,56,Referral,15/11/23
13,42,13,0,353783484,0,0.076923077,1,3.230769231,145,Unassigned,15/11/23
22,180,19,0,353783484,0,0.5,11,8.181818182,899,Cross-network,16/11/23
61,351,58,0,353783484,0,0.524590164,32,5.754098361,2370,Direct,16/11/23
481,2491,440,0,353783484,0,0.669438669,322,5.178794179,29513,Organic Search,16/11/23
30,130,27,0,353783484,0,0.366666667,11,4.333333333,422,Organic Social,16/11/23
1,4,1,0,353783484,0,0,0,4,4,Organic Video,16/11/23
71,657,65,0,353783484,0,0.718309859,51,9.253521127,5983,Paid Search,16/11/23
4,23,4,0,353783484,0,0.25,1,5.75,46,Referral,16/11/23
7,26,7,0,353783484,0,0,0,3.714285714,70,Unassigned,16/11/23
33,469,30,0,353783484,0,0.666666667,22,14.21212121,4121,Cross-network,17/11/23
82,438,74,0,353783484,0,0.365853659,30,5.341463415,1924,Direct,17/11/23
470,2476,438,0,353783484,0,0.655319149,308,5.268085106,30337,Organic Search,17/11/23
31,132,31,0,353783484,0,0.290322581,9,4.258064516,543,Organic Social,17/11/23
82,664,74,0,353783484,0,0.658536585,54,8.097560976,5742,Paid Search,17/11/23
5,26,5,0,353783484,0,0.6,3,5.2,225,Referral,17/11/23
14,86,14,0,353783484,0,0,0,6.142857143,1532,Unassigned,17/11/23
18,200,16,0,353783484,0,0.722222222,13,11.11111111,1886,Cross-network,18/11/23
88,536,85,0,353783484,0,0.375,33,6.090909091,4576,Direct,18/11/23
526,2700,484,0,353783484,0,0.676806084,356,5.133079848,35994,Organic Search,18/11/23
23,106,23,0,353783484,0,0.347826087,8,4.608695652,1110,Organic Social,18/11/23
72,528,69,0,353783484,0,0.791666667,57,7.333333333,4372,Paid Search,18/11/23
3,20,3,0,353783484,0,1,3,6.666666667,182,Referral,18/11/23
6,18,6,0,353783484,0,0,0,3,0,Unassigned,18/11/23
27,333,22,0,353783484,0,0.62962963,17,12.33333333,3263,Cross-network,19/11/23
91,505,87,0,353783484,0,0.351648352,32,5.549450549,3292,Direct,19/11/23
485,2429,467,0,353783484,0,0.653608247,317,5.008247423,30657,Organic Search,19/11/23
28,108,28,0,353783484,0,0.285714286,8,3.857142857,242,Organic Social,19/11/23
69,545,60,0,353783484,0,0.724637681,50,7.898550725,4833,Paid Search,19/11/23
1,3,1,0,353783484,0,0,0,3,488,Referral,19/11/23
13,35,13,0,353783484,0,0,0,2.692307692,26,Unassigned,19/11/23
43,751,39,0,353783484,0,0.813953488,35,17.46511628,10654,Cross-network,20/11/23
109,573,104,0,353783484,0,0.422018349,46,5.256880734,2500,Direct,20/11/23
588,3131,531,0,353783484,0,0.661564626,389,5.324829932,36253,Organic Search,20/11/23
33,210,31,0,353783484,0,0.363636364,12,6.363636364,1532,Organic Social,20/11/23
1,4,1,0,353783484,0,0,0,4,1,Organic Video,20/11/23
112,832,103,0,353783484,0,0.678571429,76,7.428571429,6903,Paid Search,20/11/23
7,149,6,0,353783484,0,1,7,21.28571429,1439,Referral,20/11/23
11,29,11,0,353783484,0,0,0,2.636363636,225,Unassigned,20/11/23
50,512,38,0,353783484,0,0.72,36,10.24,4434,Cross-network,21/11/23
106,473,97,0,353783484,0,0.358490566,38,4.462264151,2843,Direct,21/11/23
565,3039,515,0,353783484,0,0.65840708,372,5.378761062,35702,Organic Search,21/11/23
31,102,30,0,353783484,0,0.129032258,4,3.290322581,60,Organic Social,21/11/23
98,821,88,0,353783484,0,0.765306122,75,8.37755102,8733,Paid Search,21/11/23
7,67,6,0,353783484,0,0.857142857,6,9.571428571,401,Referral,21/11/23
8,20,8,0,353783484,0,0,0,2.5,74,Unassigned,21/11/23
35,378,31,0,353783484,0,0.742857143,26,10.8,2526,Cross-network,22/11/23
122,733,115,0,353783484,0,0.352459016,43,6.008196721,5186,Direct,22/11/23
510,2994,473,0,353783484,0,0.690196078,352,5.870588235,36598,Organic Search,22/11/23
25,90,25,0,353783484,0,0.2,5,3.6,234,Organic Social,22/11/23
94,1055,87,0,353783484,0,0.765957447,72,11.22340426,8363,Paid Search,22/11/23
3,19,3,0,353783484,0,0.666666667,2,6.333333333,180,Referral,22/11/23
6,18,6,0,353783484,0,0,0,3,0,Unassigned,22/11/23
27,339,25,0,353783484,0,0.740740741,20,12.55555556,3201,Cross-network,23/11/23
79,551,73,0,353783484,0,0.303797468,24,6.974683544,2821,Direct,23/11/23
438,2393,410,0,353783484,0,0.712328767,312,5.46347032,28700,Organic Search,23/11/23
18,73,18,0,353783484,0,0.277777778,5,4.055555556,172,Organic Social,23/11/23
95,788,87,0,353783484,0,0.663157895,63,8.294736842,8656,Paid Search,23/11/23
1,10,1,0,353783484,0,1,1,10,125,Referral,23/11/23
10,28,10,0,353783484,0,0,0,2.8,7,Unassigned,23/11/23
43,366,35,0,353783484,0,0.651162791,28,8.511627907,4733,Cross-network,24/11/23
91,542,88,0,353783484,0,0.472527473,43,5.956043956,3874,Direct,24/11/23
432,2714,403,0,353783484,0,0.740740741,320,6.282407407,37447,Organic Search,24/11/23
18,90,18,0,353783484,0,0.555555556,10,5,633,Organic Social,24/11/23
91,884,82,0,353783484,0,0.758241758,69,9.714285714,11578,Paid Search,24/11/23
5,33,5,0,353783484,0,0.8,4,6.6,136,Referral,24/11/23
10,29,10,0,353783484,0,0,0,2.9,79,Unassigned,24/11/23
34,284,27,0,353783484,0,0.647058824,22,8.352941176,2191,Cross-network,25/11/23
78,460,71,0,353783484,0,0.435897436,34,5.897435897,2750,Direct,25/11/23
467,2202,443,0,353783484,0,0.683083512,319,4.715203426,30107,Organic Search,25/11/23
31,153,29,0,353783484,0,0.35483871,11,4.935483871,526,Organic Social,25/11/23
103,1028,89,0,353783484,0,0.72815534,75,9.980582524,10983,Paid Search,25/11/23
1,4,1,0,353783484,0,1,1,4,11,Referral,25/11/23
13,35,13,0,353783484,0,0,0,2.692307692,8,Unassigned,25/11/23
